GameID,Date,Player,PlayerID,Team,Location,Opp,Result,OT/SO,GA,SA,SV,SV%,PIM,TOI
202403030BUF,3/3/2024,Ukko-Pekka Luukkonen,luukkuk01,BUF,vs,WPG,L,,3,33,30,90.90%,0,59.48
202403060TOR,3/6/2024,Ukko-Pekka Luukkonen,luukkuk01,BUF,@,TOR,L,OT,2,27,25,92.60%,0,63.87
202403090BUF,3/9/2024,Ukko-Pekka Luukkonen,luukkuk01,BUF,vs,EDM,W,SO,2,32,30,93.80%,0,65
202403120BUF,3/12/2024,Ukko-Pekka Luukkonen,luukkuk01,BUF,vs,DET,W,,3,24,21,87.50%,0,59.17
202403140BUF,3/14/2024,Ukko-Pekka Luukkonen,luukkuk01,BUF,vs,NYI,W,,0,21,21,100.00%,0,60
202403160DET,3/16/2024,Ukko-Pekka Luukkonen,luukkuk01,BUF,@,DET,L,,3,25,22,88.00%,0,57.22
202403180SEA,3/18/2024,Ukko-Pekka Luukkonen,luukkuk01,BUF,@,SEA,W,,2,34,32,94.10%,0,60
202403210EDM,3/21/2024,Ukko-Pekka Luukkonen,luukkuk01,BUF,@,EDM,L,,8,39,31,79.50%,0,59.45
202403240CGY,3/24/2024,Ukko-Pekka Luukkonen,luukkuk01,BUF,@,CGY,W,,1,33,32,97.00%,0,60
202403270BUF,3/27/2024,Ukko-Pekka Luukkonen,luukkuk01,BUF,vs,OTT,L,,4,9,5,55.60%,0,8.82
202403300BUF,3/30/2024,Ukko-Pekka Luukkonen,luukkuk01,BUF,vs,TOR,L,,3,22,19,86.40%,0,56.8
202404020BUF,4/2/2024,Ukko-Pekka Luukkonen,luukkuk01,BUF,vs,WSH,W,,2,26,24,92.30%,0,60
202404050BUF,4/5/2024,Ukko-Pekka Luukkonen,luukkuk01,BUF,vs,PHI,W,,2,34,32,94.10%,0,60
202404070DET,4/7/2024,Ukko-Pekka Luukkonen,luukkuk01,BUF,@,DET,L,,3,24,21,87.50%,0,56.93
202404090DAL,4/9/2024,Ukko-Pekka Luukkonen,luukkuk01,BUF,@,DAL,L,,3,24,21,87.50%,0,58.03
202404110BUF,4/11/2024,Ukko-Pekka Luukkonen,luukkuk01,BUF,vs,WSH,W,,2,24,22,91.70%,0,60
202404130FLA,4/13/2024,Ukko-Pekka Luukkonen,luukkuk01,BUF,@,FLA,L,OT,3,42,39,92.90%,0,63.6
202311170DET,11/17/2023,Alex Lyon,lyonal01,DET,vs,TOR,L,,3,29,26,89.70%,0,58.47
202311220DET,11/22/2023,Alex Lyon,lyonal01,DET,vs,NJD,W,,0,16,16,100.00%,0,59.53
202311260DET,11/26/2023,Alex Lyon,lyonal01,DET,vs,MIN,W,,1,38,37,97.40%,0,60
202311300DET,11/30/2023,Alex Lyon,lyonal01,DET,vs,CHI,W,,1,35,34,97.10%,0,60
202312050BUF,12/5/2023,Alex Lyon,lyonal01,DET,@,BUF,W,,3,32,29,90.60%,0,60
202312090DET,12/9/2023,Alex Lyon,lyonal01,DET,vs,OTT,L,,4,25,21,84.00%,0,40
202312160PHI,12/16/2023,Alex Lyon,lyonal01,DET,@,PHI,L,,1,16,15,93.80%,0,26.83
202312290DET,12/29/2023,Alex Lyon,lyonal01,DET,vs,NSH,W,OT,4,37,33,89.20%,0,62.22
202312310DET,12/31/2023,Alex Lyon,lyonal01,DET,vs,BOS,L,,3,22,19,86.40%,0,57.8
202401020SJS,1/2/2024,Alex Lyon,lyonal01,DET,@,SJS,W,,3,27,24,88.90%,0,60
202401040LAK,1/4/2024,Alex Lyon,lyonal01,DET,@,LAK,W,SO,3,43,40,93.00%,0,65
202401070ANA,1/7/2024,Alex Lyon,lyonal01,DET,@,ANA,W,,2,31,29,93.50%,0,60
202401110DET,1/11/2024,Alex Lyon,lyonal01,DET,vs,EDM,L,OT,3,47,44,93.60%,0,61.33
202401130DET,1/13/2024,Alex Lyon,lyonal01,DET,vs,LAK,W,,3,36,33,91.70%,0,59.88
202401170FLA,1/17/2024,Alex Lyon,lyonal01,DET,@,FLA,W,OT,2,34,32,94.10%,0,60.87
202401190CAR,1/19/2024,Alex Lyon,lyonal01,DET,@,CAR,L,,3,29,26,89.70%,0,59.65
202401210DET,1/21/2024,Alex Lyon,lyonal01,DET,vs,TBL,W,,1,28,27,96.40%,0,60
202401230DET,1/23/2024,Alex Lyon,lyonal01,DET,vs,DAL,L,,5,32,27,84.40%,0,40
202401250DET,1/25/2024,Alex Lyon,lyonal01,DET,vs,PHI,W,,0,30,30,100.00%,0,59.57
202401270DET,1/27/2024,Alex Lyon,lyonal01,DET,vs,VEG,W,,2,30,28,93.30%,2,59.73
202401310DET,1/31/2024,Alex Lyon,lyonal01,DET,vs,OTT,L,OT,3,25,22,88.00%,0,62.08
202402100DET,2/10/2024,Alex Lyon,lyonal01,DET,vs,VAN,W,OT,3,31,28,90.30%,0,60.38
202402130EDM,2/13/2024,Alex Lyon,lyonal01,DET,@,EDM,L,,7,29,22,75.90%,0,51.2
202402150VAN,2/15/2024,Alex Lyon,lyonal01,DET,@,VAN,L,,4,21,17,81.00%,0,56.08
202402190SEA,2/19/2024,Alex Lyon,lyonal01,DET,@,SEA,W,OT,3,41,38,92.70%,0,61.12
202402220DET,2/22/2024,Alex Lyon,lyonal01,DET,vs,COL,W,OT,1,31,30,96.80%,0,63.7
202402240DET,2/24/2024,Alex Lyon,lyonal01,DET,vs,STL,W,,1,23,22,95.70%,0,59.93
202402270DET,2/27/2024,Alex Lyon,lyonal01,DET,vs,WSH,W,,3,21,18,85.70%,0,59.1
202402290DET,2/29/2024,Alex Lyon,lyonal01,DET,vs,NYI,L,,4,26,22,84.60%,0,58.97
202403020DET,3/2/2024,Alex Lyon,lyonal01,DET,vs,FLA,L,,4,37,33,89.20%,0,60
202403060COL,3/6/2024,Alex Lyon,lyonal01,DET,@,COL,L,,5,40,35,87.50%,0,40
202403080ARI,3/8/2024,Alex Lyon,lyonal01,DET,@,ARI,L,,4,24,20,83.30%,0,60
202403120BUF,3/12/2024,Alex Lyon,lyonal01,DET,@,BUF,L,,4,13,9,69.20%,0,15.48
202403140DET,3/14/2024,Alex Lyon,lyonal01,DET,vs,ARI,L,,3,26,23,88.50%,0,59.48
202403170PIT,3/17/2024,Alex Lyon,lyonal01,DET,@,PIT,L,,5,37,32,86.50%,0,56.47
202403230NSH,3/23/2024,Alex Lyon,lyonal01,DET,@,NSH,L,,1,32,31,96.90%,0,57.98
202403260WSH,3/26/2024,Alex Lyon,lyonal01,DET,@,WSH,L,OT,4,30,26,86.70%,0,61.92
202403300FLA,3/30/2024,Alex Lyon,lyonal01,DET,@,FLA,L,SO,2,38,36,94.70%,0,65
202404010TBL,4/1/2024,Alex Lyon,lyonal01,DET,@,TBL,W,,2,36,34,94.40%,0,59.75
202404050DET,4/5/2024,Alex Lyon,lyonal01,DET,vs,NYR,L,,4,38,34,89.50%,0,57.47
202404070DET,4/7/2024,Alex Lyon,lyonal01,DET,vs,BUF,W,,1,38,37,97.40%,0,60
202404090DET,4/9/2024,Alex Lyon,lyonal01,DET,vs,WSH,L,,2,23,21,91.30%,0,56.65
202404110PIT,4/11/2024,Alex Lyon,lyonal01,DET,@,PIT,L,OT,6,27,21,77.80%,0,61.67
202404150DET,4/15/2024,Alex Lyon,lyonal01,DET,vs,MTL,W,OT,4,21,17,81.00%,0,63.53
202310110CGY,10/11/2023,Jacob Markström,marksja02,CGY,vs,WPG,W,,3,37,34,91.90%,0,59.73
202310140PIT,10/14/2023,Jacob Markström,marksja02,CGY,@,PIT,L,,4,28,24,85.70%,0,57.82
202310160WSH,10/16/2023,Jacob Markström,marksja02,CGY,@,WSH,L,SO,2,23,21,91.30%,0,64.8
202310200CBJ,10/20/2023,Jacob Markström,marksja02,CGY,@,CBJ,L,,2,28,26,92.90%,0,57.87
202310240CGY,10/24/2023,Jacob Markström,marksja02,CGY,vs,NYR,L,,3,20,17,85.00%,0,59.28
202310260CGY,10/26/2023,Jacob Markström,marksja02,CGY,vs,STL,L,,2,34,32,94.10%,0,59.42
202310290EDM,10/29/2023,Jacob Markström,marksja02,CGY,@,EDM,L,,4,32,28,87.50%,0,58.05
202311010CGY,11/1/2023,Jacob Markström,marksja02,CGY,vs,DAL,L,,4,30,26,86.70%,0,58.85
202311070CGY,11/7/2023,Jacob Markström,marksja02,CGY,vs,NSH,W,,2,18,16,88.90%,0,59.7
202311140MTL,11/14/2023,Jacob Markström,marksja02,CGY,@,MTL,W,,1,35,34,97.10%,0,60
202311160CGY,11/16/2023,Jacob Markström,marksja02,CGY,vs,VAN,W,,2,22,20,90.90%,0,58.68
202311180CGY,11/18/2023,Jacob Markström,marksja02,CGY,vs,NYI,L,SO,4,33,29,87.90%,0,65
202311220NSH,11/22/2023,Jacob Markström,marksja02,CGY,@,NSH,L,,4,45,41,91.10%,0,59.82
202311240DAL,11/24/2023,Jacob Markström,marksja02,CGY,@,DAL,W,,4,28,24,85.70%,0,60
202311300CGY,11/30/2023,Jacob Markström,marksja02,CGY,vs,DAL,W,OT,3,16,13,81.30%,0,61.02
202312020CGY,12/2/2023,Jacob Markström,marksja02,CGY,vs,VAN,L,,3,21,18,85.70%,0,57.55
202312180CGY,12/18/2023,Jacob Markström,marksja02,CGY,vs,FLA,W,,1,34,33,97.10%,0,60
202312210ANA,12/21/2023,Jacob Markström,marksja02,CGY,@,ANA,W,,0,25,25,100.00%,0,60
202312230LAK,12/23/2023,Jacob Markström,marksja02,CGY,@,LAK,L,,4,33,29,87.90%,0,58.93
202312270CGY,12/27/2023,Jacob Markström,marksja02,CGY,vs,SEA,L,,2,21,19,90.50%,0,57.9
202312310CGY,12/31/2023,Jacob Markström,marksja02,CGY,vs,PHI,W,,3,31,28,90.30%,0,60
202401020MIN,1/2/2024,Jacob Markström,marksja02,CGY,@,MIN,W,,1,29,28,96.60%,0,59.43
202401060PHI,1/6/2024,Jacob Markström,marksja02,CGY,@,PHI,L,,3,42,39,92.90%,0,57.7
202401090CGY,1/9/2024,Jacob Markström,marksja02,CGY,vs,OTT,W,,3,33,30,90.90%,0,60
202401110ARI,1/11/2024,Jacob Markström,marksja02,CGY,@,ARI,W,,2,34,32,94.10%,0,60
202401130VEG,1/13/2024,Jacob Markström,marksja02,CGY,@,VEG,W,,1,32,31,96.90%,0,60
202401230CGY,1/23/2024,Jacob Markström,marksja02,CGY,vs,STL,L,,4,26,22,84.60%,0,59.38
202401250CGY,1/25/2024,Jacob Markström,marksja02,CGY,vs,CBJ,L,,4,31,27,87.10%,0,59.28
202401270CGY,1/27/2024,Jacob Markström,marksja02,CGY,vs,CHI,W,,0,32,32,100.00%,0,60
202402060BOS,2/6/2024,Jacob Markström,marksja02,CGY,@,BOS,W,,1,22,21,95.50%,0,60
202402080NJD,2/8/2024,Jacob Markström,marksja02,CGY,@,NJD,W,,3,40,37,92.50%,0,59.58
202402100NYI,2/10/2024,Jacob Markström,marksja02,CGY,@,NYI,W,,2,36,34,94.40%,0,60
202402120NYR,2/12/2024,Jacob Markström,marksja02,CGY,@,NYR,L,,1,30,29,96.70%,0,58.73
202402170CGY,2/17/2024,Jacob Markström,marksja02,CGY,vs,DET,L,,4,12,8,66.70%,0,26.68
202402190CGY,2/19/2024,Jacob Markström,marksja02,CGY,vs,WPG,W,,3,31,28,90.30%,0,60
202402220CGY,2/22/2024,Jacob Markström,marksja02,CGY,vs,BOS,W,OT,2,34,32,94.10%,0,63.93
202402270CGY,2/27/2024,Jacob Markström,marksja02,CGY,vs,LAK,W,,2,23,21,91.30%,0,60
202403020CGY,3/2/2024,Jacob Markström,marksja02,CGY,vs,PIT,W,,3,30,27,90.00%,0,60
202403040CGY,3/4/2024,Jacob Markström,marksja02,CGY,vs,SEA,L,,4,30,26,86.70%,0,58.1
202403070TBL,3/7/2024,Jacob Markström,marksja02,CGY,@,TBL,W,,3,22,19,86.40%,0,60
202403090FLA,3/9/2024,Jacob Markström,marksja02,CGY,@,FLA,L,,5,31,26,83.90%,0,60
202403230VAN,3/23/2024,Jacob Markström,marksja02,CGY,@,VAN,L,,3,25,22,88.00%,0,58.45
202403260CHI,3/26/2024,Jacob Markström,marksja02,CGY,@,CHI,L,,3,27,24,88.90%,0,56.5
202403300CGY,3/30/2024,Jacob Markström,marksja02,CGY,vs,LAK,W,,2,18,16,88.90%,0,60
202404020CGY,4/2/2024,Jacob Markström,marksja02,CGY,vs,ANA,L,,5,29,24,82.80%,0,60
202404060CGY,4/6/2024,Jacob Markström,marksja02,CGY,vs,EDM,L,,3,26,23,88.50%,0,59.1
202404110LAK,4/11/2024,Jacob Markström,marksja02,CGY,@,LAK,L,,3,29,26,89.70%,0,59.82
202404160VAN,4/16/2024,Jacob Markström,marksja02,CGY,@,VAN,L,,4,31,27,87.10%,0,60
202310140CBJ,10/14/2023,Spencer Martin,martisp01,CBJ,vs,NYR,W,,2,17,15,88.20%,0,20
202310160CBJ,10/16/2023,Spencer Martin,martisp01,CBJ,vs,DET,L,,4,28,24,85.70%,0,59.27
202310200CBJ,10/20/2023,Spencer Martin,martisp01,CBJ,vs,CGY,W,,1,37,36,97.30%,0,60
202310280CBJ,10/28/2023,Spencer Martin,martisp01,CBJ,vs,NYI,L,,2,34,32,94.10%,0,57.13
202311060FLA,11/6/2023,Spencer Martin,martisp01,CBJ,@,FLA,L,OT,2,36,34,94.40%,0,55.28
202311090CBJ,11/9/2023,Spencer Martin,martisp01,CBJ,vs,DAL,L,,4,30,26,86.70%,0,58.43
202311110DET,11/11/2023,Spencer Martin,martisp01,CBJ,@,DET,L,,5,28,23,82.10%,0,57.98
202311190PHI,11/19/2023,Spencer Martin,martisp01,CBJ,@,PHI,L,,4,26,22,84.60%,0,58.9
202311270CBJ,11/27/2023,Spencer Martin,martisp01,CBJ,vs,BOS,W,,2,33,31,93.90%,0,60
202312030BOS,12/3/2023,Spencer Martin,martisp01,CBJ,@,BOS,L,,3,28,25,89.30%,0,57.28
202312070NYI,12/7/2023,Spencer Martin,martisp01,CBJ,@,NYI,L,,7,36,29,80.60%,0,60
202312290CBJ,12/29/2023,Spencer Martin,martisp01,CBJ,vs,TOR,W,OT,3,19,16,84.20%,0,42.93
202401020CBJ,1/2/2024,Spencer Martin,martisp01,CBJ,vs,BOS,L,,4,27,23,85.20%,0,60
202401240BOS,1/24/2024,Spencer Martin,martisp01,CAR,@,BOS,W,,2,28,26,92.90%,0,60
202402170VEG,2/17/2024,Spencer Martin,martisp01,CAR,@,VEG,W,,1,30,29,96.70%,0,60
202402190CAR,2/19/2024,Spencer Martin,martisp01,CAR,vs,CHI,W,,3,17,14,82.40%,0,60
202402250BUF,2/25/2024,Spencer Martin,martisp01,CAR,@,BUF,L,SO,2,32,30,93.80%,0,65
202402290CBJ,2/29/2024,Spencer Martin,martisp01,CAR,@,CBJ,W,,2,22,20,90.90%,0,60
202404160CBJ,4/16/2024,Spencer Martin,martisp01,CAR,@,CBJ,L,,6,25,19,76.00%,0,60
202310120CBJ,10/12/2023,Elvis Merzļikins,merzlel01,CBJ,vs,PHI,L,,2,35,33,94.30%,0,58.02
202310140CBJ,10/14/2023,Elvis Merzļikins,merzlel01,CBJ,vs,NYR,W,,1,25,24,96.00%,0,39.9
202310210MIN,10/21/2023,Elvis Merzļikins,merzlel01,CBJ,@,MIN,W,OT,4,28,24,85.70%,0,63.03
202310240CBJ,10/24/2023,Elvis Merzļikins,merzlel01,CBJ,vs,ANA,L,OT,3,27,24,88.90%,2,61.73
202310260MTL,10/26/2023,Elvis Merzļikins,merzlel01,CBJ,@,MTL,L,OT,4,29,25,86.20%,0,64.28
202310300DAL,10/30/2023,Elvis Merzļikins,merzlel01,CBJ,@,DAL,L,,4,32,28,87.50%,0,57.22
202311020CBJ,11/2/2023,Elvis Merzļikins,merzlel01,CBJ,vs,TBL,W,,2,29,27,93.10%,0,60
202311040WSH,11/4/2023,Elvis Merzļikins,merzlel01,CBJ,@,WSH,L,,2,27,25,92.60%,0,58.05
202311060FLA,11/6/2023,Elvis Merzļikins,merzlel01,CBJ,@,FLA,L,OT,3,10,7,70.00%,0,6.15
202311120NYR,11/12/2023,Elvis Merzļikins,merzlel01,CBJ,@,NYR,L,SO,3,40,37,92.50%,0,65
202311140CBJ,11/14/2023,Elvis Merzļikins,merzlel01,CBJ,vs,PIT,L,,4,40,36,90.00%,0,58.9
202311160CBJ,11/16/2023,Elvis Merzļikins,merzlel01,CBJ,vs,ARI,L,,3,32,29,90.60%,0,56.67
202311180WSH,11/18/2023,Elvis Merzļikins,merzlel01,CBJ,@,WSH,L,,4,26,22,84.60%,0,58.78
202311220CBJ,11/22/2023,Elvis Merzļikins,merzlel01,CBJ,vs,CHI,W,,3,36,33,91.70%,0,60
202311240NJD,11/24/2023,Elvis Merzļikins,merzlel01,CBJ,@,NJD,W,,1,38,37,97.40%,0,60
202311260CAR,11/26/2023,Elvis Merzļikins,merzlel01,CBJ,@,CAR,L,,3,43,40,93.00%,0,58.92
202311290CBJ,11/29/2023,Elvis Merzļikins,merzlel01,CBJ,vs,MTL,L,,3,30,27,90.00%,0,58.93
202312010CBJ,12/1/2023,Elvis Merzļikins,merzlel01,CBJ,vs,OTT,W,,2,43,41,95.30%,0,59.95
202312050CBJ,12/5/2023,Elvis Merzļikins,merzlel01,CBJ,vs,LAK,L,OT,4,39,35,89.70%,0,60.55
202312140TOR,12/14/2023,Elvis Merzļikins,merzlel01,CBJ,@,TOR,W,OT,5,48,43,89.60%,0,63.43
202312210CBJ,12/21/2023,Elvis Merzļikins,merzlel01,CBJ,vs,WSH,L,OT,3,32,29,90.60%,2,64.12
202312270NJD,12/27/2023,Elvis Merzļikins,merzlel01,CBJ,@,NJD,L,OT,4,35,31,88.60%,0,62.1
202312290CBJ,12/29/2023,Elvis Merzļikins,merzlel01,CBJ,vs,TOR,W,OT,2,14,12,85.70%,0,20
202401150CBJ,1/15/2024,Elvis Merzļikins,merzlel01,CBJ,vs,VAN,W,SO,3,30,27,90.00%,0,65
202401190CBJ,1/19/2024,Elvis Merzļikins,merzlel01,CBJ,vs,NJD,L,,4,33,29,87.90%,0,60
202401230EDM,1/23/2024,Elvis Merzļikins,merzlel01,CBJ,@,EDM,L,,4,24,20,83.30%,0,59.77
202401270VAN,1/27/2024,Elvis Merzļikins,merzlel01,CBJ,@,VAN,L,OT,5,34,29,85.30%,0,64.02
202401300STL,1/30/2024,Elvis Merzļikins,merzlel01,CBJ,@,STL,W,,0,21,21,100.00%,0,59.77
202402100CBJ,2/10/2024,Elvis Merzļikins,merzlel01,CBJ,vs,TBL,L,,3,36,33,91.70%,0,58.43
202402170SJS,2/17/2024,Elvis Merzļikins,merzlel01,CBJ,@,SJS,W,,3,31,28,90.30%,0,58.87
202402200LAK,2/20/2024,Elvis Merzļikins,merzlel01,CBJ,@,LAK,L,,5,35,30,85.70%,0,60
202402210ANA,2/21/2024,Elvis Merzļikins,merzlel01,CBJ,@,ANA,W,,2,2,0,0.00%,0,3.92
202402250CBJ,2/25/2024,Elvis Merzļikins,merzlel01,CBJ,vs,NYR,W,,2,40,38,95.00%,0,59.7
202402280NYR,2/28/2024,Elvis Merzļikins,merzlel01,CBJ,@,NYR,L,,2,28,26,92.90%,0,58.62
202403020CHI,3/2/2024,Elvis Merzļikins,merzlel01,CBJ,@,CHI,W,,2,28,26,92.90%,0,60
202403120MTL,3/12/2024,Elvis Merzļikins,merzlel01,CBJ,@,MTL,L,,3,4,1,25.00%,0,5.8
202403140CBJ,3/14/2024,Elvis Merzļikins,merzlel01,CBJ,vs,OTT,L,SO,2,37,35,94.60%,0,65
202403170CBJ,3/17/2024,Elvis Merzļikins,merzlel01,CBJ,vs,WPG,L,,6,27,21,77.80%,0,59.63
202403220COL,3/22/2024,Elvis Merzļikins,merzlel01,CBJ,@,COL,L,,6,50,44,88.00%,0,60
202403260ARI,3/26/2024,Elvis Merzļikins,merzlel01,CBJ,@,ARI,L,,6,35,29,82.90%,0,59.98
202403300CBJ,3/30/2024,Elvis Merzļikins,merzlel01,CBJ,vs,PIT,W,SO,3,33,30,90.90%,0,64.43
202310140MTL,10/14/2023,Sam Montembeault,montesa01,MTL,vs,CHI,W,,2,30,28,93.30%,0,60
202310170MTL,10/17/2023,Sam Montembeault,montesa01,MTL,vs,MIN,L,,5,35,30,85.70%,0,58.27
202310260MTL,10/26/2023,Sam Montembeault,montesa01,MTL,vs,CBJ,W,OT,3,36,33,91.70%,0,64.28
202310300VEG,10/30/2023,Sam Montembeault,montesa01,MTL,@,VEG,L,SO,2,25,23,92.00%,0,65
202311040STL,11/4/2023,Sam Montembeault,montesa01,MTL,@,STL,L,,5,34,29,85.30%,0,59.75
202311070MTL,11/7/2023,Sam Montembeault,montesa01,MTL,vs,TBL,L,,1,23,22,95.70%,0,46.17
202311110MTL,11/11/2023,Sam Montembeault,montesa01,MTL,vs,BOS,W,OT,2,28,26,92.90%,0,62.07
202311140MTL,11/14/2023,Sam Montembeault,montesa01,MTL,vs,CGY,L,,2,29,27,93.10%,0,58.58
202311220ANA,11/22/2023,Sam Montembeault,montesa01,MTL,@,ANA,W,,3,33,30,90.90%,0,59.15
202311290CBJ,11/29/2023,Sam Montembeault,montesa01,MTL,@,CBJ,W,,2,28,26,92.90%,0,60
202312040MTL,12/4/2023,Sam Montembeault,montesa01,MTL,vs,SEA,W,,2,33,31,93.90%,0,60
202312070MTL,12/7/2023,Sam Montembeault,montesa01,MTL,vs,LAK,L,,4,42,38,90.50%,0,59.6
202312130MTL,12/13/2023,Sam Montembeault,montesa01,MTL,vs,PIT,L,SO,3,30,27,90.00%,0,64.5
202312160MTL,12/16/2023,Sam Montembeault,montesa01,MTL,vs,NYI,W,,3,33,30,90.90%,0,60
202312210MIN,12/21/2023,Sam Montembeault,montesa01,MTL,@,MIN,L,OT,4,24,20,83.30%,0,64.92
202312310TBL,12/31/2023,Sam Montembeault,montesa01,MTL,@,TBL,L,,4,20,16,80.00%,0,58.4
202401020DAL,1/2/2024,Sam Montembeault,montesa01,MTL,@,DAL,W,,3,33,30,90.90%,0,60
202401060MTL,1/6/2024,Sam Montembeault,montesa01,MTL,vs,NYR,W,SO,3,48,45,93.80%,0,65
202401110MTL,1/11/2024,Sam Montembeault,montesa01,MTL,vs,SJS,L,,3,35,32,91.40%,0,55.78
202401130MTL,1/13/2024,Sam Montembeault,montesa01,MTL,vs,EDM,L,OT,2,41,39,95.10%,0,62.02
202401170NJD,1/17/2024,Sam Montembeault,montesa01,MTL,@,NJD,W,,2,30,28,93.30%,0,60
202401200BOS,1/20/2024,Sam Montembeault,montesa01,MTL,@,BOS,L,,8,30,22,73.30%,0,49.22
202401250MTL,1/25/2024,Sam Montembeault,montesa01,MTL,vs,NYI,W,,3,46,43,93.50%,0,60
202402060WSH,2/6/2024,Sam Montembeault,montesa01,MTL,@,WSH,W,,2,39,37,94.90%,0,60
202402100MTL,2/10/2024,Sam Montembeault,montesa01,MTL,vs,DAL,L,,3,38,35,92.10%,0,58.43
202402150NYR,2/15/2024,Sam Montembeault,montesa01,MTL,@,NYR,L,,7,31,24,77.40%,0,60
202402210MTL,2/21/2024,Sam Montembeault,montesa01,MTL,vs,BUF,L,,3,23,20,87.00%,0,58.25
202402270MTL,2/27/2024,Sam Montembeault,montesa01,MTL,vs,ARI,W,,2,38,36,94.70%,0,60
202402290FLA,2/29/2024,Sam Montembeault,montesa01,MTL,@,FLA,L,SO,3,35,32,91.40%,0,64.92
202403070CAR,3/7/2024,Sam Montembeault,montesa01,MTL,@,CAR,L,,3,38,35,92.10%,0,59.52
202403090MTL,3/9/2024,Sam Montembeault,montesa01,MTL,vs,TOR,L,,3,27,24,88.90%,0,57.88
202403140MTL,3/14/2024,Sam Montembeault,montesa01,MTL,vs,BOS,L,OT,2,24,22,91.70%,0,60.42
202403190EDM,3/19/2024,Sam Montembeault,montesa01,MTL,@,EDM,L,OT,3,32,29,90.60%,0,63.22
202403210VAN,3/21/2024,Sam Montembeault,montesa01,MTL,@,VAN,L,,4,25,21,84.00%,0,60
202403260COL,3/26/2024,Sam Montembeault,montesa01,MTL,@,COL,W,,1,28,27,96.40%,0,60
202403300MTL,3/30/2024,Sam Montembeault,montesa01,MTL,vs,CAR,L,,2,29,27,93.10%,0,59.67
202404020MTL,4/2/2024,Sam Montembeault,montesa01,MTL,vs,FLA,W,,3,40,37,92.50%,0,60
202404060MTL,4/6/2024,Sam Montembeault,montesa01,MTL,vs,TOR,L,,4,12,8,66.70%,0,27.9
202404090MTL,4/9/2024,Sam Montembeault,montesa01,MTL,vs,PHI,W,,3,36,33,91.70%,0,60
202404110NYI,4/11/2024,Sam Montembeault,montesa01,MTL,@,NYI,L,OT,3,31,28,90.30%,0,61.28
202404150DET,4/15/2024,Sam Montembeault,montesa01,MTL,@,DET,L,OT,5,35,30,85.70%,0,64.58
202310100PIT,10/10/2023,Petr Mrázek,mrazepe01,CHI,@,PIT,W,,2,41,39,95.10%,0,60
202310140MTL,10/14/2023,Petr Mrázek,mrazepe01,CHI,@,MTL,L,,3,36,33,91.70%,0,58.1
202310190COL,10/19/2023,Petr Mrázek,mrazepe01,CHI,@,COL,L,,4,41,37,90.20%,0,60
202310240CHI,10/24/2023,Petr Mrázek,mrazepe01,CHI,vs,BOS,L,,3,43,40,93.00%,0,59.43
202310270VEG,10/27/2023,Petr Mrázek,mrazepe01,CHI,@,VEG,W,OT,3,21,18,85.70%,0,62.27
202310300ARI,10/30/2023,Petr Mrázek,mrazepe01,CHI,@,ARI,L,,1,11,10,90.90%,0,24.57
202311040CHI,11/4/2023,Petr Mrázek,mrazepe01,CHI,vs,FLA,W,,2,40,38,95.00%,0,60
202311090TBL,11/9/2023,Petr Mrázek,mrazepe01,CHI,@,TBL,W,,3,33,30,90.90%,0,59.57
202311160CHI,11/16/2023,Petr Mrázek,mrazepe01,CHI,vs,TBL,L,,3,31,28,90.30%,0,58.75
202311190CHI,11/19/2023,Petr Mrázek,mrazepe01,CHI,vs,BUF,L,,3,20,17,85.00%,0,57.78
202311220CBJ,11/22/2023,Petr Mrázek,mrazepe01,CHI,@,CBJ,L,,5,18,13,72.20%,0,32.27
202311280CHI,11/28/2023,Petr Mrázek,mrazepe01,CHI,vs,SEA,W,,3,36,33,91.70%,0,59.88
202311300DET,11/30/2023,Petr Mrázek,mrazepe01,CHI,@,DET,L,,5,29,24,82.80%,0,59.7
202312030MIN,12/3/2023,Petr Mrázek,mrazepe01,CHI,@,MIN,L,,4,34,30,88.20%,0,59.78
202312070CHI,12/7/2023,Petr Mrázek,mrazepe01,CHI,vs,ANA,W,,0,37,37,100.00%,0,59.88
202312090CHI,12/9/2023,Petr Mrázek,mrazepe01,CHI,vs,STL,W,,1,39,38,97.40%,0,60
202312120EDM,12/12/2023,Petr Mrázek,mrazepe01,CHI,@,EDM,L,,4,29,25,86.20%,0,60
202312140SEA,12/14/2023,Petr Mrázek,mrazepe01,CHI,@,SEA,L,,0,5,5,100.00%,0,16.53
202312170CHI,12/17/2023,Petr Mrázek,mrazepe01,CHI,vs,VAN,L,,4,27,23,85.20%,0,58
202312190CHI,12/19/2023,Petr Mrázek,mrazepe01,CHI,vs,COL,W,,2,37,35,94.60%,0,59.87
202312220CHI,12/22/2023,Petr Mrázek,mrazepe01,CHI,vs,MTL,L,,4,27,23,85.20%,0,57.98
202312270CHI,12/27/2023,Petr Mrázek,mrazepe01,CHI,vs,WPG,W,OT,1,38,37,97.40%,0,62.25
202312290DAL,12/29/2023,Petr Mrázek,mrazepe01,CHI,@,DAL,L,OT,5,35,30,85.70%,0,64.87
202312310DAL,12/31/2023,Petr Mrázek,mrazepe01,CHI,@,DAL,L,,6,31,25,80.60%,0,44.77
202401040NYR,1/4/2024,Petr Mrázek,mrazepe01,CHI,@,NYR,L,,4,32,28,87.50%,0,60
