GameID,Date,Away,AwayID,AwayG,Home,HomeID,HomeG,OT/SO
202404090ANA,"April 09, 2024",Los Angeles Kings,LAK,1,Anaheim Ducks,ANA,3,
202404090BOS,"April 09, 2024",Carolina Hurricanes,CAR,4,Boston Bruins,BOS,1,
202404090COL,"April 09, 2024",Minnesota Wild,MIN,2,Colorado Avalanche,COL,5,
202404090DAL,"April 09, 2024",Buffalo Sabres,BUF,2,Dallas Stars,DAL,3,
202404090DET,"April 09, 2024",Washington Capitals,WSH,2,Detroit Red Wings,DET,1,
202404090FLA,"April 09, 2024",Ottawa Senators,OTT,0,Florida Panthers,FLA,2,
202404090MTL,"April 09, 2024",Philadelphia Flyers,PHI,3,Montreal Canadiens,MTL,9,
202404090NJD,"April 09, 2024",Toronto Maple Leafs,TOR,5,New Jersey Devils,NJD,2,
202404090NSH,"April 09, 2024",Winnipeg Jets,WPG,4,Nashville Predators,NSH,3,OT
202404090NYI,"April 09, 2024",New York Rangers,NYR,2,New York Islanders,NYI,4,
202404090SEA,"April 09, 2024",Arizona Coyotes,ARI,0,Seattle Kraken,SEA,5,
202404090SJS,"April 09, 2024",Calgary Flames,CGY,3,San Jose Sharks,SJS,2,OT
202404090TBL,"April 09, 2024",Columbus Blue Jackets,CBJ,2,Tampa Bay Lightning,TBL,5,
202404100EDM,"April 10, 2024",Vegas Golden Knights,VEG,1,Edmonton Oilers,EDM,5,
202404100STL,"April 10, 2024",Chicago Blackhawks,CHI,2,St. Louis Blues,STL,5,
202404100VAN,"April 10, 2024",Arizona Coyotes,ARI,4,Vancouver Canucks,VAN,3,OT
202404110BUF,"April 11, 2024",Washington Capitals,WSH,2,Buffalo Sabres,BUF,4,
202404110DAL,"April 11, 2024",Winnipeg Jets,WPG,3,Dallas Stars,DAL,0,
202404110FLA,"April 11, 2024",Columbus Blue Jackets,CBJ,0,Florida Panthers,FLA,4,
202404110LAK,"April 11, 2024",Calgary Flames,CGY,1,Los Angeles Kings,LAK,4,
202404110NYI,"April 11, 2024",Montreal Canadiens,MTL,2,New York Islanders,NYI,3,OT
202404110NYR,"April 11, 2024",Philadelphia Flyers,PHI,4,New York Rangers,NYR,1,
202404110PIT,"April 11, 2024",Detroit Red Wings,DET,5,Pittsburgh Penguins,PIT,6,OT
202404110SEA,"April 11, 2024",San Jose Sharks,SJS,3,Seattle Kraken,SEA,1,
202404110TBL,"April 11, 2024",Ottawa Senators,OTT,2,Tampa Bay Lightning,TBL,2,SO
202404110TOR,"April 11, 2024",New Jersey Devils,NJD,6,Toronto Maple Leafs,TOR,5,
202404120ANA,"April 12, 2024",Calgary Flames,CGY,6,Anaheim Ducks,ANA,3,
202404120CHI,"April 12, 2024",Nashville Predators,NSH,5,Chicago Blackhawks,CHI,1,
202404120EDM,"April 12, 2024",Arizona Coyotes,ARI,3,Edmonton Oilers,EDM,2,OT
202404120STL,"April 12, 2024",Carolina Hurricanes,CAR,5,St. Louis Blues,STL,2,
202404120VEG,"April 12, 2024",Minnesota Wild,MIN,2,Vegas Golden Knights,VEG,7,
202404130COL,"April 13, 2024",Winnipeg Jets,WPG,7,Colorado Avalanche,COL,0,
202404130DAL,"April 13, 2024",Seattle Kraken,SEA,1,Dallas Stars,DAL,3,
202404130EDM,"April 13, 2024",Vancouver Canucks,VAN,3,Edmonton Oilers,EDM,1,
202404130FLA,"April 13, 2024",Buffalo Sabres,BUF,2,Florida Panthers,FLA,3,OT
202404130LAK,"April 13, 2024",Anaheim Ducks,ANA,1,Los Angeles Kings,LAK,3,
202404130NSH,"April 13, 2024",Columbus Blue Jackets,CBJ,4,Nashville Predators,NSH,6,
202404130NYR,"April 13, 2024",New York Islanders,NYI,2,New York Rangers,NYR,2,SO
202404130OTT,"April 13, 2024",Montreal Canadiens,MTL,4,Ottawa Senators,OTT,4,SO
202404130PHI,"April 13, 2024",New Jersey Devils,NJD,0,Philadelphia Flyers,PHI,1,
202404130PIT,"April 13, 2024",Boston Bruins,BOS,6,Pittsburgh Penguins,PIT,4,
202404130SJS,"April 13, 2024",Minnesota Wild,MIN,6,San Jose Sharks,SJS,2,
202404130TOR,"April 13, 2024",Detroit Red Wings,DET,5,Toronto Maple Leafs,TOR,4,OT
202404130WSH,"April 13, 2024",Tampa Bay Lightning,TBL,2,Washington Capitals,WSH,4,
202404140CGY,"April 14, 2024",Arizona Coyotes,ARI,5,Calgary Flames,CGY,6,
202404140CHI,"April 14, 2024",Carolina Hurricanes,CAR,4,Chicago Blackhawks,CHI,2,
202404140STL,"April 14, 2024",Seattle Kraken,SEA,1,St. Louis Blues,STL,4,
202404140VEG,"April 14, 2024",Colorado Avalanche,COL,3,Vegas Golden Knights,VEG,4,OT
202404150DET,"April 15, 2024",Montreal Canadiens,MTL,4,Detroit Red Wings,DET,5,OT
202404150EDM,"April 15, 2024",San Jose Sharks,SJS,2,Edmonton Oilers,EDM,9,
202404150LAK,"April 15, 2024",Minnesota Wild,MIN,3,Los Angeles Kings,LAK,1,
202404150NJD,"April 15, 2024",New York Islanders,NYI,4,New Jersey Devils,NJD,1,
202404150NYR,"April 15, 2024",Ottawa Senators,OTT,0,New York Rangers,NYR,4,
202404150PIT,"April 15, 2024",Nashville Predators,NSH,2,Pittsburgh Penguins,PIT,4,
202404150TBL,"April 15, 2024",Buffalo Sabres,BUF,4,Tampa Bay Lightning,TBL,2,
202404150WSH,"April 15, 2024",Boston Bruins,BOS,0,Washington Capitals,WSH,2,
202404160BOS,"April 16, 2024",Ottawa Senators,OTT,3,Boston Bruins,BOS,1,
202404160CBJ,"April 16, 2024",Carolina Hurricanes,CAR,3,Columbus Blue Jackets,CBJ,6,
202404160FLA,"April 16, 2024",Toronto Maple Leafs,TOR,2,Florida Panthers,FLA,5,
202404160MTL,"April 16, 2024",Detroit Red Wings,DET,4,Montreal Canadiens,MTL,4,SO
202404160PHI,"April 16, 2024",Washington Capitals,WSH,2,Philadelphia Flyers,PHI,1,
202404160VAN,"April 16, 2024",Calgary Flames,CGY,1,Vancouver Canucks,VAN,4,
202404160VEG,"April 16, 2024",Chicago Blackhawks,CHI,1,Vegas Golden Knights,VEG,3,
202404160WPG,"April 16, 2024",Seattle Kraken,SEA,3,Winnipeg Jets,WPG,4,
202404170ARI,"April 17, 2024",Edmonton Oilers,EDM,2,Arizona Coyotes,ARI,5,
202404170DAL,"April 17, 2024",St. Louis Blues,STL,1,Dallas Stars,DAL,1,SO
202404170NYI,"April 17, 2024",Pittsburgh Penguins,PIT,4,New York Islanders,NYI,5,
202404170TBL,"April 17, 2024",Toronto Maple Leafs,TOR,4,Tampa Bay Lightning,TBL,6,
202404180CGY,"April 18, 2024",San Jose Sharks,SJS,1,Calgary Flames,CGY,5,
202404180COL,"April 18, 2024",Edmonton Oilers,EDM,1,Colorado Avalanche,COL,5,
202404180LAK,"April 18, 2024",Chicago Blackhawks,CHI,4,Los Angeles Kings,LAK,5,OT
202404180MIN,"April 18, 2024",Seattle Kraken,SEA,4,Minnesota Wild,MIN,3,
202404180VEG,"April 18, 2024",Anaheim Ducks,ANA,4,Vegas Golden Knights,VEG,1,
202404180WPG,"April 18, 2024",Vancouver Canucks,VAN,2,Winnipeg Jets,WPG,4,
