GameID,Date,Away,AwayID,AwayG,Home,HomeID,HomeG,OT/SO
202311220NYI,"November 22, 2023",Philadelphia Flyers,PHI,2,New York Islanders,NYI,3,
202311220PIT,"November 22, 2023",New York Rangers,NYR,1,Pittsburgh Penguins,PIT,0,
202311220SEA,"November 22, 2023",San Jose Sharks,SJS,1,Seattle Kraken,SEA,7,
202311220TBL,"November 22, 2023",Winnipeg Jets,WPG,3,Tampa Bay Lightning,TBL,2,OT
202311220WSH,"November 22, 2023",Buffalo Sabres,BUF,3,Washington Capitals,WSH,4,OT
202311240ANA,"November 24, 2023",Los Angeles Kings,LAK,5,Anaheim Ducks,ANA,2,
202311240BOS,"November 24, 2023",Detroit Red Wings,DET,5,Boston Bruins,BOS,2,
202311240BUF,"November 24, 2023",Pittsburgh Penguins,PIT,2,Buffalo Sabres,BUF,3,
202311240CAR,"November 24, 2023",Tampa Bay Lightning,TBL,8,Carolina Hurricanes,CAR,2,
202311240CHI,"November 24, 2023",Toronto Maple Leafs,TOR,3,Chicago Blackhawks,CHI,4,OT
202311240DAL,"November 24, 2023",Calgary Flames,CGY,7,Dallas Stars,DAL,4,
202311240FLA,"November 24, 2023",Winnipeg Jets,WPG,3,Florida Panthers,FLA,0,
202311240MIN,"November 24, 2023",Colorado Avalanche,COL,3,Minnesota Wild,MIN,2,
202311240NJD,"November 24, 2023",Columbus Blue Jackets,CBJ,2,New Jersey Devils,NJD,1,
202311240OTT,"November 24, 2023",New York Islanders,NYI,5,Ottawa Senators,OTT,3,
202311240PHI,"November 24, 2023",New York Rangers,NYR,3,Philadelphia Flyers,PHI,1,
202311240SEA,"November 24, 2023",Vancouver Canucks,VAN,5,Seattle Kraken,SEA,1,
202311240SJS,"November 24, 2023",Montreal Canadiens,MTL,2,San Jose Sharks,SJS,2,SO
202311240STL,"November 24, 2023",Nashville Predators,NSH,8,St. Louis Blues,STL,3,
202311240WSH,"November 24, 2023",Edmonton Oilers,EDM,5,Washington Capitals,WSH,0,
202311250COL,"November 25, 2023",Calgary Flames,CGY,1,Colorado Avalanche,COL,3,
202311250LAK,"November 25, 2023",Montreal Canadiens,MTL,0,Los Angeles Kings,LAK,4,
202311250NJD,"November 25, 2023",Buffalo Sabres,BUF,2,New Jersey Devils,NJD,7,
202311250NYI,"November 25, 2023",Philadelphia Flyers,PHI,0,New York Islanders,NYI,0,SO
202311250NYR,"November 25, 2023",Boston Bruins,BOS,4,New York Rangers,NYR,7,
202311250PIT,"November 25, 2023",Toronto Maple Leafs,TOR,2,Pittsburgh Penguins,PIT,3,
202311250SJS,"November 25, 2023",Vancouver Canucks,VAN,3,San Jose Sharks,SJS,4,
202311250VEG,"November 25, 2023",Arizona Coyotes,ARI,2,Vegas Golden Knights,VEG,0,
202311260CAR,"November 26, 2023",Columbus Blue Jackets,CBJ,2,Carolina Hurricanes,CAR,3,
202311260CHI,"November 26, 2023",St. Louis Blues,STL,4,Chicago Blackhawks,CHI,2,
202311260DET,"November 26, 2023",Minnesota Wild,MIN,1,Detroit Red Wings,DET,4,
202311260EDM,"November 26, 2023",Anaheim Ducks,ANA,2,Edmonton Oilers,EDM,8,
202311260NSH,"November 26, 2023",Winnipeg Jets,WPG,2,Nashville Predators,NSH,3,
202311270CBJ,"November 27, 2023",Boston Bruins,BOS,2,Columbus Blue Jackets,CBJ,5,
202311270CGY,"November 27, 2023",Vegas Golden Knights,VEG,1,Calgary Flames,CGY,2,OT
202311270COL,"November 27, 2023",Tampa Bay Lightning,TBL,1,Colorado Avalanche,COL,4,
202311270NYR,"November 27, 2023",Buffalo Sabres,BUF,5,New York Rangers,NYR,1,
202311270OTT,"November 27, 2023",Florida Panthers,FLA,5,Ottawa Senators,OTT,0,
202311270SJS,"November 27, 2023",Washington Capitals,WSH,1,San Jose Sharks,SJS,2,
202311280ARI,"November 28, 2023",Tampa Bay Lightning,TBL,1,Arizona Coyotes,ARI,3,
202311280CHI,"November 28, 2023",Seattle Kraken,SEA,3,Chicago Blackhawks,CHI,4,
202311280EDM,"November 28, 2023",Vegas Golden Knights,VEG,4,Edmonton Oilers,EDM,4,SO
202311280MIN,"November 28, 2023",St. Louis Blues,STL,1,Minnesota Wild,MIN,3,
202311280NJD,"November 28, 2023",New York Islanders,NYI,4,New Jersey Devils,NJD,5,
202311280NSH,"November 28, 2023",Pittsburgh Penguins,PIT,2,Nashville Predators,NSH,3,OT
202311280PHI,"November 28, 2023",Carolina Hurricanes,CAR,4,Philadelphia Flyers,PHI,1,
202311280TOR,"November 28, 2023",Florida Panthers,FLA,1,Toronto Maple Leafs,TOR,1,SO
202311280VAN,"November 28, 2023",Anaheim Ducks,ANA,1,Vancouver Canucks,VAN,3,
202311280WPG,"November 28, 2023",Dallas Stars,DAL,2,Winnipeg Jets,WPG,0,
202311290CBJ,"November 29, 2023",Montreal Canadiens,MTL,4,Columbus Blue Jackets,CBJ,2,
202311290LAK,"November 29, 2023",Washington Capitals,WSH,2,Los Angeles Kings,LAK,1,
202311290NYR,"November 29, 2023",Detroit Red Wings,DET,2,New York Rangers,NYR,3,
202311300ANA,"November 30, 2023",Washington Capitals,WSH,5,Anaheim Ducks,ANA,4,
202311300ARI,"November 30, 2023",Colorado Avalanche,COL,3,Arizona Coyotes,ARI,4,OT
202311300BOS,"November 30, 2023",San Jose Sharks,SJS,0,Boston Bruins,BOS,3,
202311300CAR,"November 30, 2023",New York Islanders,NYI,5,Carolina Hurricanes,CAR,4,OT
202311300CGY,"November 30, 2023",Dallas Stars,DAL,3,Calgary Flames,CGY,4,OT
202311300DET,"November 30, 2023",Chicago Blackhawks,CHI,1,Detroit Red Wings,DET,5,
202311300MTL,"November 30, 2023",Florida Panthers,FLA,5,Montreal Canadiens,MTL,1,
202311300NSH,"November 30, 2023",Minnesota Wild,MIN,6,Nashville Predators,NSH,1,
202311300PHI,"November 30, 2023",New Jersey Devils,NJD,4,Philadelphia Flyers,PHI,3,OT
202311300STL,"November 30, 2023",Buffalo Sabres,BUF,4,St. Louis Blues,STL,6,
202311300TBL,"November 30, 2023",Pittsburgh Penguins,PIT,3,Tampa Bay Lightning,TBL,2,
202311300TOR,"November 30, 2023",Seattle Kraken,SEA,3,Toronto Maple Leafs,TOR,3,SO
202311300VAN,"November 30, 2023",Vegas Golden Knights,VEG,4,Vancouver Canucks,VAN,1,
202311300WPG,"November 30, 2023",Edmonton Oilers,EDM,3,Winnipeg Jets,WPG,1,
202312010CBJ,"December 01, 2023",Ottawa Senators,OTT,2,Columbus Blue Jackets,CBJ,4,
202312010NJD,"December 01, 2023",San Jose Sharks,SJS,6,New Jersey Devils,NJD,3,
202312020ANA,"December 02, 2023",Colorado Avalanche,COL,3,Anaheim Ducks,ANA,3,SO
202312020ARI,"December 02, 2023",St. Louis Blues,STL,1,Arizona Coyotes,ARI,4,
202312020CAR,"December 02, 2023",Buffalo Sabres,BUF,2,Carolina Hurricanes,CAR,6,
202312020CGY,"December 02, 2023",Vancouver Canucks,VAN,4,Calgary Flames,CGY,3,
202312020DAL,"December 02, 2023",Tampa Bay Lightning,TBL,1,Dallas Stars,DAL,8,
202312020FLA,"December 02, 2023",New York Islanders,NYI,4,Florida Panthers,FLA,3,
202312020MTL,"December 02, 2023",Detroit Red Wings,DET,5,Montreal Canadiens,MTL,4,OT
202312020NSH,"December 02, 2023",New York Rangers,NYR,4,Nashville Predators,NSH,3,
202312020OTT,"December 02, 2023",Seattle Kraken,SEA,0,Ottawa Senators,OTT,2,
202312020PIT,"December 02, 2023",Philadelphia Flyers,PHI,3,Pittsburgh Penguins,PIT,3,SO
202312020TOR,"December 02, 2023",Boston Bruins,BOS,4,Toronto Maple Leafs,TOR,3,OT
202312020VEG,"December 02, 2023",Washington Capitals,WSH,1,Vegas Golden Knights,VEG,4,
202312020WPG,"December 02, 2023",Chicago Blackhawks,CHI,1,Winnipeg Jets,WPG,3,
202312030BOS,"December 03, 2023",Columbus Blue Jackets,CBJ,1,Boston Bruins,BOS,3,
202312030BUF,"December 03, 2023",Nashville Predators,NSH,2,Buffalo Sabres,BUF,1,
202312030LAK,"December 03, 2023",Colorado Avalanche,COL,1,Los Angeles Kings,LAK,4,
202312030MIN,"December 03, 2023",Chicago Blackhawks,CHI,1,Minnesota Wild,MIN,4,
202312030NYR,"December 03, 2023",San Jose Sharks,SJS,5,New York Rangers,NYR,6,
202312040ARI,"December 04, 2023",Washington Capitals,WSH,0,Arizona Coyotes,ARI,6,
202312040MTL,"December 04, 2023",Seattle Kraken,SEA,2,Montreal Canadiens,MTL,4,
202312040PHI,"December 04, 2023",Pittsburgh Penguins,PIT,1,Philadelphia Flyers,PHI,2,OT
202312040TBL,"December 04, 2023",Dallas Stars,DAL,0,Tampa Bay Lightning,TBL,4,
202312040VEG,"December 04, 2023",St. Louis Blues,STL,2,Vegas Golden Knights,VEG,1,OT
202312040WPG,"December 04, 2023",Carolina Hurricanes,CAR,1,Winnipeg Jets,WPG,2,
202312050BUF,"December 05, 2023",Detroit Red Wings,DET,5,Buffalo Sabres,BUF,3,
202312050CBJ,"December 05, 2023",Los Angeles Kings,LAK,4,Columbus Blue Jackets,CBJ,3,OT
202312050CGY,"December 05, 2023",Minnesota Wild,MIN,5,Calgary Flames,CGY,2,
202312050CHI,"December 05, 2023",Nashville Predators,NSH,3,Chicago Blackhawks,CHI,3,SO
202312050COL,"December 05, 2023",Anaheim Ducks,ANA,2,Colorado Avalanche,COL,3,
202312050NYI,"December 05, 2023",San Jose Sharks,SJS,5,New York Islanders,NYI,4,OT
202312050OTT,"December 05, 2023",New York Rangers,NYR,2,Ottawa Senators,OTT,6,
202312050VAN,"December 05, 2023",New Jersey Devils,NJD,6,Vancouver Canucks,VAN,5,
202312060EDM,"December 06, 2023",Carolina Hurricanes,CAR,1,Edmonton Oilers,EDM,6,
202312060FLA,"December 06, 2023",Dallas Stars,DAL,4,Florida Panthers,FLA,5,
202312060STL,"December 06, 2023",Vegas Golden Knights,VEG,6,St. Louis Blues,STL,3,
202312060TBL,"December 06, 2023",Pittsburgh Penguins,PIT,1,Tampa Bay Lightning,TBL,3,
202312070ARI,"December 07, 2023",Philadelphia Flyers,PHI,4,Arizona Coyotes,ARI,1,
202312070BOS,"December 07, 2023",Buffalo Sabres,BUF,3,Boston Bruins,BOS,1,
202312070CGY,"December 07, 2023",Carolina Hurricanes,CAR,2,Calgary Flames,CGY,3,
202312070CHI,"December 07, 2023",Anaheim Ducks,ANA,0,Chicago Blackhawks,CHI,1,
202312070COL,"December 07, 2023",Winnipeg Jets,WPG,4,Colorado Avalanche,COL,2,
202312070DET,"December 07, 2023",San Jose Sharks,SJS,6,Detroit Red Wings,DET,5,OT
202312070MTL,"December 07, 2023",Los Angeles Kings,LAK,4,Montreal Canadiens,MTL,0,
202312070NSH,"December 07, 2023",Tampa Bay Lightning,TBL,1,Nashville Predators,NSH,5,
202312070NYI,"December 07, 2023",Columbus Blue Jackets,CBJ,3,New York Islanders,NYI,7,
202312070OTT,"December 07, 2023",Toronto Maple Leafs,TOR,4,Ottawa Senators,OTT,3,
202312070SEA,"December 07, 2023",New Jersey Devils,NJD,2,Seattle Kraken,SEA,1,
202312070VAN,"December 07, 2023",Minnesota Wild,MIN,0,Vancouver Canucks,VAN,2,
202312070WSH,"December 07, 2023",Dallas Stars,DAL,4,Washington Capitals,WSH,4,SO
202312080CBJ,"December 08, 2023",St. Louis Blues,STL,2,Columbus Blue Jackets,CBJ,5,
202312080EDM,"December 08, 2023",Minnesota Wild,MIN,3,Edmonton Oilers,EDM,4,
202312080FLA,"December 08, 2023",Pittsburgh Penguins,PIT,1,Florida Panthers,FLA,3,
202312090BOS,"December 09, 2023",Arizona Coyotes,ARI,3,Boston Bruins,BOS,5,
202312090BUF,"December 09, 2023",Montreal Canadiens,MTL,2,Buffalo Sabres,BUF,2,SO
202312090CGY,"December 09, 2023",New Jersey Devils,NJD,4,Calgary Flames,CGY,2,
202312090CHI,"December 09, 2023",St. Louis Blues,STL,1,Chicago Blackhawks,CHI,3,
202312090COL,"December 09, 2023",Philadelphia Flyers,PHI,5,Colorado Avalanche,COL,2,
202312090DAL,"December 09, 2023",Vegas Golden Knights,VEG,6,Dallas Stars,DAL,1,
202312090DET,"December 09, 2023",Ottawa Senators,OTT,5,Detroit Red Wings,DET,1,
202312090NYI,"December 09, 2023",Los Angeles Kings,LAK,2,New York Islanders,NYI,3,OT
202312090SEA,"December 09, 2023",Tampa Bay Lightning,TBL,4,Seattle Kraken,SEA,3,OT
202312090TOR,"December 09, 2023",Nashville Predators,NSH,0,Toronto Maple Leafs,TOR,4,
202312090VAN,"December 09, 2023",Carolina Hurricanes,CAR,3,Vancouver Canucks,VAN,4,
202312090WSH,"December 09, 2023",New York Rangers,NYR,0,Washington Capitals,WSH,4,
202312100ANA,"December 10, 2023",Winnipeg Jets,WPG,4,Anaheim Ducks,ANA,2,
202312100CBJ,"December 10, 2023",Florida Panthers,FLA,5,Columbus Blue Jackets,CBJ,2,
202312100CHI,"December 10, 2023",Washington Capitals,WSH,4,Chicago Blackhawks,CHI,2,
202312100EDM,"December 10, 2023",New Jersey Devils,NJD,1,Edmonton Oilers,EDM,4,
202312100MTL,"December 10, 2023",Nashville Predators,NSH,2,Montreal Canadiens,MTL,1,
202312100NYR,"December 10, 2023",Los Angeles Kings,LAK,1,New York Rangers,NYR,4,
202312100SEA,"December 10, 2023",Minnesota Wild,MIN,3,Seattle Kraken,SEA,0,
202312100VEG,"December 10, 2023",San Jose Sharks,SJS,4,Vegas Golden Knights,VEG,4,SO
202312110BUF,"December 11, 2023",Arizona Coyotes,ARI,2,Buffalo Sabres,BUF,5,
202312110COL,"December 11, 2023",Calgary Flames,CGY,5,Colorado Avalanche,COL,6,
202312110DAL,"December 11, 2023",Detroit Red Wings,DET,3,Dallas Stars,DAL,6,
202312110NYI,"December 11, 2023",Toronto Maple Leafs,TOR,3,New York Islanders,NYI,4,OT
202312120EDM,"December 12, 2023",Chicago Blackhawks,CHI,1,Edmonton Oilers,EDM,4,
202312120NSH,"December 12, 2023",Philadelphia Flyers,PHI,2,Nashville Predators,NSH,3,OT
202312120NYR,"December 12, 2023",Toronto Maple Leafs,TOR,7,New York Rangers,NYR,3,
202312120OTT,"December 12, 2023",Carolina Hurricanes,CAR,4,Ottawa Senators,OTT,1,
202312120PIT,"December 12, 2023",Arizona Coyotes,ARI,2,Pittsburgh Penguins,PIT,4,
202312120SEA,"December 12, 2023",Florida Panthers,FLA,0,Seattle Kraken,SEA,4,
202312120SJS,"December 12, 2023",Winnipeg Jets,WPG,1,San Jose Sharks,SJS,2,
202312120STL,"December 12, 2023",Detroit Red Wings,DET,6,St. Louis Blues,STL,4,
202312120VAN,"December 12, 2023",Tampa Bay Lightning,TBL,1,Vancouver Canucks,VAN,4,
202312120VEG,"December 12, 2023",Calgary Flames,CGY,4,Vegas Golden Knights,VEG,5,OT
202312130COL,"December 13, 2023",Buffalo Sabres,BUF,1,Colorado Avalanche,COL,5,
202312130LAK,"December 13, 2023",Winnipeg Jets,WPG,5,Los Angeles Kings,LAK,2,
202312130MTL,"December 13, 2023",Pittsburgh Penguins,PIT,3,Montreal Canadiens,MTL,3,SO
202312130NJD,"December 13, 2023",Boston Bruins,BOS,1,New Jersey Devils,NJD,2,OT
202312130NYI,"December 13, 2023",Anaheim Ducks,ANA,3,New York Islanders,NYI,4,
202312140DET,"December 14, 2023",Carolina Hurricanes,CAR,2,Detroit Red Wings,DET,1,
202312140EDM,"December 14, 2023",Tampa Bay Lightning,TBL,7,Edmonton Oilers,EDM,4,
202312140MIN,"December 14, 2023",Calgary Flames,CGY,2,Minnesota Wild,MIN,2,SO
202312140PHI,"December 14, 2023",Washington Capitals,WSH,3,Philadelphia Flyers,PHI,3,SO
202312140SEA,"December 14, 2023",Chicago Blackhawks,CHI,1,Seattle Kraken,SEA,7,
202312140STL,"December 14, 2023",Ottawa Senators,OTT,2,St. Louis Blues,STL,4,
202312140TOR,"December 14, 2023",Columbus Blue Jackets,CBJ,6,Toronto Maple Leafs,TOR,5,OT
202312140VAN,"December 14, 2023",Florida Panthers,FLA,0,Vancouver Canucks,VAN,4,
202312150ARI,"December 15, 2023",San Jose Sharks,SJS,0,Arizona Coyotes,ARI,1,
202312150CAR,"December 15, 2023",Nashville Predators,NSH,6,Carolina Hurricanes,CAR,5,OT
202312150DAL,"December 15, 2023",Ottawa Senators,OTT,4,Dallas Stars,DAL,5,
202312150NYI,"December 15, 2023",Boston Bruins,BOS,4,New York Islanders,NYI,4,SO
202312150NYR,"December 15, 2023",Anaheim Ducks,ANA,1,New York Rangers,NYR,5,
202312150VEG,"December 15, 2023",Buffalo Sabres,BUF,5,Vegas Golden Knights,VEG,2,
202312160ARI,"December 16, 2023",Buffalo Sabres,BUF,0,Arizona Coyotes,ARI,2,
202312160BOS,"December 16, 2023",New York Rangers,NYR,2,Boston Bruins,BOS,1,OT
202312160CBJ,"December 16, 2023",New Jersey Devils,NJD,6,Columbus Blue Jackets,CBJ,3,
202312160CGY,"December 16, 2023",Tampa Bay Lightning,TBL,2,Calgary Flames,CGY,4,
202312160EDM,"December 16, 2023",Florida Panthers,FLA,5,Edmonton Oilers,EDM,1,
202312160MIN,"December 16, 2023",Vancouver Canucks,VAN,1,Minnesota Wild,MIN,1,SO
202312160MTL,"December 16, 2023",New York Islanders,NYI,3,Montreal Canadiens,MTL,5,
202312160NSH,"December 16, 2023",Washington Capitals,WSH,1,Nashville Predators,NSH,3,
202312160PHI,"December 16, 2023",Detroit Red Wings,DET,0,Philadelphia Flyers,PHI,1,
202312160SEA,"December 16, 2023",Los Angeles Kings,LAK,2,Seattle Kraken,SEA,2,SO
202312160STL,"December 16, 2023",Dallas Stars,DAL,3,St. Louis Blues,STL,4,OT
202312160TOR,"December 16, 2023",Pittsburgh Penguins,PIT,0,Toronto Maple Leafs,TOR,7,
202312160WPG,"December 16, 2023",Colorado Avalanche,COL,2,Winnipeg Jets,WPG,6,
202312170CAR,"December 17, 2023",Washington Capitals,WSH,1,Carolina Hurricanes,CAR,1,SO
202312170CHI,"December 17, 2023",Vancouver Canucks,VAN,4,Chicago Blackhawks,CHI,3,
202312170COL,"December 17, 2023",San Jose Sharks,SJS,2,Colorado Avalanche,COL,6,
202312170NJD,"December 17, 2023",Anaheim Ducks,ANA,5,New Jersey Devils,NJD,1,
202312170VEG,"December 17, 2023",Ottawa Senators,OTT,3,Vegas Golden Knights,VEG,6,
202312180CGY,"December 18, 2023",Florida Panthers,FLA,1,Calgary Flames,CGY,3,
202312180DAL,"December 18, 2023",Seattle Kraken,SEA,3,Dallas Stars,DAL,4,OT
202312180DET,"December 18, 2023",Anaheim Ducks,ANA,4,Detroit Red Wings,DET,3,
202312180PIT,"December 18, 2023",Minnesota Wild,MIN,3,Pittsburgh Penguins,PIT,4,
202312180WPG,"December 18, 2023",Montreal Canadiens,MTL,3,Winnipeg Jets,WPG,2,OT
202312190ARI,"December 19, 2023",Ottawa Senators,OTT,3,Arizona Coyotes,ARI,4,
202312190BOS,"December 19, 2023",Minnesota Wild,MIN,4,Boston Bruins,BOS,3,OT
202312190BUF,"December 19, 2023",Columbus Blue Jackets,CBJ,9,Buffalo Sabres,BUF,4,
202312190CAR,"December 19, 2023",Vegas Golden Knights,VEG,3,Carolina Hurricanes,CAR,6,
202312190CHI,"December 19, 2023",Colorado Avalanche,COL,2,Chicago Blackhawks,CHI,3,
202312190NJD,"December 19, 2023",Philadelphia Flyers,PHI,3,New Jersey Devils,NJD,2,OT
202312190NSH,"December 19, 2023",Vancouver Canucks,VAN,5,Nashville Predators,NSH,2,
202312190NYI,"December 19, 2023",Edmonton Oilers,EDM,1,New York Islanders,NYI,3,
202312190SJS,"December 19, 2023",Los Angeles Kings,LAK,4,San Jose Sharks,SJS,1,
202312190TBL,"December 19, 2023",St. Louis Blues,STL,1,Tampa Bay Lightning,TBL,6,
202312190TOR,"December 19, 2023",New York Rangers,NYR,5,Toronto Maple Leafs,TOR,2,
202312200LAK,"December 20, 2023",Seattle Kraken,SEA,2,Los Angeles Kings,LAK,1,
202312200WPG,"December 20, 2023",Detroit Red Wings,DET,2,Winnipeg Jets,WPG,5,
202312200WSH,"December 20, 2023",New York Islanders,NYI,2,Washington Capitals,WSH,3,OT
202312210ANA,"December 21, 2023",Calgary Flames,CGY,3,Anaheim Ducks,ANA,0,
202312210BUF,"December 21, 2023",Toronto Maple Leafs,TOR,3,Buffalo Sabres,BUF,9,
202312210CBJ,"December 21, 2023",Washington Capitals,WSH,3,Columbus Blue Jackets,CBJ,2,OT
202312210COL,"December 21, 2023",Ottawa Senators,OTT,4,Colorado Avalanche,COL,6,
202312210DAL,"December 21, 2023",Vancouver Canucks,VAN,3,Dallas Stars,DAL,4,OT
202312210FLA,"December 21, 2023",St. Louis Blues,STL,4,Florida Panthers,FLA,1,
202312210MIN,"December 21, 2023",Montreal Canadiens,MTL,3,Minnesota Wild,MIN,4,OT
202312210NJD,"December 21, 2023",Edmonton Oilers,EDM,6,New Jersey Devils,NJD,3,
202312210PHI,"December 21, 2023",Nashville Predators,NSH,4,Philadelphia Flyers,PHI,2,
202312210PIT,"December 21, 2023",Carolina Hurricanes,CAR,1,Pittsburgh Penguins,PIT,1,SO
202312210SJS,"December 21, 2023",Arizona Coyotes,ARI,5,San Jose Sharks,SJS,2,
202312210TBL,"December 21, 2023",Vegas Golden Knights,VEG,4,Tampa Bay Lightning,TBL,5,
202312220CHI,"December 22, 2023",Montreal Canadiens,MTL,5,Chicago Blackhawks,CHI,2,
202312220DET,"December 22, 2023",Philadelphia Flyers,PHI,6,Detroit Red Wings,DET,6,SO
202312220NYR,"December 22, 2023",Edmonton Oilers,EDM,4,New York Rangers,NYR,3,
202312220WPG,"December 22, 2023",Boston Bruins,BOS,1,Winnipeg Jets,WPG,5,
202312230ANA,"December 23, 2023",Seattle Kraken,SEA,3,Anaheim Ducks,ANA,2,
202312230CAR,"December 23, 2023",New York Islanders,NYI,5,Carolina Hurricanes,CAR,4,
202312230CBJ,"December 23, 2023",Toronto Maple Leafs,TOR,4,Columbus Blue Jackets,CBJ,1,
202312230COL,"December 23, 2023",Arizona Coyotes,ARI,1,Colorado Avalanche,COL,4,
202312230FLA,"December 23, 2023",Vegas Golden Knights,VEG,2,Florida Panthers,FLA,4,
202312230LAK,"December 23, 2023",Calgary Flames,CGY,3,Los Angeles Kings,LAK,5,
202312230MIN,"December 23, 2023",Boston Bruins,BOS,2,Minnesota Wild,MIN,3,
202312230NJD,"December 23, 2023",Detroit Red Wings,DET,2,New Jersey Devils,NJD,3,
202312230NSH,"December 23, 2023",Dallas Stars,DAL,3,Nashville Predators,NSH,2,
202312230NYR,"December 23, 2023",Buffalo Sabres,BUF,3,New York Rangers,NYR,4,OT
202312230OTT,"December 23, 2023",Pittsburgh Penguins,PIT,4,Ottawa Senators,OTT,5,OT
202312230STL,"December 23, 2023",Chicago Blackhawks,CHI,5,St. Louis Blues,STL,7,
202312230VAN,"December 23, 2023",San Jose Sharks,SJS,4,Vancouver Canucks,VAN,7,
202312230WSH,"December 23, 2023",Tampa Bay Lightning,TBL,1,Washington Capitals,WSH,1,SO
202312270ANA,"December 27, 2023",Vegas Golden Knights,VEG,2,Anaheim Ducks,ANA,5,
202312270ARI,"December 27, 2023",Colorado Avalanche,COL,4,Arizona Coyotes,ARI,5,OT
202312270BUF,"December 27, 2023",Boston Bruins,BOS,4,Buffalo Sabres,BUF,1,
202312270CGY,"December 27, 2023",Seattle Kraken,SEA,2,Calgary Flames,CGY,1,
202312270CHI,"December 27, 2023",Winnipeg Jets,WPG,1,Chicago Blackhawks,CHI,2,OT
202312270LAK,"December 27, 2023",San Jose Sharks,SJS,1,Los Angeles Kings,LAK,5,
202312270MIN,"December 27, 2023",Detroit Red Wings,DET,3,Minnesota Wild,MIN,6,
202312270NJD,"December 27, 2023",Columbus Blue Jackets,CBJ,3,New Jersey Devils,NJD,4,OT
202312270NSH,"December 27, 2023",Carolina Hurricanes,CAR,5,Nashville Predators,NSH,2,
202312270NYI,"December 27, 2023",Pittsburgh Penguins,PIT,7,New York Islanders,NYI,0,
202312270NYR,"December 27, 2023",Washington Capitals,WSH,1,New York Rangers,NYR,5,
202312270STL,"December 27, 2023",Dallas Stars,DAL,1,St. Louis Blues,STL,2,
202312270TBL,"December 27, 2023",Florida Panthers,FLA,3,Tampa Bay Lightning,TBL,2,
202312270TOR,"December 27, 2023",Ottawa Senators,OTT,4,Toronto Maple Leafs,TOR,2,
202312280CAR,"December 28, 2023",Montreal Canadiens,MTL,3,Carolina Hurricanes,CAR,5,
202312280SJS,"December 28, 2023",Edmonton Oilers,EDM,5,San Jose Sharks,SJS,0,
202312280VAN,"December 28, 2023",Philadelphia Flyers,PHI,4,Vancouver Canucks,VAN,1,
202312280VEG,"December 28, 2023",Los Angeles Kings,LAK,2,Vegas Golden Knights,VEG,3,
202312290ANA,"December 29, 2023",Arizona Coyotes,ARI,2,Anaheim Ducks,ANA,0,
202312290CBJ,"December 29, 2023",Toronto Maple Leafs,TOR,5,Columbus Blue Jackets,CBJ,6,OT
202312290DAL,"December 29, 2023",Chicago Blackhawks,CHI,4,Dallas Stars,DAL,5,OT
202312290DET,"December 29, 2023",Nashville Predators,NSH,4,Detroit Red Wings,DET,5,OT
202312290FLA,"December 29, 2023",New York Rangers,NYR,3,Florida Panthers,FLA,4,
202312290NYI,"December 29, 2023",Washington Capitals,WSH,1,New York Islanders,NYI,5,
202312290OTT,"December 29, 2023",New Jersey Devils,NJD,6,Ottawa Senators,OTT,2,
202312290SEA,"December 29, 2023",Philadelphia Flyers,PHI,1,Seattle Kraken,SEA,2,OT
202312290STL,"December 29, 2023",Colorado Avalanche,COL,2,St. Louis Blues,STL,1,
202312300BOS,"December 30, 2023",New Jersey Devils,NJD,2,Boston Bruins,BOS,5,
202312300BUF,"December 30, 2023",Columbus Blue Jackets,CBJ,2,Buffalo Sabres,BUF,3,OT
202312300FLA,"December 30, 2023",Montreal Canadiens,MTL,1,Florida Panthers,FLA,4,
202312300LAK,"December 30, 2023",Edmonton Oilers,EDM,2,Los Angeles Kings,LAK,2,SO
202312300PIT,"December 30, 2023",St. Louis Blues,STL,2,Pittsburgh Penguins,PIT,4,
202312300TBL,"December 30, 2023",New York Rangers,NYR,5,Tampa Bay Lightning,TBL,1,
202312300TOR,"December 30, 2023",Carolina Hurricanes,CAR,3,Toronto Maple Leafs,TOR,2,
202312300WPG,"December 30, 2023",Minnesota Wild,MIN,2,Winnipeg Jets,WPG,4,
202312300WSH,"December 30, 2023",Nashville Predators,NSH,2,Washington Capitals,WSH,2,SO
202312310ANA,"December 31, 2023",Edmonton Oilers,EDM,7,Anaheim Ducks,ANA,2,
202312310CGY,"December 31, 2023",Philadelphia Flyers,PHI,3,Calgary Flames,CGY,4,
202312310COL,"December 31, 2023",San Jose Sharks,SJS,1,Colorado Avalanche,COL,3,
202312310DAL,"December 31, 2023",Chicago Blackhawks,CHI,1,Dallas Stars,DAL,8,
202312310DET,"December 31, 2023",Boston Bruins,BOS,5,Detroit Red Wings,DET,3,
202312310MIN,"December 31, 2023",Winnipeg Jets,WPG,3,Minnesota Wild,MIN,2,
202312310OTT,"December 31, 2023",Buffalo Sabres,BUF,1,Ottawa Senators,OTT,5,
202312310PIT,"December 31, 2023",New York Islanders,NYI,1,Pittsburgh Penguins,PIT,3,
202312310TBL,"December 31, 2023",Montreal Canadiens,MTL,3,Tampa Bay Lightning,TBL,4,
202401010SEA,"January 01, 2024",Vegas Golden Knights,VEG,0,Seattle Kraken,SEA,3,
202401020ARI,"January 02, 2024",Florida Panthers,FLA,4,Arizona Coyotes,ARI,1,
