Gm,GameID,Date,Team,Location,Opp,G,GA,Result,OT/SO,SOG,PIM,SOGA,PIMA,CF at EV,CA at EV,CF% at EV,FF at EV,FA at EV,FF% at EV,FOW at EV,FOL at EV
76,202404060MTL,04/06/2024,TOR,@,MTL,4,2,W,,30,9,26,9,55,63,46.6,40,42,48.8,27,28
77,202404080TOR,04/08/2024,TOR,vs,PIT,3,2,W,OT,23,10,33,4,51,54,48.6,33,43,43.4,22,24
78,202404090NJD,04/09/2024,TOR,@,NJD,5,2,W,,39,4,20,6,63,32,66.3,42,24,63.6,17,23
79,202404110TOR,04/11/2024,TOR,vs,NJD,5,6,L,,32,23,20,11,63,39,61.8,44,24,64.7,27,19
80,202404130TOR,04/13/2024,TOR,vs,DET,4,5,L,OT,36,6,32,8,51,36,58.6,33,30,52.4,21,30
81,202404160FLA,04/16/2024,TOR,@,FLA,2,5,L,,26,16,42,14,44,36,55,32,28,53.3,20,27
82,202404170TBL,04/17/2024,TOR,@,TBL,4,6,L,,38,10,32,8,54,48,52.9,40,37,51.9,19,17
1,202310110VAN,10/11/2023,VAN,vs,EDM,8,1,W,,32,13,27,17,34,38,47.2,27,30,47.4,20,25
2,202310140EDM,10/14/2023,VAN,@,EDM,4,3,W,,16,14,40,6,24,60,28.6,17,42,28.8,23,23
3,202310170PHI,10/17/2023,VAN,@,PHI,0,2,L,,26,22,42,20,47,48,49.5,34,39,46.6,16,17
4,202310190TBL,10/19/2023,VAN,@,TBL,3,4,L,,29,11,36,7,56,38,59.6,32,29,52.5,29,24
5,202310210FLA,10/21/2023,VAN,@,FLA,5,3,W,,31,4,36,6,41,59,41,28,46,37.8,23,22
6,202310240NSH,10/24/2023,VAN,@,NSH,3,2,W,,24,6,18,2,62,31,66.7,39,21,65,21,22
7,202310270VAN,10/27/2023,VAN,vs,STL,5,0,W,,35,10,22,14,55,26,67.9,39,24,61.9,23,17
8,202310280VAN,10/28/2023,VAN,vs,NYR,3,4,L,OT,33,12,24,12,45,28,61.6,32,20,61.5,12,23
9,202310310VAN,10/31/2023,VAN,vs,NSH,5,2,W,,27,8,29,6,42,59,41.6,31,48,39.2,24,16
10,202311020SJS,11/02/2023,VAN,@,SJS,10,1,W,,33,11,31,15,50,50,50,32,37,46.4,23,31
11,202311040VAN,11/04/2023,VAN,vs,DAL,2,0,W,,28,11,27,15,35,42,45.5,27,32,45.8,22,16
12,202311060VAN,11/06/2023,VAN,vs,EDM,6,2,W,,36,8,43,24,44,61,41.9,34,46,42.5,23,34
13,202311090OTT,11/09/2023,VAN,@,OTT,5,2,W,,16,4,30,6,37,47,44,20,33,37.7,16,23
14,202311110TOR,11/11/2023,VAN,@,TOR,2,5,L,,33,14,22,42,47,39,54.7,35,30,53.8,18,17
15,202311120MTL,11/12/2023,VAN,@,MTL,5,2,W,,37,4,32,4,66,54,55,46,37,55.4,19,16
16,202311150VAN,11/15/2023,VAN,vs,NYI,4,3,W,OT,43,4,33,12,66,49,57.4,49,36,57.6,35,23
17,202311160CGY,11/16/2023,VAN,@,CGY,2,5,L,,22,8,39,10,47,75,38.5,31,55,36,30,28
18,202311180VAN,11/18/2023,VAN,vs,SEA,3,4,L,,24,6,26,4,50,41,54.9,34,33,50.7,20,21
19,202311200VAN,11/20/2023,VAN,vs,SJS,3,1,W,,37,17,28,6,59,42,58.4,43,30,58.9,20,16
20,202311220COL,11/22/2023,VAN,@,COL,2,5,L,,29,10,25,21,44,48,47.8,35,27,56.5,25,20
21,202311240SEA,11/24/2023,VAN,@,SEA,5,1,W,,27,13,24,19,45,50,47.4,33,31,51.6,23,22
22,202311250SJS,11/25/2023,VAN,@,SJS,3,4,L,,33,16,22,22,63,44,58.9,43,29,59.7,28,30
23,202311280VAN,11/28/2023,VAN,vs,ANA,3,1,W,,27,8,31,10,51,37,58,36,31,53.7,20,13
24,202311300VAN,11/30/2023,VAN,vs,VEG,1,4,L,,22,6,44,6,46,57,44.7,32,48,40,15,24
25,202312020CGY,12/02/2023,VAN,@,CGY,4,3,W,,22,10,24,8,38,38,50,29,28,50.9,27,18
26,202312050VAN,12/05/2023,VAN,vs,NJD,5,6,L,,33,4,32,8,37,46,44.6,30,33,47.6,24,30
27,202312070VAN,12/07/2023,VAN,vs,MIN,2,0,W,,17,12,26,14,41,57,41.8,28,35,44.4,30,30
28,202312090VAN,12/09/2023,VAN,vs,CAR,4,3,W,,24,10,24,6,27,43,38.6,23,29,44.2,22,20
29,202312120VAN,12/12/2023,VAN,vs,TBL,4,1,W,,22,6,29,4,41,51,44.6,30,35,46.2,20,22
30,202312140VAN,12/14/2023,VAN,vs,FLA,4,0,W,,18,6,36,6,37,60,38.1,27,45,37.5,18,20
31,202312160MIN,12/16/2023,VAN,@,MIN,1,2,L,SO,36,4,31,10,41,45,47.7,32,35,47.8,24,25
32,202312170CHI,12/17/2023,VAN,@,CHI,4,3,W,,27,23,28,13,40,37,51.9,27,29,48.2,16,14
33,202312190NSH,12/19/2023,VAN,@,NSH,5,2,W,,35,4,28,26,43,49,46.7,37,32,53.6,24,20
34,202312210DAL,12/21/2023,VAN,@,DAL,3,4,L,OT,20,6,36,6,46,52,46.9,33,43,43.4,25,23
35,202312230VAN,12/23/2023,VAN,vs,SJS,7,4,W,,26,6,25,8,47,31,60.3,31,24,56.4,28,22
36,202312280VAN,12/28/2023,VAN,vs,PHI,1,4,L,,27,8,25,8,46,35,56.8,29,26,52.7,15,33
37,202401020VAN,01/02/2024,VAN,vs,OTT,6,3,W,,26,2,38,12,58,61,48.7,37,44,45.7,25,26
38,202401040STL,01/04/2024,VAN,@,STL,1,2,L,,26,4,32,2,58,51,53.2,44,41,51.8,15,27
39,202401060NJD,01/06/2024,VAN,@,NJD,6,4,W,,43,4,25,2,72,39,64.9,51,28,64.6,22,32
40,202401080NYR,01/08/2024,VAN,@,NYR,6,3,W,,26,4,42,0,47,56,45.6,38,46,45.2,23,31
41,202401090NYI,01/09/2024,VAN,@,NYI,5,2,W,,34,4,20,8,48,32,60,36,24,60,16,23
42,202401110PIT,01/11/2024,VAN,@,PIT,4,3,W,OT,29,8,35,4,45,57,44.1,37,41,47.4,22,29
43,202401130BUF,01/13/2024,VAN,@,BUF,1,0,W,,23,15,26,13,42,41,50.6,28,26,51.9,24,14
44,202401150CBJ,01/15/2024,VAN,@,CBJ,3,4,L,SO,30,10,43,8,45,55,45,32,47,40.5,17,16
45,202401180VAN,01/18/2024,VAN,vs,ARI,2,1,W,,26,11,21,17,30,34,46.9,24,25,49,26,14
46,202401200VAN,01/20/2024,VAN,vs,TOR,6,4,W,,21,18,46,14,40,60,40,29,46,38.7,14,22
47,202401220VAN,01/22/2024,VAN,vs,CHI,2,0,W,,29,10,31,6,53,37,58.9,43,28,60.6,14,15
48,202401240VAN,01/24/2024,VAN,vs,STL,3,4,L,OT,32,6,18,6,64,37,63.4,43,24,64.2,20,21
49,202401270VAN,01/27/2024,VAN,vs,CBJ,5,4,W,OT,34,19,29,8,54,37,59.3,40,26,60.6,29,12
50,202402060CAR,02/06/2024,VAN,@,CAR,3,2,W,,19,4,24,6,38,59,39.2,28,40,41.2,24,23
51,202402080BOS,02/08/2024,VAN,@,BOS,0,4,L,,17,10,24,10,37,33,52.9,26,28,48.1,26,16
52,202402100DET,02/10/2024,VAN,@,DET,3,4,L,OT,31,34,28,19,42,37,53.2,25,25,50,22,17
53,202402110WSH,02/11/2024,VAN,@,WSH,3,2,W,OT,29,4,33,6,53,65,44.9,32,48,40,20,19
54,202402130CHI,02/13/2024,VAN,@,CHI,4,2,W,,38,13,24,13,53,30,63.9,43,24,64.2,16,18
55,202402150VAN,02/15/2024,VAN,vs,DET,4,1,W,,21,12,28,6,44,42,51.2,30,35,46.2,25,19
56,202402170VAN,02/17/2024,VAN,vs,WPG,2,4,L,,37,25,28,15,52,33,61.2,36,27,57.1,17,23
57,202402190MIN,02/19/2024,VAN,@,MIN,7,10,L,,24,14,27,8,60,45,57.1,35,29,54.7,21,18
58,202402200COL,02/20/2024,VAN,@,COL,1,3,L,,25,6,27,4,43,37,53.8,28,26,51.9,31,16
59,202402220SEA,02/22/2024,VAN,@,SEA,2,5,L,,21,11,31,13,37,49,43,25,38,39.7,24,24
60,202402240VAN,02/24/2024,VAN,vs,BOS,3,2,W,OT,39,8,25,4,78,38,67.2,59,28,67.8,33,25
61,202402270VAN,02/27/2024,VAN,vs,PIT,3,4,L,OT,35,10,40,8,55,47,53.9,41,39,51.3,21,21
62,202402290VAN,02/29/2024,VAN,vs,LAK,1,5,L,,24,6,20,8,54,31,63.5,33,25,56.9,23,23
63,202403030ANA,03/03/2024,VAN,@,ANA,2,1,W,,31,2,18,4,55,44,55.6,36,29,55.4,22,15
64,202403050LAK,03/05/2024,VAN,@,LAK,2,1,W,OT,31,2,24,4,58,43,57.4,39,31,55.7,34,18
65,202403070VEG,03/07/2024,VAN,@,VEG,3,1,W,,35,4,28,8,52,60,46.4,42,44,48.8,28,28
66,202403090VAN,03/09/2024,VAN,vs,WPG,5,0,W,,37,2,22,4,54,37,59.3,46,30,60.5,31,22
67,202403130VAN,03/13/2024,VAN,vs,COL,3,4,L,OT,21,13,34,11,26,65,28.6,23,44,34.3,19,18
68,202403160VAN,03/16/2024,VAN,vs,WSH,1,2,L,,22,2,24,2,64,41,61,37,33,52.9,29,16
69,202403190VAN,03/19/2024,VAN,vs,BUF,3,2,W,,34,10,17,12,48,46,51.1,34,27,55.7,21,18
70,202403210VAN,03/21/2024,VAN,vs,MTL,4,1,W,,25,8,17,10,56,32,63.6,37,22,62.7,17,22
71,202403230VAN,03/23/2024,VAN,vs,CGY,4,2,W,,26,4,24,6,47,54,46.5,39,37,51.3,28,18
72,202403250VAN,03/25/2024,VAN,vs,LAK,2,3,L,,23,4,19,4,52,32,61.9,39,26,60,20,19
73,202403280VAN,03/28/2024,VAN,vs,DAL,1,3,L,,28,12,34,8,52,57,47.7,36,42,46.2,20,14
74,202403310VAN,03/31/2024,VAN,vs,ANA,3,2,W,,30,8,22,12,50,44,53.2,36,34,51.4,29,19
75,202404020VEG,04/02/2024,VAN,@,VEG,3,6,L,,30,21,30,8,50,38,56.8,31,28,52.5,27,19
76,202404030ARI,04/03/2024,VAN,@,ARI,2,1,W,,33,11,21,11,59,45,56.7,49,30,62,30,20
77,202404060LAK,04/06/2024,VAN,@,LAK,3,6,L,,42,18,29,6,61,40,60.4,39,35,52.7,17,24
78,202404080VAN,04/08/2024,VAN,vs,VEG,4,3,W,,30,8,23,6,40,45,47.1,28,28,50,20,20
79,202404100VAN,04/10/2024,VAN,vs,ARI,3,4,L,OT,26,10,18,8,62,30,67.4,43,25,63.2,30,10
80,202404130EDM,04/13/2024,VAN,@,EDM,3,1,W,,27,4,33,4,42,58,42,34,39,46.6,27,22
81,202404160VAN,04/16/2024,VAN,vs,CGY,4,1,W,,31,20,40,20,49,60,45,39,45,46.4,21,26
82,202404180WPG,04/18/2024,VAN,@,WPG,2,4,L,,20,10,26,8,43,35,55.1,24,27,47.1,18,21
1,202310100VEG,10/10/2023,VEG,vs,SEA,4,1,W,,28,21,33,8,44,50,46.8,32,33,49.2,18,16
2,202310120SJS,10/12/2023,VEG,@,SJS,4,1,W,,32,9,23,7,54,39,58.1,35,29,54.7,22,30
3,202310140VEG,10/14/2023,VEG,vs,ANA,4,1,W,,38,17,23,22,54,41,56.8,37,31,54.4,18,23
4,202310170VEG,10/17/2023,VEG,vs,DAL,3,2,W,SO,34,14,26,18,48,52,48,33,34,49.3,29,32
5,202310190WPG,10/19/2023,VEG,@,WPG,5,3,W,,27,4,39,4,52,62,45.6,29,49,37.2,25,18
6,202310210CHI,10/21/2023,VEG,@,CHI,5,3,W,,24,10,24,10,33,33,50,24,21,53.3,26,19
7,202310240VEG,10/24/2023,VEG,vs,PHI,3,2,W,,29,4,28,6,63,56,52.9,34,38,47.2,31,24
8,202310270VEG,10/27/2023,VEG,vs,CHI,3,4,L,OT,21,2,24,8,38,54,41.3,26,38,40.6,28,17
9,202310280LAK,10/28/2023,VEG,@,LAK,4,3,W,SO,30,13,40,11,51,66,43.6,40,48,45.5,18,25
10,202310300VEG,10/30/2023,VEG,vs,MTL,3,2,W,SO,25,8,39,6,44,53,45.4,34,43,44.2,17,29
11,202311020VEG,11/02/2023,VEG,vs,WPG,5,2,W,,26,10,31,10,33,53,38.4,27,38,41.5,23,16
12,202311040VEG,11/04/2023,VEG,vs,COL,7,0,W,,34,12,41,14,36,69,34.3,28,44,38.9,29,30
13,202311050ANA,11/05/2023,VEG,@,ANA,2,4,L,,32,6,23,10,50,48,51,39,34,53.4,18,22
14,202311080VEG,11/08/2023,VEG,vs,LAK,1,4,L,,38,8,33,4,61,58,51.3,44,37,54.3,28,24
15,202311100VEG,11/10/2023,VEG,vs,SJS,5,0,W,,39,10,20,2,64,35,64.6,47,23,67.1,24,28
16,202311140WSH,11/14/2023,VEG,@,WSH,0,3,L,,35,24,31,9,60,43,58.3,45,36,55.6,32,12
17,202311160MTL,11/16/2023,VEG,@,MTL,6,5,W,,42,6,28,14,64,37,63.4,43,28,60.6,24,24
18,202311180PHI,11/18/2023,VEG,@,PHI,3,4,L,OT,31,23,38,10,57,52,52.3,32,34,48.5,20,18
19,202311190PIT,11/19/2023,VEG,@,PIT,0,3,L,,38,4,32,6,63,60,51.2,49,41,54.4,23,37
20,202311220DAL,11/22/2023,VEG,@,DAL,2,1,W,OT,26,6,32,8,31,58,34.8,24,41,36.9,20,27
21,202311250VEG,11/25/2023,VEG,vs,ARI,0,2,L,,34,6,18,12,47,37,56,34,23,59.6,23,14
22,202311270CGY,11/27/2023,VEG,@,CGY,1,2,L,OT,28,6,34,6,44,67,39.6,32,46,41,20,24
23,202311280EDM,11/28/2023,VEG,@,EDM,4,5,L,SO,27,8,34,12,44,54,44.9,26,36,41.9,26,28
24,202311300VAN,11/30/2023,VEG,@,VAN,4,1,W,,44,6,22,6,57,45,55.9,48,32,60,24,15
25,202312020VEG,12/02/2023,VEG,vs,WSH,4,1,W,,36,4,22,10,49,55,47.1,42,34,55.3,16,24
26,202312040VEG,12/04/2023,VEG,vs,STL,1,2,L,OT,34,2,27,6,63,61,50.8,47,39,54.7,23,25
27,202312060STL,12/06/2023,VEG,@,STL,6,3,W,,49,6,29,16,53,42,55.8,43,27,61.4,22,20
28,202312090DAL,12/09/2023,VEG,@,DAL,6,1,W,,27,6,20,4,39,39,50,30,26,53.6,18,19
29,202312100VEG,12/10/2023,VEG,vs,SJS,5,4,W,SO,27,6,38,8,49,54,47.6,33,39,45.8,20,33
30,202312120VEG,12/12/2023,VEG,vs,CGY,5,4,W,OT,39,4,31,8,57,49,53.8,39,34,53.4,18,27
31,202312150VEG,12/15/2023,VEG,vs,BUF,2,5,L,,35,2,27,8,63,45,58.3,45,33,57.7,20,28
32,202312170VEG,12/17/2023,VEG,vs,OTT,6,3,W,,31,10,25,10,44,43,50.6,32,29,52.5,23,14
33,202312190CAR,12/19/2023,VEG,@,CAR,3,6,L,,33,6,39,8,43,61,41.3,33,49,40.2,34,26
34,202312210TBL,12/21/2023,VEG,@,TBL,4,5,L,,34,18,36,18,51,60,45.9,37,38,49.3,24,21
35,202312230FLA,12/23/2023,VEG,@,FLA,2,4,L,,25,39,42,41,31,61,33.7,23,41,35.9,27,25
36,202312270ANA,12/27/2023,VEG,@,ANA,2,5,L,,32,2,26,10,58,42,58,34,34,50,19,16
37,202312280VEG,12/28/2023,VEG,vs,LAK,3,2,W,,32,4,34,0,47,84,35.9,37,55,40.2,23,33
38,202401010SEA,01/01/2024,VEG,@,SEA,0,3,L,,35,4,27,2,65,59,52.4,45,39,53.6,28,27
39,202401040VEG,01/04/2024,VEG,vs,FLA,1,4,L,,27,16,36,16,39,43,47.6,30,32,48.4,19,29
40,202401060VEG,01/06/2024,VEG,vs,NYI,5,2,W,,30,4,29,2,58,50,53.7,40,34,54.1,23,27
41,202401100COL,01/10/2024,VEG,@,COL,0,3,L,,25,8,35,8,43,55,43.9,28,36,43.8,20,18
42,202401110VEG,01/11/2024,VEG,vs,BOS,2,1,W,OT,25,6,33,10,42,56,42.9,22,40,35.5,18,18
43,202401130VEG,01/13/2024,VEG,vs,CGY,1,3,L,,32,4,26,4,78,50,60.9,52,36,59.1,28,30
44,202401150VEG,01/15/2024,VEG,vs,NSH,4,1,W,,29,8,35,4,64,61,51.2,39,43,47.6,25,16
45,202401180VEG,01/18/2024,VEG,vs,NYR,5,1,W,,26,6,30,6,36,58,38.3,23,39,37.1,20,17
46,202401200VEG,01/20/2024,VEG,vs,PIT,3,2,W,,29,2,25,8,48,49,49.5,38,32,54.3,23,28
47,202401220NJD,01/22/2024,VEG,@,NJD,5,6,L,OT,32,6,38,2,53,60,46.9,40,47,46,27,22
48,202401230NYI,01/23/2024,VEG,@,NYI,3,2,W,,27,6,42,6,33,66,33.3,27,52,34.2,20,22
49,202401260NYR,01/26/2024,VEG,@,NYR,5,2,W,,20,4,38,4,41,71,36.6,31,49,38.8,24,26
50,202401270DET,01/27/2024,VEG,@,DET,2,5,L,,30,4,29,4,42,44,48.8,33,34,49.3,23,20
51,202402060VEG,02/06/2024,VEG,vs,EDM,3,1,W,,26,2,31,4,47,72,39.5,29,47,38.2,22,26
52,202402080ARI,02/08/2024,VEG,@,ARI,3,2,W,,34,2,22,2,56,64,46.7,39,44,47,18,26
53,202402120VEG,02/12/2024,VEG,vs,MIN,3,5,L,,30,6,29,10,36,49,42.4,26,34,43.3,18,25
54,202402170VEG,02/17/2024,VEG,vs,CAR,1,3,L,,30,0,28,4,54,58,48.2,40,40,50,29,25
55,202402190SJS,02/19/2024,VEG,@,SJS,4,0,W,,26,2,29,30,48,58,45.3,31,33,48.4,18,15
56,202402200VEG,02/20/2024,VEG,vs,NSH,3,5,L,,26,8,40,8,29,65,30.9,22,49,31,22,25
57,202402220VEG,02/22/2024,VEG,vs,TOR,3,7,L,,26,4,42,2,57,72,44.2,35,53,39.8,25,20
58,202402240OTT,02/24/2024,VEG,@,OTT,3,4,L,SO,29,8,33,6,59,62,48.8,39,44,47,17,27
59,202402270TOR,02/27/2024,VEG,@,TOR,6,2,W,,32,2,30,8,49,63,43.8,36,41,46.8,21,24
60,202402290BOS,02/29/2024,VEG,@,BOS,4,5,L,,36,4,32,4,62,53,53.9,47,35,57.3,31,26
61,202403020BUF,03/02/2024,VEG,@,BUF,2,7,L,,24,7,35,9,41,77,34.7,31,51,37.8,30,26
62,202403040CBJ,03/04/2024,VEG,@,CBJ,3,6,L,,39,4,33,2,65,50,56.5,50,35,58.8,32,26
63,202403070VEG,03/07/2024,VEG,vs,VAN,1,3,L,,28,8,35,4,61,52,54,44,42,51.2,28,28
64,202403090VEG,03/09/2024,VEG,vs,DET,5,3,W,,36,8,26,6,66,43,60.6,42,28,60,18,25
65,202403120SEA,03/12/2024,VEG,@,SEA,5,4,W,OT,34,4,30,6,64,58,52.5,41,37,52.6,24,20
66,202403140CGY,03/14/2024,VEG,@,CGY,1,4,L,,29,4,37,6,52,64,44.8,28,45,38.4,27,29
67,202403170VEG,03/17/2024,VEG,vs,NJD,3,1,W,,37,4,21,4,56,51,52.3,40,32,55.6,20,26
68,202403190VEG,03/19/2024,VEG,vs,TBL,3,5,L,,27,8,21,6,50,30,62.5,36,21,63.2,17,15
69,202403210VEG,03/21/2024,VEG,vs,SEA,3,1,W,,37,6,22,10,50,41,54.9,42,20,67.7,24,17
70,202403230VEG,03/23/2024,VEG,vs,CBJ,4,2,W,,47,2,22,4,83,40,67.5,60,29,67.4,21,25
71,202403250STL,03/25/2024,VEG,@,STL,2,1,W,OT,34,9,32,9,54,47,53.5,38,33,53.5,22,24
72,202403260NSH,03/26/2024,VEG,@,NSH,4,5,L,OT,35,4,35,4,61,60,50.4,41,44,48.2,26,23
73,202403280WPG,03/28/2024,VEG,@,WPG,4,1,W,,27,22,40,24,42,58,42,36,43,45.6,27,22
74,202403300MIN,03/30/2024,VEG,@,MIN,2,1,W,OT,31,15,33,16,52,47,52.5,32,36,47.1,17,26
75,202404020VEG,04/02/2024,VEG,vs,VAN,6,3,W,,30,8,30,21,39,50,43.8,28,31,47.5,19,27
76,202404050ARI,04/05/2024,VEG,@,ARI,4,7,L,,24,4,32,8,40,58,40.8,30,39,43.5,26,28
77,202404080VAN,04/08/2024,VEG,@,VAN,3,4,L,,23,6,30,8,46,39,54.1,28,28,50,20,20
78,202404100EDM,04/10/2024,VEG,@,EDM,1,5,L,,18,6,25,0,54,51,51.4,35,38,47.9,22,23
79,202404120VEG,04/12/2024,VEG,vs,MIN,7,2,W,,30,6,27,8,48,44,52.2,36,28,56.3,18,17
80,202404140VEG,04/14/2024,VEG,vs,COL,4,3,W,OT,30,4,24,8,53,39,57.6,36,30,54.5,37,13
81,202404160VEG,04/16/2024,VEG,vs,CHI,3,1,W,,37,2,23,2,65,43,60.2,46,32,59,37,17
82,202404180VEG,04/18/2024,VEG,vs,ANA,1,4,L,,33,2,23,6,54,40,57.4,35,27,56.5,23,14
1,202310110CGY,10/11/2023,WPG,@,CGY,3,5,L,,37,6,22,8,61,33,64.9,38,20,65.5,22,38
2,202310140WPG,10/14/2023,WPG,vs,FLA,6,4,W,,35,21,33,19,44,35,55.7,36,27,57.1,29,21
3,202310170WPG,10/17/2023,WPG,vs,LAK,1,5,L,,27,29,29,17,42,42,50,26,35,42.6,17,18
4,202310190WPG,10/19/2023,WPG,vs,VEG,3,5,L,,39,4,27,4,64,50,56.1,49,29,62.8,18,25
5,202310210EDM,10/21/2023,WPG,@,EDM,3,2,W,OT,27,15,40,17,36,54,40,25,46,35.2,25,25
6,202310240WPG,10/24/2023,WPG,vs,STL,4,2,W,,30,8,20,6,52,31,62.7,35,23,60.3,16,29
7,202310260DET,10/26/2023,WPG,@,DET,4,1,W,,29,4,36,6,44,57,43.6,32,41,43.8,23,22
8,202310280MTL,10/28/2023,WPG,@,MTL,3,4,L,SO,45,9,29,13,68,43,61.3,54,33,62.1,29,17
9,202310300WPG,10/30/2023,WPG,vs,NYR,2,3,L,OT,29,6,26,6,57,37,60.6,37,27,57.8,21,24
10,202311020VEG,11/02/2023,WPG,@,VEG,2,5,L,,31,10,26,10,55,33,62.5,38,27,58.5,16,23
11,202311040ARI,11/04/2023,WPG,@,ARI,5,3,W,,27,6,25,6,56,36,60.9,35,26,57.4,22,18
12,202311070STL,11/07/2023,WPG,@,STL,5,2,W,,37,4,22,8,54,36,60,43,29,59.7,24,22
13,202311090WPG,11/09/2023,WPG,vs,NSH,6,3,W,,37,20,23,28,41,36,53.2,29,27,51.8,18,25
14,202311110WPG,11/11/2023,WPG,vs,DAL,2,3,L,,33,8,29,6,52,37,58.4,35,26,57.4,19,33
15,202311140WPG,11/14/2023,WPG,vs,NJD,6,3,W,,31,19,34,17,40,54,42.6,32,38,45.7,23,23
16,202311170WPG,11/17/2023,WPG,vs,BUF,3,2,W,,18,4,28,8,34,55,38.2,24,39,38.1,20,18
17,202311180WPG,11/18/2023,WPG,vs,ARI,5,2,W,,26,9,18,7,39,41,48.8,33,25,56.9,27,28
18,202311220TBL,11/22/2023,WPG,@,TBL,3,2,W,OT,32,2,33,4,47,67,41.2,36,46,43.9,18,20
19,202311240FLA,11/24/2023,WPG,@,FLA,3,0,W,,31,15,33,25,48,59,44.9,40,38,51.3,19,29
20,202311260NSH,11/26/2023,WPG,@,NSH,2,3,L,,34,4,26,4,53,45,54.1,39,35,52.7,33,31
21,202311280WPG,11/28/2023,WPG,vs,DAL,0,2,L,,27,4,21,8,44,44,50,31,30,50.8,18,18
22,202311300WPG,11/30/2023,WPG,vs,EDM,1,3,L,,26,4,39,6,33,71,31.7,26,54,32.5,13,41
23,202312020WPG,12/02/2023,WPG,vs,CHI,3,1,W,,28,4,21,8,56,41,57.7,40,29,58,23,19
24,202312040WPG,12/04/2023,WPG,vs,CAR,2,1,W,,22,6,43,2,42,74,36.2,31,59,34.4,22,23
25,202312070COL,12/07/2023,WPG,@,COL,4,2,W,,28,8,34,2,50,47,51.5,37,39,48.7,18,19
26,202312100ANA,12/10/2023,WPG,@,ANA,4,2,W,,31,9,26,28,44,41,51.8,33,30,52.4,22,19
27,202312120SJS,12/12/2023,WPG,@,SJS,1,2,L,,37,6,32,10,56,45,55.4,42,38,52.5,23,21
28,202312130LAK,12/13/2023,WPG,@,LAK,5,2,W,,29,8,34,4,48,55,46.6,42,36,53.8,13,26
29,202312160WPG,12/16/2023,WPG,vs,COL,6,2,W,,25,8,32,4,50,41,54.9,35,28,55.6,15,25
30,202312180WPG,12/18/2023,WPG,vs,MTL,2,3,L,OT,32,8,26,6,65,37,63.7,42,27,60.9,20,21
31,202312200WPG,12/20/2023,WPG,vs,DET,5,2,W,,41,4,28,0,66,58,53.2,55,39,58.5,34,24
32,202312220WPG,12/22/2023,WPG,vs,BOS,5,1,W,,33,4,25,6,57,50,53.3,37,39,48.7,33,26
33,202312270CHI,12/27/2023,WPG,@,CHI,1,2,L,OT,38,4,25,8,79,40,66.4,58,29,66.7,20,24
34,202312300WPG,12/30/2023,WPG,vs,MIN,4,2,W,,32,17,36,15,46,40,53.5,34,27,55.7,20,15
35,202312310MIN,12/31/2023,WPG,@,MIN,3,2,W,,29,7,26,11,49,58,45.8,32,32,50,19,29
36,202401020WPG,01/02/2024,WPG,vs,TBL,4,2,W,,28,6,34,6,45,59,43.3,34,42,44.7,16,20
37,202401040SJS,01/04/2024,WPG,@,SJS,2,1,W,,30,4,28,2,60,48,55.6,39,35,52.7,13,28
38,202401050ANA,01/05/2024,WPG,@,ANA,3,1,W,,27,6,38,4,56,67,45.5,38,51,42.7,21,30
39,202401070ARI,01/07/2024,WPG,@,ARI,6,2,W,,36,9,17,13,56,41,57.7,41,30,57.7,28,22
40,202401090WPG,01/09/2024,WPG,vs,CBJ,5,0,W,,23,8,29,8,53,53,50,32,35,47.8,23,20
41,202401110WPG,01/11/2024,WPG,vs,CHI,2,1,W,,28,4,21,8,59,44,57.3,37,25,59.7,17,19
42,202401130WPG,01/13/2024,WPG,vs,PHI,0,2,L,,35,4,36,6,72,54,57.1,52,45,53.6,23,29
43,202401160WPG,01/16/2024,WPG,vs,NYI,4,2,W,,44,4,37,10,51,54,48.6,43,43,50,25,21
44,202401200OTT,01/20/2024,WPG,@,OTT,2,1,W,OT,29,13,35,13,43,49,46.7,30,37,44.8,20,18
45,202401220BOS,01/22/2024,WPG,@,BOS,1,4,L,,21,6,21,6,42,36,53.8,31,28,52.5,21,20
46,202401240TOR,01/24/2024,WPG,@,TOR,0,1,L,OT,32,10,30,4,61,37,62.2,43,29,59.7,13,27
47,202401270WPG,01/27/2024,WPG,vs,TOR,2,4,L,,26,12,30,14,50,41,54.9,40,34,54.1,14,20
48,202402060PIT,02/06/2024,WPG,@,PIT,0,3,L,,23,15,27,4,54,41,56.8,34,30,53.1,17,23
49,202402080PHI,02/08/2024,WPG,@,PHI,1,4,L,,29,13,21,11,57,34,62.6,36,20,64.3,14,24
50,202402100WPG,02/10/2024,WPG,vs,PIT,2,1,W,,31,6,36,2,56,53,51.4,38,44,46.3,14,21
51,202402140WPG,02/14/2024,WPG,vs,SJS,1,0,W,,39,2,17,4,79,39,66.9,56,25,69.1,30,14
52,202402170VAN,02/17/2024,WPG,@,VAN,4,2,W,,28,15,37,25,33,51,39.3,27,36,42.9,23,17
53,202402190CGY,02/19/2024,WPG,@,CGY,3,6,L,,31,4,34,6,42,61,40.8,32,45,41.6,27,18
54,202402200WPG,02/20/2024,WPG,vs,MIN,6,3,W,,30,18,39,18,52,58,47.3,39,48,44.8,20,27
55,202402230CHI,02/23/2024,WPG,@,CHI,3,2,W,OT,31,6,35,6,46,61,43,36,43,45.6,24,18
