Game_ID,Home Team,Away Team,Period,Time,Team,Info,Scorer,Scorer_ID,Assist1,Assist1_ID,Assist2,Assist2_ID
202403050WPG,WPG,SEA,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202403050WPG,WPG,SEA,2nd Period,8:07,WPG,--,Kyle Connor,connoky01,Mark Scheifele,scheima01,Vladislav Namestnikov,namesvl01
202403050WPG,WPG,SEA,2nd Period,17:56,SEA,SH,Jared McCann,mccanja01,Yanni Gourde,gourdya01,Jamie Oleksiak,oleksja01
202403050WPG,WPG,SEA,2nd Period,19:51,WPG,--,Adam Lowry,lowryad01,Mason Appleton,applema01,Dylan Samberg,sambedy01
202403050WPG,WPG,SEA,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202403050WPG,WPG,SEA,3rd Period,1:17,WPG,--,Nino Niederreiter,niedeni01,Mason Appleton,applema01,Adam Lowry,lowryad01
202403050WPG,WPG,SEA,3rd Period,1:42,SEA,--,Tomáš Tatar,tatarto01,Matthew Beniers,beniema01,Jordan Eberle,eberljo01
202403050WPG,WPG,SEA,3rd Period,17:21,SEA,PP,André Burakovsky,burakan01,Ryker Evans,evansry01,Jared McCann,mccanja01
202403110WPG,WPG,WSH,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202403110WPG,WPG,WSH,1st Period,10:05,WPG,--,Neal Pionk,pionkne01,Mason Appleton,applema01,Adam Lowry,lowryad01
202403110WPG,WPG,WSH,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202403110WPG,WPG,WSH,2nd Period,8:16,WPG,--,Alex Iafallo,iafalal01,Josh Morrissey,morrijo04,Dylan DeMelo,demeldy01
202403110WPG,WPG,WSH,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202403110WPG,WPG,WSH,3rd Period,10:00,WPG,--,Kyle Connor,connoky01,Mark Scheifele,scheima01,Nikolaj Ehlers,ehlerni01
202403130WPG,WPG,NSH,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202403130WPG,WPG,NSH,1st Period,6:38,NSH,--,Gustav Nyquist,nyquigu01,Roman Josi,josiro01,Juuse Saros,sarosju01
202403130WPG,WPG,NSH,1st Period,14:32,NSH,--,Kiefer Sherwood,sherwki01,Roman Josi,josiro01,Cole Smith,smithco02
202403130WPG,WPG,NSH,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202403130WPG,WPG,NSH,3rd Period,1:29,NSH,--,Filip Forsberg,forsbfi01,Gustav Nyquist,nyquigu01,Ryan McDonagh,mcdonry01
202403130WPG,WPG,NSH,3rd Period,1:51,NSH,--,Jason Zucker,zuckeja01,Colton Sissons,sissoco01,Colton Sissons,sissoco01
202403130WPG,WPG,NSH,3rd Period,13:12,WPG,--,Alex Iafallo,iafalal01,Brenden Dillon,dillobr01,Vladislav Namestnikov,namesvl01
202403130WPG,WPG,NSH,3rd Period,19:49,WPG,PP,Mason Appleton,applema01,Colin Miller,milleco02,Dylan Samberg,sambedy01
202403150WPG,WPG,ANA,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202403150WPG,WPG,ANA,1st Period,16:20,WPG,--,Kyle Connor,connoky01,Dylan DeMelo,demeldy01,Josh Morrissey,morrijo04
202403150WPG,WPG,ANA,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202403150WPG,WPG,ANA,2nd Period,7:47,WPG,PP,Nate Schmidt,schmina01,Nikolaj Ehlers,ehlerni01,Neal Pionk,pionkne01
202403150WPG,WPG,ANA,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202403150WPG,WPG,ANA,3rd Period,4:59,WPG,--,Dylan DeMelo,demeldy01,Nikolaj Ehlers,ehlerni01,Brenden Dillon,dillobr01
202403150WPG,WPG,ANA,3rd Period,8:07,WPG,--,Tyler Toffoli,toffoty01,Sean Monahan,monahse01,Sean Monahan,monahse01
202403150WPG,WPG,ANA,3rd Period,11:05,WPG,PP,Tyler Toffoli,toffoty01,Mark Scheifele,scheima01,Josh Morrissey,morrijo04
202403150WPG,WPG,ANA,3rd Period,19:54,WPG,PP,Mason Appleton,applema01,Adam Lowry,lowryad01,Josh Morrissey,morrijo04
202403260WPG,WPG,EDM,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202403260WPG,WPG,EDM,1st Period,4:43,WPG,--,Mason Appleton,applema01,Kyle Connor,connoky01,Adam Lowry,lowryad01
202403260WPG,WPG,EDM,1st Period,11:46,EDM,--,Leon Draisaitl,draisle01,Warren Foegele,foegewa01,Connor McDavid,mcdavco01
202403260WPG,WPG,EDM,1st Period,13:29,EDM,--,Connor Brown,brownco02,Mattias Ekholm,ekholma01,Cody Ceci,cecico01
202403260WPG,WPG,EDM,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202403260WPG,WPG,EDM,3rd Period,6:10,EDM,PP,Ryan Nugent-Hopkins,nugenry01,Connor McDavid,mcdavco01,Connor McDavid,mcdavco01
202403260WPG,WPG,EDM,3rd Period,9:39,WPG,--,Brenden Dillon,dillobr01,Mark Scheifele,scheima01,Neal Pionk,pionkne01
202403260WPG,WPG,EDM,3rd Period,10:39,WPG,--,Sean Monahan,monahse01,Nikolaj Ehlers,ehlerni01,Neal Pionk,pionkne01
202403260WPG,WPG,EDM,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period
202403260WPG,WPG,EDM,1st OT Period,1:22,EDM,--,Zach Hyman,hymanza01,Ryan Nugent-Hopkins,nugenry01,Ryan Nugent-Hopkins,nugenry01
202403280WPG,WPG,VEG,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202403280WPG,WPG,VEG,1st Period,15:56,VEG,--,Pavel Dorofeyev,dorofpa01,William Karlsson,karlswi01,William Karlsson,karlswi01
202403280WPG,WPG,VEG,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202403280WPG,WPG,VEG,2nd Period,3:31,WPG,--,Sean Monahan,monahse01,Nikolaj Ehlers,ehlerni01,Dylan DeMelo,demeldy01
202403280WPG,WPG,VEG,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202403280WPG,WPG,VEG,3rd Period,14:31,VEG,--,Ivan Barbashev,barbaiv01,Anthony Mantha,manthan01,Zach Whitecloud,whiteza01
202403280WPG,WPG,VEG,3rd Period,18:15,VEG,EN,Ivan Barbashev,barbaiv01,--,--,--,--
202403280WPG,WPG,VEG,3rd Period,19:26,VEG,EN,Jack Eichel,eicheja01,William Karlsson,karlswi01,William Karlsson,karlswi01
202403300WPG,WPG,OTT,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202403300WPG,WPG,OTT,1st Period,1:58,WPG,--,Nikolaj Ehlers,ehlerni01,Sean Monahan,monahse01,Dylan DeMelo,demeldy01
202403300WPG,WPG,OTT,1st Period,3:39,OTT,--,Boris Katchouk,katchbo01,Erik Brännström,branner01,Mark Kastelic,kastema01
202403300WPG,WPG,OTT,1st Period,13:25,OTT,--,Ridly Greig,greigri01,Brady Tkachuk,tkachbr01,Drake Batherson,bathedr01
202403300WPG,WPG,OTT,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202403300WPG,WPG,OTT,3rd Period,9:48,WPG,PP,Mark Scheifele,scheima01,Kyle Connor,connoky01,Josh Morrissey,morrijo04
202403300WPG,WPG,OTT,3rd Period,18:15,OTT,PP,Brady Tkachuk,tkachbr01,Tim Stützle,stuetti02,Jake Sanderson,sandeja01
202404010WPG,WPG,LAK,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202404010WPG,WPG,LAK,1st Period,11:14,WPG,--,Cole Perfetti,perfeco01,Dylan DeMelo,demeldy01,Kyle Connor,connoky01
202404010WPG,WPG,LAK,1st Period,12:30,LAK,--,Viktor Arvidsson,arvidvi01,Trevor Moore,mooretr01,Drew Doughty,doughdr01
202404010WPG,WPG,LAK,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202404010WPG,WPG,LAK,2nd Period,5:48,LAK,--,Kevin Fiala,fialake01,Vladislav Gavrikov,gavrivl01,Vladislav Gavrikov,gavrivl01
202404010WPG,WPG,LAK,2nd Period,11:49,WPG,--,Sean Monahan,monahse01,Josh Morrissey,morrijo04,Kyle Connor,connoky01
202404010WPG,WPG,LAK,2nd Period,13:56,LAK,--,Anže Kopitar,kopitan01,Adrian Kempe,kempead01,Vladislav Gavrikov,gavrivl01
202404010WPG,WPG,LAK,2nd Period,16:47,WPG,--,Josh Morrissey,morrijo04,Cole Perfetti,perfeco01,Kyle Connor,connoky01
202404010WPG,WPG,LAK,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202404010WPG,WPG,LAK,3rd Period,13:05,WPG,--,Cole Perfetti,perfeco01,Neal Pionk,pionkne01,Nate Schmidt,schmina01
202404040WPG,WPG,CGY,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202404040WPG,WPG,CGY,1st Period,4:35,CGY,PP,MacKenzie Weegar,weegama01,Jonathan Huberdeau,huberjo01,Andrei Kuzmenko,kuzmean01
202404040WPG,WPG,CGY,1st Period,12:59,WPG,PP,Gabriel Vilardi,vilarga01,Kyle Connor,connoky01,Josh Morrissey,morrijo04
202404040WPG,WPG,CGY,1st Period,14:56,WPG,--,Nikolaj Ehlers,ehlerni01,Cole Perfetti,perfeco01,Cole Perfetti,perfeco01
202404040WPG,WPG,CGY,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202404040WPG,WPG,CGY,2nd Period,10:34,CGY,--,Daniil Miromanov,miromda01,MacKenzie Weegar,weegama01,MacKenzie Weegar,weegama01
202404040WPG,WPG,CGY,2nd Period,15:35,WPG,PP,Tyler Toffoli,toffoty01,Vladislav Namestnikov,namesvl01,Nikolaj Ehlers,ehlerni01
202404040WPG,WPG,CGY,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202404040WPG,WPG,CGY,3rd Period,8:44,WPG,--,Gabriel Vilardi,vilarga01,Josh Morrissey,morrijo04,Neal Pionk,pionkne01
202404040WPG,WPG,CGY,3rd Period,18:56,WPG,EN,Gabriel Vilardi,vilarga01,Sean Monahan,monahse01,Mark Scheifele,scheima01
202404160WPG,WPG,SEA,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202404160WPG,WPG,SEA,1st Period,10:33,WPG,--,Kyle Connor,connoky01,Mark Scheifele,scheima01,Josh Morrissey,morrijo04
202404160WPG,WPG,SEA,1st Period,18:38,SEA,--,Tomáš Tatar,tatarto01,Pierre-Édouard Bellemare,bellepi01,Pierre-Édouard Bellemare,bellepi01
202404160WPG,WPG,SEA,1st Period,19:54,WPG,--,Kyle Connor,connoky01,Josh Morrissey,morrijo04,Mark Scheifele,scheima01
202404160WPG,WPG,SEA,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202404160WPG,WPG,SEA,2nd Period,2:30,WPG,--,Nikolaj Ehlers,ehlerni01,Tyler Toffoli,toffoty01,Neal Pionk,pionkne01
202404160WPG,WPG,SEA,2nd Period,5:11,SEA,--,Yanni Gourde,gourdya01,Ryker Evans,evansry01,Brandon Tanev,tanevbr01
202404160WPG,WPG,SEA,2nd Period,18:13,SEA,--,Tye Kartye,kartyty01,Yanni Gourde,gourdya01,Yanni Gourde,gourdya01
202404160WPG,WPG,SEA,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202404160WPG,WPG,SEA,3rd Period,11:40,WPG,PP,Tyler Toffoli,toffoty01,Nikolaj Ehlers,ehlerni01,Neal Pionk,pionkne01
202404180WPG,WPG,VAN,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202404180WPG,WPG,VAN,1st Period,5:22,VAN,--,Conor Garland,garlaco01,--,--,--,--
202404180WPG,WPG,VAN,1st Period,11:26,WPG,--,Gabriel Vilardi,vilarga01,Alex Iafallo,iafalal01,Brad Lambert,lambebr01
202404180WPG,WPG,VAN,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202404180WPG,WPG,VAN,2nd Period,0:55,WPG,--,Cole Perfetti,perfeco01,Mason Appleton,applema01,Nate Schmidt,schmina01
202404180WPG,WPG,VAN,2nd Period,17:11,VAN,PP,Elias Lindholm,lindhel01,Quinn Hughes,hughequ01,Conor Garland,garlaco01
202404180WPG,WPG,VAN,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202404180WPG,WPG,VAN,3rd Period,5:18,WPG,--,Nikita Chibrikov,chibrni01,Nino Niederreiter,niedeni01,Nino Niederreiter,niedeni01
202404180WPG,WPG,VAN,3rd Period,17:55,WPG,EN,Cole Perfetti,perfeco01,--,--,--,--
202310130WSH,WSH,PIT,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202310130WSH,WSH,PIT,1st Period,4:07,PIT,--,Evgeni Malkin,malkiev01,Rickard Rakell,rakelri01,Erik Karlsson,karlser01
202310130WSH,WSH,PIT,1st Period,5:51,PIT,PP,Sidney Crosby,crosbsi01,Jake Guentzel,guentja01,Evgeni Malkin,malkiev01
202310130WSH,WSH,PIT,1st Period,11:46,PIT,PP,Sidney Crosby,crosbsi01,Evgeni Malkin,malkiev01,Jake Guentzel,guentja01
202310130WSH,WSH,PIT,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202310130WSH,WSH,PIT,3rd Period,16:57,PIT,--,Reilly Smith,smithre01,Evgeni Malkin,malkiev01,Evgeni Malkin,malkiev01
202310160WSH,WSH,CGY,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202310160WSH,WSH,CGY,1st Period,4:47,CGY,--,Adam Ružička,ruzicad01,Noah Hanifin,hanifno01,Dillon Dubé,dubedi01
202310160WSH,WSH,CGY,1st Period,17:12,CGY,PP,Dillon Dubé,dubedi01,Noah Hanifin,hanifno01,Adam Ružička,ruzicad01
202310160WSH,WSH,CGY,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202310160WSH,WSH,CGY,2nd Period,6:50,WSH,--,Matthew Phillips,phillma01,Sonny Milano,milanso01,Sonny Milano,milanso01
202310160WSH,WSH,CGY,2nd Period,9:54,WSH,--,Connor McMichael,mcmicco01,Matthew Phillips,phillma01,John Carlson,carlsjo01
202310240WSH,WSH,TOR,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202310240WSH,WSH,TOR,1st Period,12:53,TOR,PP,Morgan Rielly,riellmo01,Timothy Liljegren,liljeti01,Max Domi,domima01
202310240WSH,WSH,TOR,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202310240WSH,WSH,TOR,2nd Period,5:41,TOR,--,John Tavares,tavarjo01,Morgan Rielly,riellmo01,Tyler Bertuzzi,bertuty01
202310240WSH,WSH,TOR,2nd Period,6:29,TOR,--,William Nylander,nylanwi01,Auston Matthews,matthau01,Auston Matthews,matthau01
202310240WSH,WSH,TOR,2nd Period,15:07,TOR,PP,Auston Matthews,matthau01,Mitch Marner,marnemi01,John Klingberg,klingjo01
202310240WSH,WSH,TOR,2nd Period,19:49,WSH,PP,Alex Ovechkin,ovechal01,John Carlson,carlsjo01,Tom Wilson,wilsoto01
202310270WSH,WSH,MIN,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202310270WSH,WSH,MIN,1st Period,2:17,MIN,--,Marco Rossi,rossima01,Marcus Foligno,foligma01,Marcus Johansson,johanma03
202310270WSH,WSH,MIN,1st Period,9:49,WSH,SH,Tom Wilson,wilsoto01,Connor McMichael,mcmicco01,Trevor van Riemsdyk,vanritr01
202310270WSH,WSH,MIN,1st Period,17:14,WSH,PP,Dylan Strome,stromdy01,Alex Ovechkin,ovechal01,Evgeny Kuznetsov,kuzneev01
202310270WSH,WSH,MIN,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202310270WSH,WSH,MIN,3rd Period,1:16,MIN,--,Ryan Hartman,hartmry01,--,--,--,--
202310290WSH,WSH,SJS,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202310290WSH,WSH,SJS,1st Period,11:40,SJS,--,Luke Kunin,kuninlu01,Ty Emberson,emberty01,Mario Ferraro,ferrama01
202310290WSH,WSH,SJS,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202310290WSH,WSH,SJS,3rd Period,2:18,WSH,--,Dylan Strome,stromdy01,Nick Jensen,jenseni02,Hardy Haman Aktell,hamanha01
202310290WSH,WSH,SJS,3rd Period,15:15,WSH,--,Tom Wilson,wilsoto01,Alex Ovechkin,ovechal01,John Carlson,carlsjo01
202310290WSH,WSH,SJS,3rd Period,19:02,WSH,EN,Evgeny Kuznetsov,kuzneev01,Alex Ovechkin,ovechal01,John Carlson,carlsjo01
202311020WSH,WSH,NYI,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202311020WSH,WSH,NYI,1st Period,0:22,NYI,--,Ryan Pulock,pulocry01,Brock Nelson,nelsobr01,Kyle Palmieri,palmiky01
202311020WSH,WSH,NYI,1st Period,10:41,NYI,--,Simon Holmström,holmssi01,Hudson Fasching,faschhu01,Jean-Gabriel Pageau,pageaje01
202311020WSH,WSH,NYI,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202311020WSH,WSH,NYI,2nd Period,11:15,NYI,--,Brock Nelson,nelsobr01,Pierre Engvall,engvapi01,Scott Mayfield,mayfisc01
202311040WSH,WSH,CBJ,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202311040WSH,WSH,CBJ,1st Period,12:21,WSH,--,Tom Wilson,wilsoto01,--,--,--,--
202311040WSH,WSH,CBJ,1st Period,17:21,WSH,--,Sonny Milano,milanso01,Nick Jensen,jenseni02,Rasmus Sandin,sandira01
202311040WSH,WSH,CBJ,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202311040WSH,WSH,CBJ,2nd Period,1:38,CBJ,--,Dmitri Voronkov,vorondi01,Kirill Marchenko,marchki01,David Jiříček,jiricda01
202311080WSH,WSH,FLA,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202311080WSH,WSH,FLA,1st Period,10:42,WSH,--,Anthony Mantha,manthan01,Aliaksei Protas,protaal01,Darcy Kuemper,kuempda01
202311080WSH,WSH,FLA,1st Period,12:49,FLA,--,Oliver Ekman-Larsson,ekmanol01,Matthew Tkachuk,tkachma01,Anton Lundell,lundean01
202311080WSH,WSH,FLA,1st Period,16:45,FLA,--,Aleksander Barkov,barkoal01,Sam Reinhart,reinhsa01,Sam Reinhart,reinhsa01
202311080WSH,WSH,FLA,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202311080WSH,WSH,FLA,2nd Period,6:13,WSH,SH,Connor McMichael,mcmicco01,Aliaksei Protas,protaal01,Martin Fehérváry,feherma01
202311080WSH,WSH,FLA,2nd Period,15:51,WSH,--,Anthony Mantha,manthan01,Connor McMichael,mcmicco01,Connor McMichael,mcmicco01
202311080WSH,WSH,FLA,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202311080WSH,WSH,FLA,3rd Period,3:33,FLA,--,Evan Rodrigues,rodriev01,Gustav Forsling,forslgu02,Oliver Ekman-Larsson,ekmanol01
202311080WSH,WSH,FLA,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period
202311080WSH,WSH,FLA,1st OT Period,0:15,FLA,--,Sam Reinhart,reinhsa01,Aleksander Barkov,barkoal01,Evan Rodrigues,rodriev01
202311140WSH,WSH,VEG,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202311140WSH,WSH,VEG,1st Period,16:39,WSH,--,Dylan Strome,stromdy01,Sonny Milano,milanso01,Sonny Milano,milanso01
202311140WSH,WSH,VEG,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202311140WSH,WSH,VEG,3rd Period,19:11,WSH,EN,Connor McMichael,mcmicco01,John Carlson,carlsjo01,Rasmus Sandin,sandira01
202311140WSH,WSH,VEG,3rd Period,19:27,WSH,--,Beck Malenstyn,malenbe01,--,--,--,--
202311180WSH,WSH,CBJ,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202311180WSH,WSH,CBJ,1st Period,3:27,CBJ,--,Johnny Gaudreau,gaudrjo01,Boone Jenner,jennebo01,Damon Severson,severda01
202311180WSH,WSH,CBJ,1st Period,5:05,WSH,--,Sonny Milano,milanso01,Aliaksei Protas,protaal01,Hendrix Lapierre,lapiehe01
202311180WSH,WSH,CBJ,1st Period,13:16,WSH,--,Aliaksei Protas,protaal01,Trevor van Riemsdyk,vanritr01,Hendrix Lapierre,lapiehe01
202311180WSH,WSH,CBJ,1st Period,15:47,WSH,--,Alex Ovechkin,ovechal01,Dylan Strome,stromdy01,Dylan Strome,stromdy01
202311180WSH,WSH,CBJ,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202311180WSH,WSH,CBJ,3rd Period,7:01,CBJ,--,Ivan Provorov,provoiv01,Cole Sillinger,sillico01,Cole Sillinger,sillico01
202311180WSH,WSH,CBJ,3rd Period,13:34,WSH,--,Hendrix Lapierre,lapiehe01,Sonny Milano,milanso01,Aliaksei Protas,protaal01
202311180WSH,WSH,CBJ,3rd Period,15:48,CBJ,--,Justin Danforth,danfoju01,Sean Kuraly,kuralse01,Zach Werenski,werenza01
202311220WSH,WSH,BUF,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202311220WSH,WSH,BUF,1st Period,10:09,BUF,--,John-Jason Peterka,peterjo01,Tyson Jost,jostty01,Victor Olofsson,olofsvi01
202311220WSH,WSH,BUF,1st Period,16:04,BUF,--,Zach Benson,bensoza01,Victor Olofsson,olofsvi01,Victor Olofsson,olofsvi01
202311220WSH,WSH,BUF,1st Period,17:01,WSH,--,Alexander Alexeyev,alexeal01,Nic Dowd,dowdni01,Trevor van Riemsdyk,vanritr01
202311220WSH,WSH,BUF,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202311220WSH,WSH,BUF,2nd Period,7:50,WSH,--,T.J. Oshie,oshietj01,Connor McMichael,mcmicco01,Connor McMichael,mcmicco01
202311220WSH,WSH,BUF,2nd Period,16:18,BUF,PP,Dylan Cozens,cozendy01,Rasmus Dahlin,dahlira01,Casey Mittelstadt,mitteca01
202311220WSH,WSH,BUF,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202311220WSH,WSH,BUF,3rd Period,18:45,WSH,--,Tom Wilson,wilsoto01,Dylan Strome,stromdy01,John Carlson,carlsjo01
202311220WSH,WSH,BUF,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period
202311220WSH,WSH,BUF,1st OT Period,4:52,WSH,--,Dylan Strome,stromdy01,John Carlson,carlsjo01,John Carlson,carlsjo01
202311240WSH,WSH,EDM,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202311240WSH,WSH,EDM,1st Period,14:10,EDM,--,Evander Kane,kaneev01,Leon Draisaitl,draisle01,Vincent Desharnais,deshavi01
202311240WSH,WSH,EDM,1st Period,15:24,EDM,--,Ryan Nugent-Hopkins,nugenry01,Connor McDavid,mcdavco01,Zach Hyman,hymanza01
202311240WSH,WSH,EDM,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202311240WSH,WSH,EDM,2nd Period,3:44,EDM,PP,Evan Bouchard,bouchev01,Connor McDavid,mcdavco01,Ryan Nugent-Hopkins,nugenry01
202311240WSH,WSH,EDM,2nd Period,4:48,EDM,PP,Leon Draisaitl,draisle01,Connor McDavid,mcdavco01,Ryan Nugent-Hopkins,nugenry01
202311240WSH,WSH,EDM,2nd Period,18:37,EDM,PP,Leon Draisaitl,draisle01,Zach Hyman,hymanza01,Connor McDavid,mcdavco01
202312070WSH,WSH,DAL,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202312070WSH,WSH,DAL,1st Period,7:11,WSH,--,Aliaksei Protas,protaal01,Connor McMichael,mcmicco01,Nick Jensen,jenseni02
