Game_ID,Home Team,Away Team,Period,Time,Team,Info,Scorer,Scorer_ID,Assist1,Assist1_ID,Assist2,Assist2_ID
202403130EDM,EDM,WSH,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202403130EDM,EDM,WSH,2nd Period,14:13,EDM,--,Zach Hyman,hymanza01,Ryan Nugent-Hopkins,nugenry01,Ryan Nugent-Hopkins,nugenry01
202403130EDM,EDM,WSH,2nd Period,19:08,EDM,PP,Zach Hyman,hymanza01,Evan Bouchard,bouchev01,Leon Draisaitl,draisle01
202403130EDM,EDM,WSH,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202403130EDM,EDM,WSH,3rd Period,10:43,EDM,--,Warren Foegele,foegewa01,Ryan McLeod,mcleory01,Leon Draisaitl,draisle01
202403130EDM,EDM,WSH,3rd Period,11:00,EDM,--,Connor Brown,brownco02,Evander Kane,kaneev01,Adam Henrique,henriad01
202403160EDM,EDM,COL,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202403160EDM,EDM,COL,1st Period,10:39,COL,--,Sean Walker,walkese01,Artturi Lehkonen,lehkoar01,Jack Johnson,johnsja02
202403160EDM,EDM,COL,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202403160EDM,EDM,COL,3rd Period,5:46,EDM,--,Warren Foegele,foegewa01,Evan Bouchard,bouchev01,Evan Bouchard,bouchev01
202403160EDM,EDM,COL,3rd Period,11:48,EDM,--,Sam Carrick,carrisa01,Mattias Janmark,janmama02,Corey Perry,perryco01
202403160EDM,EDM,COL,3rd Period,14:40,COL,--,Sean Walker,walkese01,Casey Mittelstadt,mitteca01,Jonathan Drouin,drouijo01
202403160EDM,EDM,COL,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period
202403160EDM,EDM,COL,1st OT Period,4:59,COL,--,Artturi Lehkonen,lehkoar01,Nathan MacKinnon,mackina01,Cale Makar,makarca01
202403190EDM,EDM,MTL,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202403190EDM,EDM,MTL,1st Period,9:20,EDM,--,Connor McDavid,mcdavco01,Mattias Ekholm,ekholma01,Mattias Ekholm,ekholma01
202403190EDM,EDM,MTL,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202403190EDM,EDM,MTL,2nd Period,14:55,EDM,--,Adam Henrique,henriad01,Mattias Ekholm,ekholma01,Evan Bouchard,bouchev01
202403190EDM,EDM,MTL,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202403190EDM,EDM,MTL,3rd Period,0:32,MTL,--,Nick Suzuki,suzukni01,Juraj Slafkovsky,slafkju01,David Savard,savarda01
202403190EDM,EDM,MTL,3rd Period,4:43,MTL,--,Kaiden Guhle,guhleka01,Jake Evans,evansja02,Jordan Harris,harrijo01
202403190EDM,EDM,MTL,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period
202403190EDM,EDM,MTL,1st OT Period,3:18,EDM,PP,Leon Draisaitl,draisle01,Connor McDavid,mcdavco01,Darnell Nurse,nurseda01
202403210EDM,EDM,BUF,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202403210EDM,EDM,BUF,1st Period,1:38,BUF,--,John-Jason Peterka,peterjo01,Alex Tuch,tuchal01,Tage Thompson,thompta01
202403210EDM,EDM,BUF,1st Period,16:34,BUF,--,Victor Olofsson,olofsvi01,Bowen Byram,byrambo01,Lukáš Rousek,rouselu01
202403210EDM,EDM,BUF,1st Period,18:55,EDM,PP,Leon Draisaitl,draisle01,Ryan Nugent-Hopkins,nugenry01,Evan Bouchard,bouchev01
202403210EDM,EDM,BUF,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202403210EDM,EDM,BUF,2nd Period,4:26,EDM,--,Mattias Ekholm,ekholma01,Connor McDavid,mcdavco01,Evan Bouchard,bouchev01
202403210EDM,EDM,BUF,2nd Period,16:56,BUF,--,John-Jason Peterka,peterjo01,Connor Clifton,cliftco01,Connor Clifton,cliftco01
202403210EDM,EDM,BUF,2nd Period,19:12,EDM,--,Zach Hyman,hymanza01,Mattias Ekholm,ekholma01,Connor McDavid,mcdavco01
202403210EDM,EDM,BUF,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202403210EDM,EDM,BUF,3rd Period,4:38,EDM,--,Darnell Nurse,nurseda01,Troy Stecher,stechtr01,Troy Stecher,stechtr01
202403210EDM,EDM,BUF,3rd Period,5:40,EDM,--,Mattias Ekholm,ekholma01,Leon Draisaitl,draisle01,Connor McDavid,mcdavco01
202403210EDM,EDM,BUF,3rd Period,15:18,EDM,--,Zach Hyman,hymanza01,Connor McDavid,mcdavco01,Leon Draisaitl,draisle01
202403210EDM,EDM,BUF,3rd Period,16:58,EDM,--,Ryan McLeod,mcleory01,Connor Brown,brownco02,Connor Brown,brownco02
202403210EDM,EDM,BUF,3rd Period,19:51,EDM,--,Connor Brown,brownco02,Sam Carrick,carrisa01,Cody Ceci,cecico01
202403280EDM,EDM,LAK,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202403280EDM,EDM,LAK,1st Period,5:37,EDM,--,Connor McDavid,mcdavco01,Mattias Ekholm,ekholma01,Evan Bouchard,bouchev01
202403280EDM,EDM,LAK,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202403280EDM,EDM,LAK,2nd Period,19:44,EDM,--,Adam Henrique,henriad01,Leon Draisaitl,draisle01,Connor McDavid,mcdavco01
202403280EDM,EDM,LAK,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202403280EDM,EDM,LAK,3rd Period,5:05,EDM,PP,Evan Bouchard,bouchev01,Connor McDavid,mcdavco01,Leon Draisaitl,draisle01
202403280EDM,EDM,LAK,3rd Period,13:47,LAK,--,Arthur Kaliyev,kaliyar01,Quinton Byfield,byfiequ01,Quinton Byfield,byfiequ01
202403280EDM,EDM,LAK,3rd Period,19:19,EDM,EN,Cody Ceci,cecico01,Leon Draisaitl,draisle01,Leon Draisaitl,draisle01
202403300EDM,EDM,ANA,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202403300EDM,EDM,ANA,1st Period,3:47,EDM,--,Adam Henrique,henriad01,Leon Draisaitl,draisle01,Mattias Ekholm,ekholma01
202403300EDM,EDM,ANA,1st Period,14:15,EDM,--,Connor McDavid,mcdavco01,Zach Hyman,hymanza01,Zach Hyman,hymanza01
202403300EDM,EDM,ANA,1st Period,16:16,EDM,--,Mattias Ekholm,ekholma01,Sam Carrick,carrisa01,Vincent Desharnais,deshavi01
202403300EDM,EDM,ANA,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202403300EDM,EDM,ANA,2nd Period,9:28,EDM,PP,Connor McDavid,mcdavco01,Leon Draisaitl,draisle01,Evan Bouchard,bouchev01
202403300EDM,EDM,ANA,2nd Period,15:57,EDM,--,Warren Foegele,foegewa01,Mattias Ekholm,ekholma01,Vincent Desharnais,deshavi01
202403300EDM,EDM,ANA,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202403300EDM,EDM,ANA,3rd Period,7:06,EDM,--,Zach Hyman,hymanza01,Connor McDavid,mcdavco01,Evan Bouchard,bouchev01
202403300EDM,EDM,ANA,3rd Period,15:42,ANA,PP,Alex Killorn,killoal01,Cam Fowler,fowleca01,Frank Vatrano,vatrafr01
202404050EDM,EDM,COL,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202404050EDM,EDM,COL,1st Period,1:52,EDM,--,Corey Perry,perryco01,Darnell Nurse,nurseda01,Cody Ceci,cecico01
202404050EDM,EDM,COL,1st Period,11:58,COL,--,Jonathan Drouin,drouijo01,Nathan MacKinnon,mackina01,Mikko Rantanen,rantami01
202404050EDM,EDM,COL,1st Period,15:59,COL,--,Ross Colton,coltoro01,Artturi Lehkonen,lehkoar01,Cale Makar,makarca01
202404050EDM,EDM,COL,1st Period,17:18,EDM,--,Connor McDavid,mcdavco01,Mattias Ekholm,ekholma01,Leon Draisaitl,draisle01
202404050EDM,EDM,COL,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202404050EDM,EDM,COL,2nd Period,8:55,EDM,--,Mattias Ekholm,ekholma01,Leon Draisaitl,draisle01,Evan Bouchard,bouchev01
202404050EDM,EDM,COL,2nd Period,19:58,EDM,--,Evander Kane,kaneev01,Ryan McLeod,mcleory01,Cody Ceci,cecico01
202404050EDM,EDM,COL,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202404050EDM,EDM,COL,3rd Period,4:05,EDM,--,Connor McDavid,mcdavco01,Evan Bouchard,bouchev01,Zach Hyman,hymanza01
202404050EDM,EDM,COL,3rd Period,11:59,EDM,--,Evander Kane,kaneev01,Ryan McLeod,mcleory01,Brett Kulak,kulakbr01
202404100EDM,EDM,VEG,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202404100EDM,EDM,VEG,1st Period,9:37,EDM,--,Cody Ceci,cecico01,Ryan McLeod,mcleory01,Darnell Nurse,nurseda01
202404100EDM,EDM,VEG,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202404100EDM,EDM,VEG,2nd Period,5:38,EDM,--,Mattias Ekholm,ekholma01,Ryan McLeod,mcleory01,Corey Perry,perryco01
202404100EDM,EDM,VEG,2nd Period,8:06,EDM,--,Zach Hyman,hymanza01,Ryan Nugent-Hopkins,nugenry01,Leon Draisaitl,draisle01
202404100EDM,EDM,VEG,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202404100EDM,EDM,VEG,3rd Period,6:50,EDM,PP,Leon Draisaitl,draisle01,Ryan Nugent-Hopkins,nugenry01,Zach Hyman,hymanza01
202404100EDM,EDM,VEG,3rd Period,7:50,VEG,SH,Keegan Kolesar,koleske01,Noah Hanifin,hanifno01,William Karlsson,karlswi01
202404100EDM,EDM,VEG,3rd Period,9:56,EDM,--,Dylan Holloway,hollody01,--,--,--,--
202404120EDM,EDM,ARI,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202404120EDM,EDM,ARI,1st Period,5:20,ARI,--,Josh Doan,doanjo01,Jack McBain,mcbaija03,Matias Maccelli,maccema01
202404120EDM,EDM,ARI,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202404120EDM,EDM,ARI,2nd Period,1:49,EDM,--,Adam Henrique,henriad01,Evander Kane,kaneev01,Troy Stecher,stechtr01
202404120EDM,EDM,ARI,2nd Period,5:37,ARI,--,Logan Cooley,coolelo01,Nick Schmaltz,schmani01,Sean Durzi,durzise01
202404120EDM,EDM,ARI,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202404120EDM,EDM,ARI,3rd Period,1:12,EDM,--,Darnell Nurse,nurseda01,Warren Foegele,foegewa01,Evander Kane,kaneev01
202404120EDM,EDM,ARI,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period
202404120EDM,EDM,ARI,1st OT Period,1:35,ARI,--,Matias Maccelli,maccema01,Michael Kesselring,kessemi01,Josh Doan,doanjo01
202404130EDM,EDM,VAN,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202404130EDM,EDM,VAN,1st Period,19:44,VAN,--,Sam Lafferty,laffesa01,Nikita Zadorov,zadorni01,J.T. Miller,millejt01
202404130EDM,EDM,VAN,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202404130EDM,EDM,VAN,2nd Period,11:00,VAN,--,Pius Suter,suterpi01,Tyler Myers,myersty01,Tyler Myers,myersty01
202404130EDM,EDM,VAN,2nd Period,17:48,EDM,--,Evander Kane,kaneev01,Connor Brown,brownco02,Darnell Nurse,nurseda01
202404130EDM,EDM,VAN,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202404130EDM,EDM,VAN,3rd Period,18:13,VAN,EN,Dakota Joshua,joshuda01,Elias Lindholm,lindhel01,Conor Garland,garlaco01
202404150EDM,EDM,SJS,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202404150EDM,EDM,SJS,1st Period,0:53,EDM,--,Connor McDavid,mcdavco01,Darnell Nurse,nurseda01,Darnell Nurse,nurseda01
202404150EDM,EDM,SJS,1st Period,4:01,EDM,--,Adam Henrique,henriad01,Brett Kulak,kulakbr01,Brett Kulak,kulakbr01
202404150EDM,EDM,SJS,1st Period,10:40,EDM,--,Warren Foegele,foegewa01,Leon Draisaitl,draisle01,Leon Draisaitl,draisle01
202404150EDM,EDM,SJS,1st Period,19:35,EDM,--,Dylan Holloway,hollody01,Adam Henrique,henriad01,Darnell Nurse,nurseda01
202404150EDM,EDM,SJS,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202404150EDM,EDM,SJS,2nd Period,1:58,SJS,--,Daniil Gushchin,gushcda01,Thomas Bordeleau,bordeth01,Thomas Bordeleau,bordeth01
202404150EDM,EDM,SJS,2nd Period,4:41,EDM,--,Warren Foegele,foegewa01,Ryan Nugent-Hopkins,nugenry01,Leon Draisaitl,draisle01
202404150EDM,EDM,SJS,2nd Period,10:11,EDM,--,Corey Perry,perryco01,Evan Bouchard,bouchev01,Dylan Holloway,hollody01
202404150EDM,EDM,SJS,2nd Period,13:18,EDM,--,Cody Ceci,cecico01,Adam Henrique,henriad01,Zach Hyman,hymanza01
202404150EDM,EDM,SJS,2nd Period,13:49,EDM,--,Evan Bouchard,bouchev01,Corey Perry,perryco01,Dylan Holloway,hollody01
202404150EDM,EDM,SJS,2nd Period,15:35,EDM,--,Zach Hyman,hymanza01,Connor McDavid,mcdavco01,Darnell Nurse,nurseda01
202404150EDM,EDM,SJS,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202404150EDM,EDM,SJS,3rd Period,15:29,SJS,--,Fabian Zetterlund,zettefa01,William Eklund,eklunwi01,Mikael Granlund,granlmi01
202310190FLA,FLA,TOR,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202310190FLA,FLA,TOR,1st Period,17:08,FLA,--,Kevin Stenlund,stenlke01,--,--,--,--
202310190FLA,FLA,TOR,1st Period,19:53,FLA,--,Oliver Ekman-Larsson,ekmanol01,Aleksander Barkov,barkoal01,Sam Reinhart,reinhsa01
202310190FLA,FLA,TOR,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202310190FLA,FLA,TOR,2nd Period,11:52,TOR,PP,Mitch Marner,marnemi01,John Tavares,tavarjo01,William Nylander,nylanwi01
202310190FLA,FLA,TOR,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202310190FLA,FLA,TOR,3rd Period,19:59,FLA,"SH, EN",Sam Reinhart,reinhsa01,Dmitry Kulikov,kulikdm01,Dmitry Kulikov,kulikdm01
202310210FLA,FLA,VAN,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202310210FLA,FLA,VAN,1st Period,11:09,VAN,PP,Quinn Hughes,hughequ01,J.T. Miller,millejt01,Elias Pettersson,petteel01
202310210FLA,FLA,VAN,1st Period,11:29,FLA,--,Aleksander Barkov,barkoal01,--,--,--,--
202310210FLA,FLA,VAN,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202310210FLA,FLA,VAN,2nd Period,10:41,VAN,PP,Carson Soucy,soucyca01,Conor Garland,garlaco01,Conor Garland,garlaco01
202310210FLA,FLA,VAN,2nd Period,11:15,VAN,--,Elias Pettersson,petteel01,Andrei Kuzmenko,kuzmean01,Ilya Mikheyev,mikheil01
202310210FLA,FLA,VAN,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202310210FLA,FLA,VAN,3rd Period,6:10,FLA,--,Sam Reinhart,reinhsa01,Evan Rodrigues,rodriev01,Aleksander Barkov,barkoal01
202310210FLA,FLA,VAN,3rd Period,14:01,FLA,--,Sam Reinhart,reinhsa01,Evan Rodrigues,rodriev01,Josh Mahura,mahurjo01
202310210FLA,FLA,VAN,3rd Period,15:03,VAN,--,Andrei Kuzmenko,kuzmean01,Phillip Di Giuseppe,digiuph01,J.T. Miller,millejt01
202310210FLA,FLA,VAN,3rd Period,17:50,VAN,EN,Brock Boeser,boesebr01,--,--,--,--
202310240FLA,FLA,SJS,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202310240FLA,FLA,SJS,1st Period,8:30,SJS,PP,Fabian Zetterlund,zettefa01,William Eklund,eklunwi01,Thomas Bordeleau,bordeth01
202310240FLA,FLA,SJS,1st Period,9:48,FLA,--,Carter Verhaeghe,verhaca01,Matthew Tkachuk,tkachma01,Eetu Luostarinen,luostee01
202310240FLA,FLA,SJS,1st Period,15:23,FLA,PP,Sam Reinhart,reinhsa01,Oliver Ekman-Larsson,ekmanol01,Evan Rodrigues,rodriev01
202310240FLA,FLA,SJS,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202310240FLA,FLA,SJS,3rd Period,19:58,FLA,EN,Kevin Stenlund,stenlke01,Matthew Tkachuk,tkachma01,Anton Lundell,lundean01
202310280FLA,FLA,SEA,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202310280FLA,FLA,SEA,1st Period,7:58,SEA,--,Jared McCann,mccanja01,Yanni Gourde,gourdya01,William Borgen,borgewi01
202310280FLA,FLA,SEA,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202310280FLA,FLA,SEA,2nd Period,7:34,SEA,--,Eeli Tolvanen,tolvaee01,Jaden Schwartz,schwaja01,William Borgen,borgewi01
202310280FLA,FLA,SEA,2nd Period,8:53,FLA,PP,Gustav Forsling,forslgu02,Anton Lundell,lundean01,Carter Verhaeghe,verhaca01
202310280FLA,FLA,SEA,2nd Period,9:04,FLA,--,Matthew Tkachuk,tkachma01,Dmitry Kulikov,kulikdm01,Niko Mikkola,mikkoni01
202310280FLA,FLA,SEA,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202310280FLA,FLA,SEA,3rd Period,14:08,FLA,--,Nick Cousins,cousini01,Josh Mahura,mahurjo01,Dmitry Kulikov,kulikdm01
202311060FLA,FLA,CBJ,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202311060FLA,FLA,CBJ,1st Period,2:19,FLA,--,Ryan Lomberg,lombery01,Steven Lorentz,lorenst01,Josh Mahura,mahurjo01
202311060FLA,FLA,CBJ,1st Period,3:09,FLA,--,Gustav Forsling,forslgu02,Sam Reinhart,reinhsa01,Oliver Ekman-Larsson,ekmanol01
202311060FLA,FLA,CBJ,1st Period,6:09,FLA,--,Aleksander Barkov,barkoal01,Sam Reinhart,reinhsa01,Niko Mikkola,mikkoni01
202311060FLA,FLA,CBJ,1st Period,15:41,CBJ,--,Sean Kuraly,kuralse01,Erik Gudbranson,gudbrer01,Justin Danforth,danfoju01
202311060FLA,FLA,CBJ,1st Period,18:51,CBJ,--,Boone Jenner,jennebo01,Jack Roslovic,rosloja01,Erik Gudbranson,gudbrer01
202311060FLA,FLA,CBJ,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202311060FLA,FLA,CBJ,2nd Period,10:02,CBJ,PP,Kirill Marchenko,marchki01,Ivan Provorov,provoiv01,Alexandre Texier,texieal01
202311060FLA,FLA,CBJ,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202311060FLA,FLA,CBJ,3rd Period,12:30,CBJ,--,Alexandre Texier,texieal01,Andrew Peeke,peekean01,Cole Sillinger,sillico01
202311060FLA,FLA,CBJ,3rd Period,19:03,FLA,--,Nick Cousins,cousini01,--,--,--,--
202311060FLA,FLA,CBJ,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period
202311060FLA,FLA,CBJ,1st OT Period,1:26,FLA,--,Carter Verhaeghe,verhaca01,Anton Lundell,lundean01,Matthew Tkachuk,tkachma01
202311100FLA,FLA,CAR,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202311100FLA,FLA,CAR,1st Period,1:20,CAR,--,Jesperi Kotkaniemi,kotkaje01,Jesper Fast,fastje01,Jordan Martinook,martijo01
202311100FLA,FLA,CAR,1st Period,3:01,FLA,--,Matthew Tkachuk,tkachma01,Carter Verhaeghe,verhaca01,Anton Lundell,lundean01
202311100FLA,FLA,CAR,1st Period,18:53,FLA,--,Uvis Balinskis,balinuv01,Matthew Tkachuk,tkachma01,Eetu Luostarinen,luostee01
202311100FLA,FLA,CAR,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202311100FLA,FLA,CAR,2nd Period,7:08,FLA,--,Aleksander Barkov,barkoal01,Evan Rodrigues,rodriev01,Sam Reinhart,reinhsa01
202311100FLA,FLA,CAR,2nd Period,16:40,CAR,--,Sebastian Aho,ahose01,Jordan Martinook,martijo01,Brady Skjei,skjeibr01
202311100FLA,FLA,CAR,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202311100FLA,FLA,CAR,3rd Period,13:18,FLA,--,Carter Verhaeghe,verhaca01,Gustav Forsling,forslgu02,Gustav Forsling,forslgu02
202311100FLA,FLA,CAR,3rd Period,16:18,FLA,EN,Kevin Stenlund,stenlke01,Sam Reinhart,reinhsa01,Aleksander Barkov,barkoal01
202311120FLA,FLA,CHI,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202311120FLA,FLA,CHI,1st Period,0:39,FLA,--,Oliver Ekman-Larsson,ekmanol01,Sam Reinhart,reinhsa01,Evan Rodrigues,rodriev01
202311120FLA,FLA,CHI,1st Period,7:04,CHI,--,Jason Dickinson,dickija01,Lukas Reichel,reichlu01,Connor Murphy,murphco02
202311120FLA,FLA,CHI,1st Period,11:54,FLA,PP,Sam Reinhart,reinhsa01,Matthew Tkachuk,tkachma01,Oliver Ekman-Larsson,ekmanol01
202311120FLA,FLA,CHI,1st Period,19:04,CHI,--,Connor Bedard,bedarco01,--,--,--,--
202311120FLA,FLA,CHI,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202311120FLA,FLA,CHI,2nd Period,7:00,FLA,--,Sam Reinhart,reinhsa01,Gustav Forsling,forslgu02,Evan Rodrigues,rodriev01
202311120FLA,FLA,CHI,2nd Period,8:18,CHI,--,Connor Bedard,bedarco01,Seth Jones,jonesse01,Seth Jones,jonesse01
202311120FLA,FLA,CHI,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202311120FLA,FLA,CHI,3rd Period,2:44,FLA,PP,Carter Verhaeghe,verhaca01,Sam Reinhart,reinhsa01,Matthew Tkachuk,tkachma01
202311200FLA,FLA,EDM,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202311200FLA,FLA,EDM,1st Period,5:59,EDM,--,Connor McDavid,mcdavco01,Leon Draisaitl,draisle01,Evan Bouchard,bouchev01
202311200FLA,FLA,EDM,1st Period,9:00,EDM,--,Evander Kane,kaneev01,Derek Ryan,ryande01,Ryan McLeod,mcleory01
202311200FLA,FLA,EDM,1st Period,10:36,FLA,PP,Carter Verhaeghe,verhaca01,Sam Reinhart,reinhsa01,Sam Reinhart,reinhsa01
202311200FLA,FLA,EDM,1st Period,15:53,FLA,--,Niko Mikkola,mikkoni01,Kevin Stenlund,stenlke01,Kevin Stenlund,stenlke01
202311200FLA,FLA,EDM,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202311200FLA,FLA,EDM,2nd Period,5:00,EDM,PS,Connor McDavid,mcdavco01,--,--,--,--
202311200FLA,FLA,EDM,2nd Period,6:08,FLA,--,Niko Mikkola,mikkoni01,Carter Verhaeghe,verhaca01,Carter Verhaeghe,verhaca01
202311200FLA,FLA,EDM,2nd Period,13:42,FLA,--,Kevin Stenlund,stenlke01,Eetu Luostarinen,luostee01,Eetu Luostarinen,luostee01
202311200FLA,FLA,EDM,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202311200FLA,FLA,EDM,3rd Period,19:17,FLA,EN,Sam Bennett,bennesa01,Kevin Stenlund,stenlke01,Gustav Forsling,forslgu02
202311220FLA,FLA,BOS,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202311220FLA,FLA,BOS,1st Period,18:35,BOS,--,Charlie Coyle,coylech01,Danton Heinen,heineda01,Hampus Lindholm,lindhha01
202311220FLA,FLA,BOS,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202311220FLA,FLA,BOS,2nd Period,10:33,FLA,--,Anton Lundell,lundean01,Nick Cousins,cousini01,Niko Mikkola,mikkoni01
202311220FLA,FLA,BOS,2nd Period,11:14,BOS,--,John Beecher,beechjo01,Jakub Lauko,laukoja01,Patrick Brown,brownpa02
202311220FLA,FLA,BOS,2nd Period,14:19,BOS,--,Jake DeBrusk,debruja01,Matthew Poitras,poitrma01,Matthew Poitras,poitrma01
202311240FLA,FLA,WPG,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
