Game ID,Period,Time,Team,Player,Player_ID,Penalty,PIM
202311190PIT,1st Period,9.35,PIT,Jeff Carter,carteje01,Slashing,2 min
202311190PIT,1st Period,18.1,VEG,Nicolas Hague,hagueni01,Tripping,2 min
,2nd Period,,,,,,
202311190PIT,2nd Period,13.43,PIT,Sidney Crosby,crosbsi01,Slashing,2 min
,3rd Period,,,,,,
202311190PIT,3rd Period,15.92,PIT,Bench,#N/A,Too Many Men on the Ice,2 min
,1st Period,,,,,,
202311220PIT,1st Period,13.47,NYR,K'Andre Miller,milleka01,Holding,2 min
202311220PIT,1st Period,16.12,NYR,Alexis Lafrenière,lafreal01,Hooking,2 min
,2nd Period,,,,,,
202311220PIT,2nd Period,6.6,PIT,John Ludvig,ludvijo01,Interference,2 min
,3rd Period,,,,,,
202311220PIT,3rd Period,1.92,NYR,Blake Wheeler,wheelbl01,Hooking,2 min
202311220PIT,3rd Period,2.7,PIT,Erik Karlsson,karlser01,Slashing,2 min
202311220PIT,3rd Period,9,NYR,Jacob Trouba,troubja01,Delay of Game,2 min
202311220PIT,3rd Period,11.17,NYR,Barclay Goodrow,goodrba01,Hooking,2 min
202311220PIT,3rd Period,17.28,PIT,Erik Karlsson,karlser01,Tripping,2 min
,1st Period,,,,,,
202311250PIT,1st Period,12.3,PIT,John Ludvig,ludvijo01,Elbowing,2 min
202311250PIT,1st Period,14.4,TOR,Calle Järnkrok,jarnkca01,High Sticking,2 min
,2nd Period,,,,,,
202311250PIT,2nd Period,4.28,TOR,Mark Giordano,giordma01,Hooking,2 min
202311250PIT,2nd Period,5.93,TOR,T.J. Brodie,broditj01,Delay of Game,2 min
202311250PIT,2nd Period,10.62,PIT,Ryan Graves,gravery01,Hooking,2 min
,3rd Period,,,,,,
202311250PIT,3rd Period,1.93,PIT,Radim Zohorna,zohorra01,Boarding,2 min
,1st Period,,,,,,
202312020PIT,1st Period,1.57,PHI,Morgan Frost,frostmo01,High Sticking,2 min
,2nd Period,,,,,,
202312020PIT,2nd Period,2.7,PHI,Cameron York,yorkca01,Interference,2 min
202312020PIT,2nd Period,5.3,PIT,Radim Zohorna,zohorra01,Roughing,2 min
202312020PIT,2nd Period,9.92,PIT,Drew O'Connor,oconndr01,High Sticking,2 min
202312020PIT,2nd Period,19.27,PIT,Bryan Rust,rustbr01,Roughing,2 min
,3rd Period,,,,,,
202312020PIT,3rd Period,5.03,PHI,Nicolas Deslauriers,deslani01,Boarding,2 min
202312020PIT,3rd Period,11.05,PHI,Marc Staal,staalma01,Tripping,2 min
202312020PIT,3rd Period,12.17,PIT,Erik Karlsson,karlser01,Interference,2 min
,1st OT Period,,,,,,
202312020PIT,1st OT Period,4,PHI,Bench,#N/A,Too Many Men on the Ice,2 min
,1st Period,,,,,,
202312120PIT,1st Period,0.8,ARI,Michael Kesselring,kessemi01,Holding,2 min
202312120PIT,1st Period,9.52,PIT,Erik Karlsson,karlser01,Slashing,2 min
202312120PIT,1st Period,10.45,ARI,Liam O'Brien,obrieli01,Interference,2 min
202312120PIT,1st Period,10.52,PIT,Sidney Crosby,crosbsi01,Slashing,2 min
202312120PIT,1st Period,10.83,ARI,Nick Bjugstad,bjugsni01,Tripping,2 min
202312120PIT,1st Period,13.93,PIT,Tristan Jarry,jarrytr01,Tripping,2 min
202312120PIT,1st Period,15.78,PIT,Erik Karlsson,karlser01,High Sticking,2 min
,2nd Period,,,,,,
202312120PIT,2nd Period,9.98,PIT,Jeff Carter,carteje01,Boarding,2 min
,3rd Period,,,,,,
202312120PIT,3rd Period,2.42,ARI,Michael Kesselring,kessemi01,High Sticking,2 min
202312120PIT,3rd Period,10.95,PIT,Kris Letang,letankr01,Holding,2 min
202312120PIT,3rd Period,12.53,ARI,Bench,#N/A,Too Many Men on the Ice,2 min
,1st Period,,,,,,
202312180PIT,1st Period,18.78,MIN,Zach Bogosian,bogosza01,Holding Stick,2 min
,2nd Period,,,,,,
202312180PIT,2nd Period,5.7,MIN,Ryan Hartman,hartmry01,Holding Stick,2 min
202312180PIT,2nd Period,8.08,PIT,Kris Letang,letankr01,Interference,2 min
202312180PIT,2nd Period,12.3,PIT,Evgeni Malkin,malkiev01,Tripping,2 min
202312180PIT,2nd Period,18.87,MIN,Alex Goligoski,goligal01,Holding,2 min
202312180PIT,2nd Period,18.87,PIT,Evgeni Malkin,malkiev01,Roughing,2 min
202312180PIT,2nd Period,19.42,MIN,Joel Eriksson Ek,eriksjo02,Interference,2 min
,3rd Period,,,,,,
202312180PIT,3rd Period,5.75,MIN,Kirill Kaprizov,kapriki01,High Sticking,2 min
202312180PIT,3rd Period,7.45,MIN,Ryan Hartman,hartmry01,Interference,2 min
202312180PIT,3rd Period,7.45,PIT,Radim Zohorna,zohorra01,High Sticking,4 min
202312180PIT,3rd Period,12.35,MIN,Connor Dewar,dewarco01,Interference,2 min
,1st Period,,,,,,
202312210PIT,1st Period,9.85,CAR,Stefan Noesen,noesest01,Hooking,2 min
202312210PIT,1st Period,13.05,PIT,Evgeni Malkin,malkiev01,Hooking,2 min
,2nd Period,,,,,,
202312210PIT,2nd Period,4.67,CAR,Stefan Noesen,noesest01,Tripping,2 min
202312210PIT,2nd Period,8.42,CAR,Jack Drury,druryja01,Holding,2 min
202312210PIT,2nd Period,17.22,CAR,Brett Pesce,pescebr01,Roughing,2 min
,3rd Period,,,,,,
202312210PIT,3rd Period,15.3,PIT,Erik Karlsson,karlser01,Holding,2 min
,1st OT Period,,,,,,
202312210PIT,1st OT Period,3.77,CAR,Andrei Svechnikov,svechan01,Interference,2 min
,1st Period,,,,,,
202312300PIT,1st Period,7.82,PIT,Ryan Graves,gravery01,Tripping,2 min
202312300PIT,1st Period,19.5,PIT,Valtteri Puustinen,puustva01,High Sticking,2 min
,2nd Period,,,,,,
202312300PIT,2nd Period,6.05,STL,Sammy Blais,blaissa01,Interference,2 min
202312300PIT,2nd Period,12.78,STL,Marco Scandella,scandma01,High Sticking,2 min
202312300PIT,2nd Period,17.02,STL,Alexey Toropchenko,toropal01,Holding,2 min
,3rd Period,,,,,,
202312300PIT,3rd Period,8.45,PIT,Radim Zohorna,zohorra01,Tripping,2 min
,1st Period,,,,,,
202312310PIT,1st Period,0.12,PIT,John Ludvig,ludvijo01,Fighting,5 min
202312310PIT,1st Period,0.12,NYI,Matt Martin,martima02,Fighting,5 min
202312310PIT,1st Period,11.52,PIT,Sidney Crosby,crosbsi01,Slashing,2 min
202312310PIT,1st Period,18.43,NYI,Bo Horvat,horvabo01,Holding,2 min
202312310PIT,1st Period,19.55,NYI,Simon Holmström,holmssi01,Tripping,2 min
,2nd Period,,,,,,
202312310PIT,2nd Period,7.37,NYI,Bench,#N/A,Too Many Men on the Ice,2 min
202312310PIT,2nd Period,8.57,PIT,Rickard Rakell,rakelri01,Slashing,2 min
202312310PIT,2nd Period,8.57,NYI,Alexander Romanov,romanal01,Roughing,2 min
202312310PIT,2nd Period,16.48,PIT,Drew O'Connor,oconndr01,Holding,2 min
,3rd Period,,,,,,
202312310PIT,3rd Period,19.42,NYI,Bench,#N/A,Faceoff Violation,2 min
202312310PIT,3rd Period,19.42,NYI,Bo Horvat,horvabo01,Misconduct,10 min
,1st Period,,,,,,
202401020PIT,1st Period,17.75,PIT,Valtteri Puustinen,puustva01,Slashing,2 min
,2nd Period,,,,,,
202401020PIT,2nd Period,7.53,WSH,Joel Edmundson,edmunjo01,Hooking,2 min
202401020PIT,2nd Period,14.75,PIT,Jeff Carter,carteje01,Slashing,2 min
,3rd Period,,,,,,
202401020PIT,3rd Period,5.47,WSH,Martin Fehérváry,feherma01,Holding,2 min
202401020PIT,3rd Period,10.67,WSH,Ethan Bear,bearet01,Holding,2 min
,1st Period,,,,,,
202401060PIT,1st Period,0.43,BUF,Alex Tuch,tuchal01,Tripping,2 min
202401060PIT,1st Period,9.12,BUF,Henri Jokiharju,jokihhe01,Holding,2 min
202401060PIT,1st Period,12.85,PIT,Noel Acciari,acciano01,Hooking,2 min
202401060PIT,1st Period,19.25,BUF,Mattias Samuelsson,samuema02,Boarding,2 min
202401060PIT,1st Period,19.67,PIT,Sidney Crosby,crosbsi01,Interference,2 min
,3rd Period,,,,,,
202401060PIT,3rd Period,3.07,PIT,Jansen Harkins,harkija01,Delay of Game,2 min
202401060PIT,3rd Period,5.95,BUF,Connor Clifton,cliftco01,Interference,2 min
202401060PIT,3rd Period,5.95,BUF,Zemgus Girgensons,girgeze01,Slashing,2 min
,1st Period,,,,,,
202401110PIT,1st Period,6.05,PIT,Sidney Crosby,crosbsi01,Tripping,2 min
202401110PIT,1st Period,8.63,VAN,Ilya Mikheyev,mikheil01,Interference,2 min
,2nd Period,,,,,,
202401110PIT,2nd Period,15.28,VAN,Quinn Hughes,hughequ01,Delay of Game,2 min
,3rd Period,,,,,,
202401110PIT,3rd Period,5.4,VAN,J.T. Miller,millejt01,Roughing,2 min
202401110PIT,3rd Period,11.95,PIT,Lars Eller,ellerla01,Cross Checking,2 min
202401110PIT,3rd Period,14.82,VAN,Filip Hronek,hronefi01,Holding,2 min
,1st Period,,,,,,
202401150PIT,1st Period,13.2,SEA,Kailer Yamamoto,yamamka01,Interference,2 min
,2nd Period,,,,,,
202401150PIT,2nd Period,10.18,PIT,Evgeni Malkin,malkiev01,High Sticking,2 min
,3rd Period,,,,,,
202401150PIT,3rd Period,4.47,PIT,Jansen Harkins,harkija01,Interference,2 min
202401150PIT,3rd Period,11.1,SEA,Eeli Tolvanen,tolvaee01,Boarding,2 min
,1st Period,,,,,,
202401260PIT,1st Period,0.37,FLA,Carter Verhaeghe,verhaca01,Holding,2 min
202401260PIT,1st Period,3.67,PIT,Marcus Pettersson,pettema01,Holding,2 min
,2nd Period,,,,,,
202401260PIT,2nd Period,4.52,FLA,Ryan Lomberg,lombery01,Interference,2 min
202401260PIT,2nd Period,9.8,PIT,Kris Letang,letankr01,Tripping,2 min
202401260PIT,2nd Period,9.8,PIT,Kris Letang,letankr01,Interference,2 min
202401260PIT,2nd Period,12.92,FLA,Kevin Stenlund,stenlke01,Hooking,2 min
202401260PIT,2nd Period,14.55,FLA,Sam Bennett,bennesa01,Cross Checking,2 min
202401260PIT,2nd Period,14.55,FLA,Sam Bennett,bennesa01,Unsportsmanlike Conduct,2 min
202401260PIT,2nd Period,18.9,FLA,Anton Lundell,lundean01,Roughing,2 min
,3rd Period,,,,,,
202401260PIT,3rd Period,5.93,FLA,Sam Bennett,bennesa01,Interference,2 min
202401260PIT,3rd Period,14.58,FLA,Aaron Ekblad,ekblaaa01,Hooking,2 min
,1st Period,,,,,,
202401270PIT,1st Period,9.32,MTL,Jordan Harris,harrijo01,Tripping,2 min
,2nd Period,,,,,,
202401270PIT,2nd Period,11.38,PIT,Kris Letang,letankr01,Interference,2 min
202401270PIT,2nd Period,17.73,MTL,Kaiden Guhle,guhleka01,Tripping,2 min
,1st Period,,,,,,
202402060PIT,1st Period,4.25,WPG,Brenden Dillon,dillobr01,Match Penalty,5 min
202402060PIT,1st Period,17.62,PIT,Tristan Jarry,jarrytr01,Holding,2 min
,3rd Period,,,,,,
202402060PIT,3rd Period,9.87,PIT,Ryan Graves,gravery01,Interference,2 min
,1st Period,,,,,,
202402140PIT,1st Period,8.93,FLA,Ryan Lomberg,lombery01,Delay of Game,2 min
202402140PIT,1st Period,17.23,FLA,Oliver Ekman-Larsson,ekmanol01,Cross Checking,2 min
202402140PIT,1st Period,20,FLA,Oliver Ekman-Larsson,ekmanol01,Roughing,2 min
202402140PIT,1st Period,20,PIT,Evgeni Malkin,malkiev01,Roughing,2 min
,2nd Period,,,,,,
202402140PIT,2nd Period,2.37,FLA,Evan Rodrigues,rodriev01,Hooking,2 min
202402140PIT,2nd Period,6.75,PIT,Marcus Pettersson,pettema01,Hooking,2 min
202402140PIT,2nd Period,15.4,FLA,Bench,#N/A,Delay of Game,2 min
202402140PIT,2nd Period,17.78,PIT,Kris Letang,letankr01,Cross Checking,2 min
,1st Period,,,,,,
202402180PIT,1st Period,7.53,PIT,Reilly Smith,smithre01,Tripping,2 min
202402180PIT,1st Period,12.43,LAK,Pierre-Luc Dubois,duboipi01,Slashing,2 min
202402180PIT,1st Period,18.63,LAK,Pierre-Luc Dubois,duboipi01,Roughing,2 min
,2nd Period,,,,,,
202402180PIT,2nd Period,1.65,PIT,Kris Letang,letankr01,Holding,2 min
202402180PIT,2nd Period,9.07,PIT,Sidney Crosby,crosbsi01,Hooking,2 min
202402180PIT,2nd Period,12.73,LAK,Alex Laferriere,laferal01,Tripping,2 min
,3rd Period,,,,,,
202402180PIT,3rd Period,5.02,LAK,Alex Laferriere,laferal01,Tripping,2 min
202402180PIT,3rd Period,14.95,LAK,Trevor Moore,mooretr01,Delay of Game,2 min
,1st Period,,,,,,
202402200PIT,1st Period,14.68,PIT,Marcus Pettersson,pettema01,Holding,2 min
,2nd Period,,,,,,
202402200PIT,2nd Period,4.47,NYI,Mathew Barzal,barzama01,Hooking,2 min
202402200PIT,2nd Period,11.17,PIT,Rickard Rakell,rakelri01,Interference,2 min
202402200PIT,2nd Period,16.58,NYI,Bench,#N/A,Delay of Game,2 min
202402200PIT,2nd Period,19.45,NYI,Mike Reilly,reillmi01,Tripping,2 min
,1st Period,,,,,,
202402220PIT,1st Period,3.77,PIT,Bryan Rust,rustbr01,Tripping,2 min
202402220PIT,1st Period,11.4,MTL,Brendan Gallagher,gallabr01,Holding,2 min
202402220PIT,1st Period,13.15,MTL,Arber Xhekaj,xhekaar01,Tripping,2 min
,3rd Period,,,,,,
202402220PIT,3rd Period,3.63,PIT,Rickard Rakell,rakelri01,Tripping,2 min
202402220PIT,3rd Period,7.22,PIT,Bryan Rust,rustbr01,Tripping,2 min
202402220PIT,3rd Period,11.82,MTL,Josh Anderson,anderjo05,Roughing,2 min
202402220PIT,3rd Period,11.82,PIT,Marcus Pettersson,pettema01,Roughing,2 min
,1st Period,,,,,,
202402250PIT,1st Period,1.87,PIT,Lars Eller,ellerla01,High Sticking,4 min
202402250PIT,1st Period,4.23,PHI,Morgan Frost,frostmo01,Slashing,2 min
202402250PIT,1st Period,10.2,PHI,Travis Sanheim,sanhetr01,Tripping,2 min
202402250PIT,1st Period,11.9,PHI,Nicolas Deslauriers,deslani01,Roughing,2 min
202402250PIT,1st Period,16.8,PHI,Travis Sanheim,sanhetr01,Interference,2 min
,3rd Period,,,,,,
202402250PIT,3rd Period,3.43,PIT,Evgeni Malkin,malkiev01,Hooking,2 min
202402250PIT,3rd Period,10.53,PIT,Rickard Rakell,rakelri01,Tripping,2 min
202402250PIT,3rd Period,17.5,PIT,Sidney Crosby,crosbsi01,Tripping,2 min
,1st Period,,,,,,
202403050PIT,1st Period,13.83,CBJ,Jake Bean,beanja01,Hooking,2 min
202403050PIT,1st Period,20,CBJ,Sean Kuraly,kuralse01,High Sticking,2 min
,3rd Period,,,,,,
202403050PIT,3rd Period,7.57,CBJ,Cole Sillinger,sillico01,Cross Checking,2 min
202403050PIT,3rd Period,14.58,PIT,Rickard Rakell,rakelri01,Tripping,2 min
,1st Period,,,,,,
202403070PIT,1st Period,0.2,WSH,Connor McMichael,mcmicco01,High Sticking,2 min
202403070PIT,1st Period,5.77,PIT,Ryan Graves,gravery01,High Sticking,4 min
202403070PIT,1st Period,19.88,PIT,Jansen Harkins,harkija01,Slashing,2 min
,2nd Period,,,,,,
202403070PIT,2nd Period,7.3,PIT,Jansen Harkins,harkija01,Fighting,5 min
202403070PIT,2nd Period,7.3,WSH,Beck Malenstyn,malenbe01,Fighting,5 min
202403070PIT,2nd Period,10.85,WSH,Max Pacioretty,pacioma01,Hooking,2 min
202403070PIT,2nd Period,17.82,WSH,Rasmus Sandin,sandira01,Roughing,2 min
,3rd Period,,,,,,
202403070PIT,3rd Period,4.53,PIT,Chad Ruhwedel,ruhwech01,Hooking,2 min
202403070PIT,3rd Period,10.8,PIT,Evgeni Malkin,malkiev01,Tripping,2 min
202403070PIT,3rd Period,14.97,WSH,Ivan Miroshnichenko,mirosiv01,Delay of Game,2 min
,1st Period,,,,,,
202403100PIT,1st Period,2.62,EDM,Darnell Nurse,nurseda01,Interference,2 min
202403100PIT,1st Period,13.45,EDM,Ryan Nugent-Hopkins,nugenry01,Hooking,2 min
202403100PIT,1st Period,14.23,PIT,Jeff Carter,carteje01,Roughing,2 min
,2nd Period,,,,,,
202403100PIT,2nd Period,5.73,EDM,Mattias Ekholm,ekholma01,Tripping,2 min
202403100PIT,2nd Period,6.67,PIT,Bench,#N/A,Too Many Men on the Ice,2 min
202403100PIT,2nd Period,10.58,EDM,Warren Foegele,foegewa01,High Sticking,4 min
202403100PIT,2nd Period,10.58,EDM,Warren Foegele,foegewa01,Fighting,5 min
202403100PIT,2nd Period,10.58,PIT,John Ludvig,ludvijo01,Instigator,2 min
202403100PIT,2nd Period,10.58,PIT,John Ludvig,ludvijo01,Fighting,5 min
202403100PIT,2nd Period,10.58,PIT,John Ludvig,ludvijo01,Instigator,10 min
202403100PIT,2nd Period,17.08,PIT,Bryan Rust,rustbr01,Interference,2 min
,3rd Period,,,,,,
202403100PIT,3rd Period,13.9,PIT,Sidney Crosby,crosbsi01,Hooking,2 min
202403100PIT,3rd Period,18.98,EDM,Vincent Desharnais,deshavi01,Roughing,2 min
,1st Period,,,,,,
202403140PIT,1st Period,3.68,PIT,Bryan Rust,rustbr01,Slashing,2 min
202403140PIT,1st Period,8.1,SJS,Filip Zadina,zadinfi01,Hooking,2 min
202403140PIT,1st Period,16.28,SJS,Calen Addison,addisca01,Hooking,2 min
,2nd Period,,,,,,
202403140PIT,2nd Period,0.62,PIT,Michael Bunting,buntimi01,Hooking,2 min
202403140PIT,2nd Period,0.62,SJS,Kyle Burroughs,burroky01,High Sticking,2 min
,3rd Period,,,,,,
202403140PIT,3rd Period,7.03,PIT,Evgeni Malkin,malkiev01,Hooking,2 min
,1st Period,,,,,,
202403160PIT,1st Period,4.62,NYR,Kaapo Kakko,kakkoka01,Interference,2 min
202403160PIT,1st Period,7.93,PIT,Drew O'Connor,oconndr01,Slashing,2 min
,2nd Period,,,,,,
202403160PIT,2nd Period,4.75,NYR,Adam Fox,foxad01,Holding,2 min
202403160PIT,2nd Period,9.5,NYR,William Cuylle,cuyllwi01,Interference,2 min
202403160PIT,2nd Period,16.25,PIT,Noel Acciari,acciano01,Tripping,2 min
202403160PIT,2nd Period,16.45,PIT,Kris Letang,letankr01,Unsportsmanlike Conduct,2 min
,1st Period,,,,,,
202403170PIT,1st Period,3.73,DET,Austin Czarnik,czarnau01,Holding,2 min
202403170PIT,1st Period,8.15,DET,Andrew Copp,coppan01,Tripping,2 min
,2nd Period,,,,,,
202403170PIT,2nd Period,14.53,PIT,Drew O'Connor,oconndr01,Hooking,2 min
202403170PIT,2nd Period,19.02,DET,Michael Rasmussen,rasmumi01,Cross Checking,2 min
,3rd Period,,,,,,
202403170PIT,3rd Period,9.2,DET,Lucas Raymond,raymolu01,Slashing,2 min
202403170PIT,3rd Period,15.35,PIT,Drew O'Connor,oconndr01,Tripping,2 min
,1st Period,,,,,,
202403260PIT,1st Period,3.9,PIT,Reilly Smith,smithre01,Hooking,2 min
202403260PIT,1st Period,13.5,CAR,Andrei Svechnikov,svechan01,Cross Checking,2 min
202403260PIT,1st Period,17.42,CAR,Dmitry Orlov,orlovdm01,Hooking,2 min
,3rd Period,,,,,,
202403260PIT,3rd Period,3.05,PIT,Jonathan Gruden,grudejo02,Fighting,5 min
202403260PIT,3rd Period,3.05,CAR,Stefan Noesen,noesest01,Fighting,5 min
202403260PIT,3rd Period,7.3,PIT,Evgeni Malkin,malkiev01,Tripping,2 min
,1st Period,,,,,,
202403280PIT,1st Period,13.32,CBJ,Erik Gudbranson,gudbrer01,Delay of Game,2 min
,2nd Period,,,,,,
202403280PIT,2nd Period,3.25,PIT,Samuel Poulin,poulisa01,Tripping,2 min
202403280PIT,2nd Period,9.58,CBJ,Damon Severson,severda01,Slashing,2 min
202403280PIT,2nd Period,14.93,CBJ,Boone Jenner,jennebo01,Tripping,2 min
,3rd Period,,,,,,
202403280PIT,3rd Period,7.92,CBJ,Dmitri Voronkov,vorondi01,Hooking,2 min
202403280PIT,3rd Period,11.45,CBJ,Alexandre Texier,texieal01,High Sticking,2 min
202403280PIT,3rd Period,19.52,PIT,Sidney Crosby,crosbsi01,Holding,2 min
,1st Period,,,,,,
202404060PIT,1st Period,10.17,TBL,Luke Glendening,glendlu01,Tripping,2 min
,2nd Period,,,,,,
202404060PIT,2nd Period,1.5,TBL,Haydn Fleury,fleurha01,Cross Checking,2 min
202404060PIT,2nd Period,10.87,PIT,Marcus Pettersson,pettema01,Tripping,2 min
202404060PIT,2nd Period,17.52,PIT,Pierre-Olivier Joseph,joseppi01,Delay of Game,2 min
,3rd Period,,,,,,
202404060PIT,3rd Period,9.65,PIT,Marcus Pettersson,pettema01,Tripping,2 min
202404060PIT,3rd Period,18.4,PIT,Marcus Pettersson,pettema01,Delay of Game,2 min
,1st Period,,,,,,
202404110PIT,1st Period,4.15,DET,Robby Fabbri,fabbrro01,Tripping,2 min
202404110PIT,1st Period,10.37,PIT,Evgeni Malkin,malkiev01,Holding,2 min
,2nd Period,,,,,,
202404110PIT,2nd Period,10,DET,Ben Chiarot,chiarbe01,Roughing,2 min
202404110PIT,2nd Period,10,PIT,Sidney Crosby,crosbsi01,Holding,2 min
202404110PIT,2nd Period,14.07,PIT,Marcus Pettersson,pettema01,Cross Checking,2 min
,3rd Period,,,,,,
202404110PIT,3rd Period,2.22,PIT,Radim Zohorna,zohorra01,Hooking,2 min
202404110PIT,3rd Period,8.73,DET,Zach Aston-Reese,astonza01,Tripping,2 min
,1st Period,,,,,,
202404130PIT,1st Period,7.87,BOS,Morgan Geekie,geekimo01,Cross Checking,2 min
202404130PIT,1st Period,15.85,PIT,Evgeni Malkin,malkiev01,Slashing,2 min
,2nd Period,,,,,,
202404130PIT,2nd Period,14.62,BOS,Jesper Boqvist,boqvije01,Tripping,2 min
,3rd Period,,,,,,
202404130PIT,3rd Period,3.73,PIT,Marcus Pettersson,pettema01,Tripping,2 min
202404130PIT,3rd Period,7.13,PIT,Erik Karlsson,karlser01,Tripping,2 min
,1st Period,,,,,,
202404150PIT,1st Period,5.33,NSH,Luke Schenn,schenlu01,Delay of Game,2 min
202404150PIT,1st Period,14.35,NSH,Colton Sissons,sissoco01,Tripping,2 min
,2nd Period,,,,,,
202404150PIT,2nd Period,13.6,NSH,Mark Jankowski,jankoma01,Roughing,2 min
202404150PIT,2nd Period,13.6,PIT,Pierre-Olivier Joseph,joseppi01,Roughing,2 min
202404150PIT,2nd Period,18.1,NSH,Jason Zucker,zuckeja01,Hooking,2 min
,3rd Period,,,,,,
202404150PIT,3rd Period,6.52,NSH,Jason Zucker,zuckeja01,Unsportsmanlike Conduct,10 min
202404150PIT,3rd Period,7.15,PIT,Reilly Smith,smithre01,Hooking,2 min
202404150PIT,3rd Period,9.42,NSH,Anthony Beauvillier,beauvan01,Tripping,2 min
,1st Period,,,,,,
202310170SEA,1st Period,1.33,SEA,Jordan Eberle,eberljo01,Fighting,5 min
202310170SEA,1st Period,1.33,COL,Logan O'Connor,oconnlo01,Fighting,5 min
202310170SEA,1st Period,19.78,COL,Ross Colton,coltoro01,Tripping,2 min
,2nd Period,,,,,,
202310170SEA,2nd Period,4.5,SEA,Justin Schultz,schulju01,Slashing,2 min
202310170SEA,2nd Period,8.22,COL,Josh Manson,mansojo01,Tripping,2 min
202310170SEA,2nd Period,10.43,COL,Nathan MacKinnon,mackina01,Interference,2 min
202310170SEA,2nd Period,13.23,SEA,Jamie Oleksiak,oleksja01,Holding,2 min
,3rd Period,,,,,,
202310170SEA,3rd Period,2.78,COL,Andrew Cogliano,coglian01,Hooking,2 min
202310170SEA,3rd Period,16.42,COL,Bowen Byram,byrambo01,Interference,2 min
202310170SEA,3rd Period,16.42,SEA,Jared McCann,mccanja01,Tripping,2 min
,1st Period,,,,,,
202310190SEA,1st Period,12.2,CAR,Stefan Noesen,noesest01,Holding,2 min
202310190SEA,1st Period,17.72,SEA,Adam Larsson,larssad01,Holding,2 min
,2nd Period,,,,,,
202310190SEA,2nd Period,2.13,CAR,Teuvo Teräväinen,teravte01,Tripping,2 min
202310190SEA,2nd Period,18.32,CAR,Jalen Chatfield,chatfja01,High Sticking,2 min
,3rd Period,,,,,,
202310190SEA,3rd Period,12.65,CAR,Brendan Lemieux,lemiebr01,Roughing,2 min
202310190SEA,3rd Period,15.32,SEA,Tye Kartye,kartyty01,Roughing,2 min
202310190SEA,3rd Period,15.32,SEA,Tye Kartye,kartyty01,Fighting,5 min
202310190SEA,3rd Period,15.32,CAR,Brendan Lemieux,lemiebr01,Fighting,5 min
,1st Period,,,,,,
202310210SEA,1st Period,5.88,NYR,Jacob Trouba,troubja01,Boarding,2 min
202310210SEA,1st Period,7.58,NYR,Ryan Lindgren,lindgry01,Hooking,2 min
202310210SEA,1st Period,9.92,SEA,Yanni Gourde,gourdya01,Hooking,2 min
,3rd Period,,,,,,
202310210SEA,3rd Period,8.93,SEA,Yanni Gourde,gourdya01,Roughing,2 min
202310210SEA,3rd Period,8.93,SEA,Yanni Gourde,gourdya01,Roughing,2 min
202310210SEA,3rd Period,8.93,SEA,Yanni Gourde,gourdya01,Misconduct,10 min
202310210SEA,3rd Period,8.93,NYR,Chris Kreider,kreidch01,Roughing,2 min
202310210SEA,3rd Period,8.93,NYR,Chris Kreider,kreidch01,Roughing,2 min
202310210SEA,3rd Period,10.27,SEA,Jared McCann,mccanja01,Fighting,5 min
202310210SEA,3rd Period,10.27,NYR,Vincent Trocheck,trochvi01,Fighting,5 min
202310210SEA,3rd Period,10.93,NYR,William Cuylle,cuyllwi01,Holding,2 min
,1st Period,,,,,,
202311020SEA,1st Period,1.12,SEA,Eeli Tolvanen,tolvaee01,Tripping,2 min
202311020SEA,1st Period,2.6,SEA,Adam Larsson,larssad01,High Sticking,4 min
202311020SEA,1st Period,4.22,NSH,Colton Sissons,sissoco01,Tripping,2 min
202311020SEA,1st Period,10.55,NSH,Dante Fabbro,fabbrda01,Interference,2 min
202311020SEA,1st Period,13.83,NSH,Dante Fabbro,fabbrda01,Slashing,2 min
,2nd Period,,,,,,
202311020SEA,2nd Period,14.88,SEA,William Borgen,borgewi01,Holding,2 min
202311020SEA,2nd Period,17.83,SEA,Philipp Grubauer,grubaph01,Tripping,2 min
,3rd Period,,,,,,
202311020SEA,3rd Period,9.78,NSH,Ryan McDonagh,mcdonry01,Hooking,2 min
202311020SEA,3rd Period,15.73,NSH,Tyson Barrie,barrity01,Tripping,2 min
,1st Period,,,,,,
202311040SEA,1st Period,8.75,CGY,Andrew Mangiapane,mangian01,Match Penalty,5 min
,2nd Period,,,,,,
202311040SEA,2nd Period,9.63,CGY,Dillon Dubé,dubedi01,Tripping,2 min
202311040SEA,2nd Period,15.78,SEA,Eeli Tolvanen,tolvaee01,Boarding,2 min
202311040SEA,2nd Period,17.02,SEA,Jared McCann,mccanja01,High Sticking,2 min
,3rd Period,,,,,,
202311040SEA,3rd Period,9.05,SEA,Pierre-Édouard Bellemare,bellepi01,Roughing,2 min
202311040SEA,3rd Period,9.05,CGY,Nikita Zadorov,zadorni01,Roughing,2 min
,1st Period,,,,,,
202311110SEA,1st Period,10.48,SEA,William Borgen,borgewi01,Roughing,2 min
202311110SEA,1st Period,13.77,SEA,Jaden Schwartz,schwaja01,Tripping,2 min
202311110SEA,1st Period,15.75,EDM,Dylan Holloway,hollody01,Tripping,2 min
,2nd Period,,,,,,
202311110SEA,2nd Period,5.57,EDM,Dylan Holloway,hollody01,Slashing,2 min
202311110SEA,2nd Period,5.57,SEA,Adam Larsson,larssad01,Illegal Equipment,2 min
