Game_ID,Date,Team,Location,Opp,Result,Scorer,Scorer_ID,Assist1,Assist1_ID,Assist2,Assist2_ID,Goalie,Goalie_ID username,Per.,Time
202403110NYR,3/11/2024,NJD,@,NYR,L,Simon Nemec,nemecsi01,Jack Hughes,hugheja03,Nico Hischier,hischni01,Jonathan Quick,quickjo01,3,17.43
202403140TBL,3/14/2024,TBL,vs,NYR,W,Brayden Point,pointbr01,Nikita Kucherov,kucheni01,--,--,Igor Shesterkin,shestig01,2,12.68
202403140TBL,3/14/2024,TBL,vs,NYR,W,Anthony Duclair,duclaan01,Brayden Point,pointbr01,Nikita Kucherov,kucheni01,Igor Shesterkin,shestig01,2,18.72
202403140TBL,3/14/2024,TBL,vs,NYR,W,Brayden Point,pointbr01,Victor Hedman,hedmavi01,Nikita Kucherov,kucheni01,Igor Shesterkin,shestig01,3,3.68
202403140TBL,3/14/2024,TBL,vs,NYR,W,Steven Stamkos,stamkst01,Brayden Point,pointbr01,Anthony Cirelli,cirelan01,Igor Shesterkin,shestig01,3,12.75
202403140TBL,3/14/2024,TBL,vs,NYR,W,Brayden Point,pointbr01,Nikita Kucherov,kucheni01,Victor Hedman,hedmavi01,Igor Shesterkin,shestig01,3,14.8
202403140TBL,3/14/2024,TBL,vs,NYR,W,Nikita Kucherov,kucheni01,Brayden Point,pointbr01,Nick Paul,paulni01,EN,--,3,16.37
202403160PIT,3/16/2024,PIT,vs,NYR,L,John Ludvig,ludvijo01,Jeff Carter,carteje01,Noel Acciari,acciano01,Jonathan Quick,quickjo01,1,2.6
202403160PIT,3/16/2024,PIT,vs,NYR,L,Bryan Rust,rustbr01,Sidney Crosby,crosbsi01,Drew O'Connor,oconndr01,Jonathan Quick,quickjo01,1,12.45
202403160PIT,3/16/2024,PIT,vs,NYR,L,Lars Eller,ellerla01,Michael Bunting,buntimi01,Bryan Rust,rustbr01,Jonathan Quick,quickjo01,2,10.17
202403160PIT,3/16/2024,PIT,vs,NYR,L,Valtteri Puustinen,puustva01,Reilly Smith,smithre01,Lars Eller,ellerla01,Jonathan Quick,quickjo01,3,7.38
202403170NYR,3/17/2024,NYI,@,NYR,L,Bo Horvat,horvabo01,Brock Nelson,nelsobr01,--,--,Igor Shesterkin,shestig01,1,14.13
202403170NYR,3/17/2024,NYI,@,NYR,L,Bo Horvat,horvabo01,Brock Nelson,nelsobr01,Mike Reilly,reillmi01,Igor Shesterkin,shestig01,2,13.92
202403190NYR,3/19/2024,WPG,@,NYR,W,Mark Scheifele,scheima01,Alex Iafallo,iafalal01,Nate Schmidt,schmina01,Igor Shesterkin,shestig01,2,4.07
202403190NYR,3/19/2024,WPG,@,NYR,W,Kyle Connor,connoky01,Sean Monahan,monahse01,Tyler Toffoli,toffoty01,Igor Shesterkin,shestig01,2,12.3
202403190NYR,3/19/2024,WPG,@,NYR,W,Mark Scheifele,scheima01,-,,--,--,Igor Shesterkin,shestig01,2,17.92
202403190NYR,3/19/2024,WPG,@,NYR,W,Mark Scheifele,scheima01,Josh Morrissey,morrijo04,Sean Monahan,monahse01,EN,--,3,19.85
202403210BOS,3/21/2024,BOS,vs,NYR,L,Jake DeBrusk,debruja01,Trent Frederic,fredetr01,Justin Brazeau,brazeju01,Jonathan Quick,quickjo01,1,8.07
202403210BOS,3/21/2024,BOS,vs,NYR,L,Justin Brazeau,brazeju01,Brad Marchand,marchbr03,Jesper Boqvist,boqvije01,Jonathan Quick,quickjo01,3,3.28
202403230NYR,3/23/2024,FLA,@,NYR,L,Matthew Tkachuk,tkachma01,Josh Mahura,mahurjo01,Carter Verhaeghe,verhaca01,Igor Shesterkin,shestig01,1,8.3
202403230NYR,3/23/2024,FLA,@,NYR,L,Eetu Luostarinen,luostee01,Sam Reinhart,reinhsa01,Uvis Balinskis,balinuv01,Igor Shesterkin,shestig01,2,0.35
202403230NYR,3/23/2024,FLA,@,NYR,L,Carter Verhaeghe,verhaca01,Brandon Montour,montobr01,Matthew Tkachuk,tkachma01,Igor Shesterkin,shestig01,3,15.87
202403260NYR,3/26/2024,PHI,@,NYR,L,Scott Laughton,laughsc01,Travis Konecny,konectr01,Travis Sanheim,sanhetr01,Igor Shesterkin,shestig01,2,2.97
202403260NYR,3/26/2024,PHI,@,NYR,L,Ryan Poehling,poehlry01,Scott Laughton,laughsc01,Yegor Zamula,zamulye01,Igor Shesterkin,shestig01,2,11.65
202403260NYR,3/26/2024,PHI,@,NYR,L,Travis Konecny,konectr01,-,,--,--,Igor Shesterkin,shestig01,3,6.75
202403260NYR,3/26/2024,PHI,@,NYR,L,Owen Tippett,tippeow01,Morgan Frost,frostmo01,--,--,Igor Shesterkin,shestig01,3,11.75
202403260NYR,3/26/2024,PHI,@,NYR,L,Tyson Foerster,foersty01,-,,--,--,Igor Shesterkin,shestig01,3,16.48
202403280COL,3/28/2024,COL,vs,NYR,L,Casey Mittelstadt,mitteca01,Brandon Duhaime,duhaibr01,Josh Manson,mansojo01,Igor Shesterkin,shestig01,2,19.45
202403280COL,3/28/2024,COL,vs,NYR,L,Devon Toews,toewsde01,-,,--,--,Igor Shesterkin,shestig01,3,12.78
202403300ARI,3/30/2024,ARI,vs,NYR,L,Matias Maccelli,maccema01,Jack McBain,mcbaija03,Josh Doan,doanjo01,Jonathan Quick,quickjo01,2,6.45
202403300ARI,3/30/2024,ARI,vs,NYR,L,Clayton Keller,kellecl01,Nick Schmaltz,schmani01,--,--,Jonathan Quick,quickjo01,2,11.1
202403300ARI,3/30/2024,ARI,vs,NYR,L,Nick Bjugstad,bjugsni01,Nick Schmaltz,schmani01,--,--,Jonathan Quick,quickjo01,2,19.3
202403300ARI,3/30/2024,ARI,vs,NYR,L,Lawson Crouse,crousla01,Logan Cooley,coolelo01,Nick Bjugstad,bjugsni01,Jonathan Quick,quickjo01,3,12.35
202403300ARI,3/30/2024,ARI,vs,NYR,L,Logan Cooley,coolelo01,Juuso Välimäki,valimju01,Matias Maccelli,maccema01,Jonathan Quick,quickjo01,3,14.43
202404010NYR,4/1/2024,PIT,@,NYR,W,Bryan Rust,rustbr01,Sidney Crosby,crosbsi01,Reilly Smith,smithre01,Igor Shesterkin,shestig01,1,0.3
202404010NYR,4/1/2024,PIT,@,NYR,W,Sidney Crosby,crosbsi01,Pierre-Olivier Joseph,joseppi01,Kris Letang,letankr01,Igor Shesterkin,shestig01,1,10.65
202404010NYR,4/1/2024,PIT,@,NYR,W,Emil Bemström,bemstem01,Jesse Puljujärvi,puljuje01,--,--,Igor Shesterkin,shestig01,3,9.85
202404010NYR,4/1/2024,PIT,@,NYR,W,Bryan Rust,rustbr01,Jeff Carter,carteje01,Kris Letang,letankr01,EN,--,3,17.82
202404010NYR,4/1/2024,PIT,@,NYR,W,Sidney Crosby,crosbsi01,-,,--,--,EN,--,3,19.25
202404030NYR,4/3/2024,NJD,@,NYR,L,Ondřej Palát,palaton01,Jack Hughes,hugheja03,Luke Hughes,hughelu01,Igor Shesterkin,shestig01,2,2.18
202404030NYR,4/3/2024,NJD,@,NYR,L,Brendan Smith,smithbr05,Jesper Bratt,brattje01,Timo Meier,meierti01,Igor Shesterkin,shestig01,2,9.88
202404030NYR,4/3/2024,NJD,@,NYR,L,Nico Hischier,hischni01,Jesper Bratt,brattje01,--,--,Igor Shesterkin,shestig01,2,11.4
202404050DET,4/5/2024,DET,vs,NYR,L,Andrew Copp,coppan01,Joe Veleno,velenjo01,Moritz Seider,seidemo01,Jonathan Quick,quickjo01,1,7.18
202404050DET,4/5/2024,DET,vs,NYR,L,J.T. Compher,comphj.01,Jeff Petry,petryje01,David Perron,perroda01,Jonathan Quick,quickjo01,2,1.4
202404050DET,4/5/2024,DET,vs,NYR,L,Dylan Larkin,larkidy01,David Perron,perroda01,Shayne Gostisbehere,gostish01,Jonathan Quick,quickjo01,2,13.32
202404070NYR,4/7/2024,MTL,@,NYR,L,Cole Caufield,caufico01,David Savard,savarda01,Mike Matheson,mathemi01,Igor Shesterkin,shestig01,1,19.5
202404070NYR,4/7/2024,MTL,@,NYR,L,Alex Newhook,newhoal01,Mike Matheson,mathemi01,--,--,Igor Shesterkin,shestig01,3,12.22
202404090NYI,4/9/2024,NYI,vs,NYR,W,Mike Reilly,reillmi01,Bo Horvat,horvabo01,--,--,Igor Shesterkin,shestig01,1,4.2
202404090NYI,4/9/2024,NYI,vs,NYR,W,Bo Horvat,horvabo01,Noah Dobson,dobsono01,Mathew Barzal,barzama01,Igor Shesterkin,shestig01,1,11.78
202404090NYI,4/9/2024,NYI,vs,NYR,W,Kyle Palmieri,palmiky01,Brock Nelson,nelsobr01,Noah Dobson,dobsono01,Igor Shesterkin,shestig01,1,13.63
202404090NYI,4/9/2024,NYI,vs,NYR,W,Anders Lee,leean01,Jean-Gabriel Pageau,pageaje01,Pierre Engvall,engvapi01,EN,--,3,19.9
202404110NYR,4/11/2024,PHI,@,NYR,W,Cameron York,yorkca01,Travis Konecny,konectr01,--,--,Jonathan Quick,quickjo01,1,4.35
202404110NYR,4/11/2024,PHI,@,NYR,W,Bobby Brink,brinkbo01,Ryan Poehling,poehlry01,--,--,Jonathan Quick,quickjo01,2,3.48
202404110NYR,4/11/2024,PHI,@,NYR,W,Travis Konecny,konectr01,Ryan Poehling,poehlry01,--,--,Jonathan Quick,quickjo01,2,19.22
202404110NYR,4/11/2024,PHI,@,NYR,W,Noah Cates,catesno01,Sean Couturier,coutuse01,Travis Sanheim,sanhetr01,Jonathan Quick,quickjo01,3,5.93
202404130NYR,4/13/2024,NYI,@,NYR,L,Brock Nelson,nelsobr01,Kyle Palmieri,palmiky01,Hudson Fasching,faschhu01,Igor Shesterkin,shestig01,2,11.7
202404130NYR,4/13/2024,NYI,@,NYR,L,Brock Nelson,nelsobr01,Hudson Fasching,faschhu01,Kyle Palmieri,palmiky01,Igor Shesterkin,shestig01,2,19.53
202310110CAR,10/11/2023,CAR,vs,OTT,W,Michael Bunting,buntimi01,Sebastian Aho,ahose01,Tony DeAngelo,deangan01,Joonas Korpisalo,korpijo01,2,2.92
202310110CAR,10/11/2023,CAR,vs,OTT,W,Teuvo Teräväinen,teravte01,Martin Nečas,necasma01,Brady Skjei,skjeibr01,Joonas Korpisalo,korpijo01,2,17.95
202310110CAR,10/11/2023,CAR,vs,OTT,W,Jordan Staal,staaljo01,Jordan Martinook,martijo01,--,--,Joonas Korpisalo,korpijo01,3,0.33
202310110CAR,10/11/2023,CAR,vs,OTT,W,Brady Skjei,skjeibr01,Jesper Fast,fastje01,Jordan Staal,staaljo01,Joonas Korpisalo,korpijo01,3,7.85
202310110CAR,10/11/2023,CAR,vs,OTT,W,Jaccob Slavin,slavija01,Jesperi Kotkaniemi,kotkaje01,Seth Jarvis,jarvise01,Joonas Korpisalo,korpijo01,3,11.08
202310140OTT,10/14/2023,PHI,@,OTT,L,Travis Konecny,konectr01,Tyson Foerster,foersty01,Travis Sanheim,sanhetr01,Anton Forsberg,forsban01,1,16.85
202310140OTT,10/14/2023,PHI,@,OTT,L,Cameron York,yorkca01,Travis Konecny,konectr01,Sean Walker,walkese01,Anton Forsberg,forsban01,2,16.5
202310150OTT,10/15/2023,TBL,@,OTT,L,Anthony Cirelli,cirelan01,Darren Raddysh,raddyda01,Tanner Jeannot,jeannta01,Joonas Korpisalo,korpijo01,2,1
202310150OTT,10/15/2023,TBL,@,OTT,L,Tanner Jeannot,jeannta01,Michael Eyssimont,eyssimi01,Victor Hedman,hedmavi01,Joonas Korpisalo,korpijo01,2,13
202310180OTT,10/18/2023,WSH,@,OTT,L,John Carlson,carlsjo01,Alex Ovechkin,ovechal01,Tom Wilson,wilsoto01,Anton Forsberg,forsban01,1,18.9
202310210OTT,10/21/2023,DET,@,OTT,W,Shayne Gostisbehere,gostish01,Dylan Larkin,larkidy01,David Perron,perroda01,Joonas Korpisalo,korpijo01,1,18.25
202310210OTT,10/21/2023,DET,@,OTT,W,Joe Veleno,velenjo01,Christian Fischer,fischch01,--,--,Joonas Korpisalo,korpijo01,2,4.3
202310210OTT,10/21/2023,DET,@,OTT,W,David Perron,perroda01,Dylan Larkin,larkidy01,Moritz Seider,seidemo01,Joonas Korpisalo,korpijo01,2,14.9
202310210OTT,10/21/2023,DET,@,OTT,W,Dylan Larkin,larkidy01,Shayne Gostisbehere,gostish01,Moritz Seider,seidemo01,Joonas Korpisalo,korpijo01,3,0.47
202310210OTT,10/21/2023,DET,@,OTT,W,Joe Veleno,velenjo01,Daniel Sprong,spronda01,--,--,Joonas Korpisalo,korpijo01,3,7.38
202310240OTT,10/24/2023,BUF,@,OTT,W,Jeff Skinner,skinnje01,Alex Tuch,tuchal01,Casey Mittelstadt,mitteca01,Anton Forsberg,forsban01,1,8.1
202310240OTT,10/24/2023,BUF,@,OTT,W,Zemgus Girgensons,girgeze01,Connor Clifton,cliftco01,Kyle Okposo,okposky01,Anton Forsberg,forsban01,1,11.33
202310240OTT,10/24/2023,BUF,@,OTT,W,Jeff Skinner,skinnje01,Dylan Cozens,cozendy01,Casey Mittelstadt,mitteca01,Anton Forsberg,forsban01,2,4.07
202310240OTT,10/24/2023,BUF,@,OTT,W,Alex Tuch,tuchal01,Rasmus Dahlin,dahlira01,Tage Thompson,thompta01,Anton Forsberg,forsban01,2,17.13
202310240OTT,10/24/2023,BUF,@,OTT,W,Tage Thompson,thompta01,Owen Power,powerow01,Henri Jokiharju,jokihhe01,Anton Forsberg,forsban01,2,18.8
202310240OTT,10/24/2023,BUF,@,OTT,W,Tage Thompson,thompta01,-,,--,--,EN,--,3,19.62
202310260NYI,10/26/2023,NYI,vs,OTT,W,Bo Horvat,horvabo01,Kyle Palmieri,palmiky01,Noah Dobson,dobsono01,Joonas Korpisalo,korpijo01,1,2.68
202310260NYI,10/26/2023,NYI,vs,OTT,W,Cal Clutterbuck,cluttca01,Casey Cizikas,cizikca01,--,--,Joonas Korpisalo,korpijo01,1,13.08
202310260NYI,10/26/2023,NYI,vs,OTT,W,Noah Dobson,dobsono01,Mathew Barzal,barzama01,Bo Horvat,horvabo01,Joonas Korpisalo,korpijo01,3,6.75
202310280PIT,10/28/2023,PIT,vs,OTT,L,Sidney Crosby,crosbsi01,Bryan Rust,rustbr01,Kris Letang,letankr01,Joonas Korpisalo,korpijo01,2,17.57
202310280PIT,10/28/2023,PIT,vs,OTT,L,Jake Guentzel,guentja01,Sidney Crosby,crosbsi01,Chad Ruhwedel,ruhwech01,Joonas Korpisalo,korpijo01,3,19.43
202311020OTT,11/2/2023,LAK,@,OTT,W,Phillip Danault,danauph01,Trevor Moore,mooretr01,Quinton Byfield,byfiequ01,Joonas Korpisalo,korpijo01,1,3.18
202311020OTT,11/2/2023,LAK,@,OTT,W,Carl Grundström,grundca01,Adrian Kempe,kempead01,--,--,Joonas Korpisalo,korpijo01,2,5
202311020OTT,11/2/2023,LAK,@,OTT,W,Anže Kopitar,kopitan01,Andreas Englund,engluan01,Adrian Kempe,kempead01,Joonas Korpisalo,korpijo01,2,8.92
202311040OTT,11/4/2023,TBL,@,OTT,W,Victor Hedman,hedmavi01,Nikita Kucherov,kucheni01,Brayden Point,pointbr01,Joonas Korpisalo,korpijo01,1,17.08
202311040OTT,11/4/2023,TBL,@,OTT,W,Brayden Point,pointbr01,Nikita Kucherov,kucheni01,--,--,Joonas Korpisalo,korpijo01,2,0.53
202311040OTT,11/4/2023,TBL,@,OTT,W,Michael Eyssimont,eyssimi01,Anthony Cirelli,cirelan01,--,--,Joonas Korpisalo,korpijo01,2,4.95
202311040OTT,11/4/2023,TBL,@,OTT,W,Brayden Point,pointbr01,Nikita Kucherov,kucheni01,--,--,Anton Forsberg,forsban01,2,18.25
202311040OTT,11/4/2023,TBL,@,OTT,W,Brayden Point,pointbr01,Steven Stamkos,stamkst01,Nikita Kucherov,kucheni01,Anton Forsberg,forsban01,3,9.63
202311040OTT,11/4/2023,TBL,@,OTT,W,Nikita Kucherov,kucheni01,Alex Barré-Boulet,barreal01,Victor Hedman,hedmavi01,Anton Forsberg,forsban01,3,11.4
202311080TOR,11/8/2023,TOR,vs,OTT,L,William Nylander,nylanwi01,Auston Matthews,matthau01,John Tavares,tavarjo01,Joonas Korpisalo,korpijo01,1,5.78
202311080TOR,11/8/2023,TOR,vs,OTT,L,Tyler Bertuzzi,bertuty01,William Nylander,nylanwi01,John Tavares,tavarjo01,Joonas Korpisalo,korpijo01,2,4.27
202311080TOR,11/8/2023,TOR,vs,OTT,L,Nicholas Robertson,roberni01,Max Domi,domima01,Calle Järnkrok,jarnkca01,Joonas Korpisalo,korpijo01,3,7.7
202311090OTT,11/9/2023,VAN,@,OTT,W,Brock Boeser,boesebr01,Phillip Di Giuseppe,digiuph01,Filip Hronek,hronefi01,Anton Forsberg,forsban01,1,0.25
202311090OTT,11/9/2023,VAN,@,OTT,W,Ilya Mikheyev,mikheil01,Elias Pettersson,petteel01,Andrei Kuzmenko,kuzmean01,Anton Forsberg,forsban01,1,3
202311090OTT,11/9/2023,VAN,@,OTT,W,J.T. Miller,millejt01,Phillip Di Giuseppe,digiuph01,Ian Cole,coleia01,Anton Forsberg,forsban01,2,18.13
202311090OTT,11/9/2023,VAN,@,OTT,W,Ilya Mikheyev,mikheil01,Elias Pettersson,petteel01,Andrei Kuzmenko,kuzmean01,Anton Forsberg,forsban01,3,9.38
202311090OTT,11/9/2023,VAN,@,OTT,W,Elias Pettersson,petteel01,Quinn Hughes,hughequ01,J.T. Miller,millejt01,Anton Forsberg,forsban01,3,13.47
202311110OTT,11/11/2023,CGY,@,OTT,L,Blake Coleman,colembl01,Martin Pospisil,pospima01,--,--,Joonas Korpisalo,korpijo01,2,15.87
202311160OTT,11/16/2023,DET,@,OTT,L,Lucas Raymond,raymolu01,-,,--,--,Joonas Korpisalo,korpijo01,2,9.65
202311160OTT,11/16/2023,DET,@,OTT,L,David Perron,perroda01,Olli Määttä,maattol01,Shayne Gostisbehere,gostish01,Joonas Korpisalo,korpijo01,2,13.33
202311160OTT,11/16/2023,DET,@,OTT,L,Alex DeBrincat,debrial01,Shayne Gostisbehere,gostish01,J.T. Compher,comphj.01,Joonas Korpisalo,korpijo01,2,16.55
202311160OTT,11/16/2023,DET,@,OTT,L,Shayne Gostisbehere,gostish01,J.T. Compher,comphj.01,Olli Määttä,maattol01,Joonas Korpisalo,korpijo01,2,17.2
202311180OTT,11/18/2023,MIN,@,OTT,L,Marco Rossi,rossima01,Brock Faber,faberbr01,Mats Zuccarello,zuccama01,Anton Forsberg,forsban01,2,6.37
202311240OTT,11/24/2023,NYI,@,OTT,W,Kyle Palmieri,palmiky01,Brock Nelson,nelsobr01,Alexander Romanov,romanal01,Anton Forsberg,forsban01,1,13.92
202311240OTT,11/24/2023,NYI,@,OTT,W,Oliver Wahlstrom,wahlsol01,Alexander Romanov,romanal01,Jean-Gabriel Pageau,pageaje01,Anton Forsberg,forsban01,2,6.37
202311240OTT,11/24/2023,NYI,@,OTT,W,Mathew Barzal,barzama01,Kyle Palmieri,palmiky01,Brock Nelson,nelsobr01,Anton Forsberg,forsban01,2,9.85
202311240OTT,11/24/2023,NYI,@,OTT,W,Anders Lee,leean01,Oliver Wahlstrom,wahlsol01,--,--,Anton Forsberg,forsban01,2,9.95
202311240OTT,11/24/2023,NYI,@,OTT,W,Simon Holmström,holmssi01,Noah Dobson,dobsono01,Scott Mayfield,mayfisc01,Anton Forsberg,forsban01,3,5.3
202311270OTT,11/27/2023,FLA,@,OTT,W,Sam Reinhart,reinhsa01,Matthew Tkachuk,tkachma01,Aleksander Barkov,barkoal01,Joonas Korpisalo,korpijo01,1,1.47
202311270OTT,11/27/2023,FLA,@,OTT,W,Sam Reinhart,reinhsa01,Sam Bennett,bennesa01,Aleksander Barkov,barkoal01,Joonas Korpisalo,korpijo01,2,5.98
202311270OTT,11/27/2023,FLA,@,OTT,W,Sam Bennett,bennesa01,Aleksander Barkov,barkoal01,Brandon Montour,montobr01,Joonas Korpisalo,korpijo01,2,7.15
202311270OTT,11/27/2023,FLA,@,OTT,W,Carter Verhaeghe,verhaca01,Dmitry Kulikov,kulikdm01,--,--,Joonas Korpisalo,korpijo01,3,11.98
202311270OTT,11/27/2023,FLA,@,OTT,W,Eetu Luostarinen,luostee01,-,,--,--,Joonas Korpisalo,korpijo01,3,16.53
202312010CBJ,12/1/2023,CBJ,vs,OTT,W,Patrik Laine,lainepa01,Johnny Gaudreau,gaudrjo01,Zach Werenski,werenza01,Joonas Korpisalo,korpijo01,1,14.88
202312010CBJ,12/1/2023,CBJ,vs,OTT,W,Dmitri Voronkov,vorondi01,-,,--,--,Joonas Korpisalo,korpijo01,1,15.6
202312010CBJ,12/1/2023,CBJ,vs,OTT,W,Adam Fantilli,fantiad01,Ivan Provorov,provoiv01,Justin Danforth,danfoju01,Joonas Korpisalo,korpijo01,2,5.27
202312010CBJ,12/1/2023,CBJ,vs,OTT,W,Boone Jenner,jennebo01,Zach Werenski,werenza01,Johnny Gaudreau,gaudrjo01,Joonas Korpisalo,korpijo01,2,8.9
202312050OTT,12/5/2023,NYR,@,OTT,L,Artemi Panarin,panarar01,Adam Fox,foxad01,Mika Zibanejad,zibanmi01,Anton Forsberg,forsban01,2,0.65
202312050OTT,12/5/2023,NYR,@,OTT,L,K'Andre Miller,milleka01,Alexis Lafrenière,lafreal01,Artemi Panarin,panarar01,Anton Forsberg,forsban01,2,5.58
202312070OTT,12/7/2023,TOR,@,OTT,W,Mitch Marner,marnemi01,Morgan Rielly,riellmo01,T.J. Brodie,broditj01,Anton Forsberg,forsban01,2,1.7
202312070OTT,12/7/2023,TOR,@,OTT,W,David Kämpf,kampfda01,John Tavares,tavarjo01,Jake McCabe,mccabja01,Anton Forsberg,forsban01,2,17.67
202312070OTT,12/7/2023,TOR,@,OTT,W,Calle Järnkrok,jarnkca01,Max Domi,domima01,Nicholas Robertson,roberni01,Anton Forsberg,forsban01,3,3.58
202312070OTT,12/7/2023,TOR,@,OTT,W,William Nylander,nylanwi01,Jake McCabe,mccabja01,T.J. Brodie,broditj01,Anton Forsberg,forsban01,3,13.05
202312090DET,12/9/2023,DET,vs,OTT,L,Patrick Kane,kanepa01,Alex DeBrincat,debrial01,Alex Lyon,lyonal01,Joonas Korpisalo,korpijo01,1,14.82
202312120OTT,12/12/2023,CAR,@,OTT,W,Martin Nečas,necasma01,Brady Skjei,skjeibr01,Jack Drury,druryja01,Joonas Korpisalo,korpijo01,1,18.82
202312120OTT,12/12/2023,CAR,@,OTT,W,Sebastian Aho,ahose01,Tony DeAngelo,deangan01,Teuvo Teräväinen,teravte01,Joonas Korpisalo,korpijo01,2,12.3
202312120OTT,12/12/2023,CAR,@,OTT,W,Seth Jarvis,jarvise01,Sebastian Aho,ahose01,Dmitry Orlov,orlovdm01,Joonas Korpisalo,korpijo01,2,13.65
202312120OTT,12/12/2023,CAR,@,OTT,W,Sebastian Aho,ahose01,Brett Pesce,pescebr01,Brady Skjei,skjeibr01,Joonas Korpisalo,korpijo01,2,17.32
202312140STL,12/14/2023,STL,vs,OTT,W,Robert Thomas,thomaro01,Justin Faulk,faulkju01,Pavel Buchnevich,buchnpa01,Joonas Korpisalo,korpijo01,1,8.33
202312140STL,12/14/2023,STL,vs,OTT,W,Robert Thomas,thomaro01,Justin Faulk,faulkju01,Torey Krug,krugto01,Joonas Korpisalo,korpijo01,2,5.28
202312140STL,12/14/2023,STL,vs,OTT,W,Brandon Saad,saadbr01,Nick Leddy,leddyni01,Kasperi Kapanen,kapanka01,Joonas Korpisalo,korpijo01,2,8.7
202312140STL,12/14/2023,STL,vs,OTT,W,Pavel Buchnevich,buchnpa01,Jordan Kyrou,kyroujo01,Robert Thomas,thomaro01,Joonas Korpisalo,korpijo01,3,7.12
202312150DAL,12/15/2023,DAL,vs,OTT,W,Joe Pavelski,paveljo01,Roope Hintz,hintzro01,Jason Robertson,roberja01,Anton Forsberg,forsban01,1,11.77
202312150DAL,12/15/2023,DAL,vs,OTT,W,Esa Lindell,lindees01,Matt Duchene,duchema01,--,--,Anton Forsberg,forsban01,1,13.5
202312150DAL,12/15/2023,DAL,vs,OTT,W,Thomas Harley,harleth01,Radek Faksa,faksara01,--,--,Anton Forsberg,forsban01,2,11.35
202312150DAL,12/15/2023,DAL,vs,OTT,W,Miro Heiskanen,heiskmi01,Wyatt Johnston,johnswy01,Evgenii Dadonov,dadonev01,Anton Forsberg,forsban01,3,7.55
202312150DAL,12/15/2023,DAL,vs,OTT,W,Matt Duchene,duchema01,Mason Marchment,marchma01,Tyler Seguin,seguity01,Anton Forsberg,forsban01,3,8.28
202312170VEG,12/17/2023,VEG,vs,OTT,W,Jack Eichel,eicheja01,Ivan Barbashev,barbaiv01,Ben Hutton,huttobe01,Joonas Korpisalo,korpijo01,1,1.62
202312170VEG,12/17/2023,VEG,vs,OTT,W,Jonathan Marchessault,audymjo01,Brett Howden,howdebr01,Brayden McNabb,mcnabbr01,Joonas Korpisalo,korpijo01,1,13.53
202312170VEG,12/17/2023,VEG,vs,OTT,W,Nicolas Roy,royni01,Ben Hutton,huttobe01,--,--,Joonas Korpisalo,korpijo01,2,9.88
202312170VEG,12/17/2023,VEG,vs,OTT,W,Chandler Stephenson,stephch02,Mark Stone,stonema01,--,--,Joonas Korpisalo,korpijo01,2,11.52
202312170VEG,12/17/2023,VEG,vs,OTT,W,Ivan Barbashev,barbaiv01,Nicolas Hague,hagueni01,Mark Stone,stonema01,Joonas Korpisalo,korpijo01,2,19.8
202312170VEG,12/17/2023,VEG,vs,OTT,W,William Karlsson,karlswi01,Mark Stone,stonema01,Jack Eichel,eicheja01,Joonas Korpisalo,korpijo01,3,5.72
202312190ARI,12/19/2023,ARI,vs,OTT,W,Jack McBain,mcbaija03,Logan Cooley,coolelo01,Michael Carcone,carcomi01,Joonas Korpisalo,korpijo01,2,14.17
202312190ARI,12/19/2023,ARI,vs,OTT,W,J.J. Moser,moserja01,Matias Maccelli,maccema01,Mathew Dumba,dumbama01,Joonas Korpisalo,korpijo01,3,9.23
202312190ARI,12/19/2023,ARI,vs,OTT,W,Clayton Keller,kellecl01,Troy Stecher,stechtr01,Alexander Kerfoot,kerfoal01,Joonas Korpisalo,korpijo01,3,9.78
202312190ARI,12/19/2023,ARI,vs,OTT,W,Michael Kesselring,kessemi01,Zach Sanford,sanfoza01,Jack McBain,mcbaija03,Joonas Korpisalo,korpijo01,3,16.45
202312210COL,12/21/2023,COL,vs,OTT,W,Nathan MacKinnon,mackina01,Jonathan Drouin,drouijo01,Cale Makar,makarca01,Joonas Korpisalo,korpijo01,1,2.72
202312210COL,12/21/2023,COL,vs,OTT,W,Nathan MacKinnon,mackina01,Valeri Nichushkin,nichuva01,--,--,Joonas Korpisalo,korpijo01,1,18.47
202312210COL,12/21/2023,COL,vs,OTT,W,Mikko Rantanen,rantami01,-,,--,--,Joonas Korpisalo,korpijo01,2,19.72
202312210COL,12/21/2023,COL,vs,OTT,W,Nathan MacKinnon,mackina01,Devon Toews,toewsde01,Valeri Nichushkin,nichuva01,Joonas Korpisalo,korpijo01,3,6.27
202312210COL,12/21/2023,COL,vs,OTT,W,Mikko Rantanen,rantami01,Nathan MacKinnon,mackina01,Cale Makar,makarca01,Joonas Korpisalo,korpijo01,3,7.17
202312210COL,12/21/2023,COL,vs,OTT,W,Nathan MacKinnon,mackina01,Valeri Nichushkin,nichuva01,--,--,EN,--,3,19.62
202312230OTT,12/23/2023,PIT,@,OTT,L,Lars Eller,ellerla01,Reilly Smith,smithre01,Kris Letang,letankr01,Anton Forsberg,forsban01,1,14.52
202312230OTT,12/23/2023,PIT,@,OTT,L,Rickard Rakell,rakelri01,Sidney Crosby,crosbsi01,Reilly Smith,smithre01,Anton Forsberg,forsban01,2,4.98
